person_id,name_ar,name_lat,given_name_ar,family_name_ar,given_name_lat,family_name_lat,name_normalised,gender,birth_date,birth_date_precision,birth_place_ar,birth_governorate_id,death_date,death_date_precision,marital_status,n_children,languages,education_raw,education_level,occupation_raw,occupation_sector,biography_ar,wikidata_qid,first_mandate_start,n_mandates
TNP-00302,نجم الدين بن سالم,Nejmeddine Ben Salem,,,,,نجم دين بن سالم,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00303,نسرين العماري,Nesrine Laamari,,,,,نسرين عماري,female,,,,,,,,,,,,,,,,2018-10-12,2
TNP-00304,نضال سعودي,Nidhal Saoudi,,,,,نضال سعودي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00305,نعمان العش,Noomane El Euch,,,,,نعمان عش,male,,,,,,,,,,,,مدير مؤسسة,,,,2014-12-02,2
TNP-00306,نهى عيساوي,Nouha Aissaoui,,,,,نهي عيساوي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00307,نهى الجلابي,Nouha Jallabi,,,,,نهي جلابي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00308,نور الدين العرباوي,Noureddine Arbaoui,,,,,نور دين عرباوي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00309,نور الدين البحيري,Noureddine Bhiri,,,,,نور دين بحيري,male,,,,,,,,,,,,محامي,,,,2014-12-02,2
TNP-00310,نسيبة بن علي,Noussaiba Ben Ali,,,,,نسيبه بن علي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00311,ألفة التراس,Olfa Terras,,,,,فه تراس,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00312,عمر الغريبي,Omar Ghribi,,,,,عمر غريبي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00313,أسامة الخليفي,Oussama Khlifi,,,,,اسامه خليفي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00314,أسامة علية الصغير,Oussama Sghaier,,,,,اسامه عليه صغير,male,,,,,,,,,,,,ممثل جمعياتي,,,,2019-11-13,1
TNP-00315,رباب بن لطيف,Rabeb Ben Letaief,,,,,رباب بن لطيف,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00316,راشد الغنوشي,Rached Ghannouchi,,,,,راشد غنوشي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00317,راشد الخياري,Rached Khiari,,,,,راشد خياري,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00318,رفيق عمارة,Rafik Amara,,,,,رفيق عماره,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00319,رضا شرف الدين,Ridha Charfeddine,,,,,رضا شرف دين,male,,,,,,,,,,,,مدير مؤسسة,,,,2014-12-02,2
TNP-00320,رضا الجوادي,Ridha Jaouadi,,,,,رضا جوادي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00321,رضا الزغمي,Ridha Zaghmi,,,,,رضا زغمي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00322,صفاء الغريبي,Safa Ghribi,,,,,صفاء غريبي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00323,الصافي سعيد,Safi Said,,,,,صافي سعيد,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00324,الصحبي عتيق,Sahbi Atig,,,,,صحبي عتيق,male,,,,,,,marié,,,"Amendements sur la constitution Né le 14/8/1959, il a passé son enfance entre Matmata, Tunis et Gabès pour suivre son père qui est boulanger et qui, s’il n’est pas politisé, est très pieux et lui enseignera les valeurs de l’islam. Après un bac scientifique et technologique, il intègre la faculté de mathématiques et de sciences de Tunis puis effectue une licence de théologie à l’université de la Zeitouna en 1985. Son DEA portera sur l’œuvre de Mohamed Tahar Ben Achour. Il s’engage d’abord auprès du mouvement Jamaat Islamiyya au lycée, en 1975, puis auprès de Itijah islamiyya, du MTI et enfin du mouvement Ennahdha. Il est emprisonné une première fois un an en 1987 et fait partie des bénéficiaires de l’amnistie générale du 7 novembre 1987. Il s’est marié et a trois enfants (la fille est militante du mouvement Ennahdha mais ses fils ne sont pas politisés). Il sera à nouveau emprisonné pour 16 ans entre 1991 et 2007 : pendant 7 ans il sera totalement isolé puis mis en détention avec des prisonniers de droit commun ou d’autres militants islamistes.",,باحث جامعي,,ولد الصحبي عتيق في 1959/08/14 وأمضى طفولته متنقلا بين مطماطة وتونس وقابس متبعا والده. نشأ الصحبي عتيق في عائلة غير مسيسة ولكن تقية جدا حيث تعلم قيم الإسلام. بعد حصوله على شهادة البكالوريا في العلوم والتكنولوجيا،انضم الى كلية الرياضيات والعلوم في تونس ثم إنتقل إلى جامعة الزيتونة في عام 1985 حيث تحصل على الاجازة في تيولوجية ثم على شهادة الدراسات المعمقة في التركيز على أعمال محمد الطاهر بن عاشور . إنضم بداية الى الحركة الإسلامية عند دراسته بالمعهد الثانوي في 1975، ثم إنضم إلى حركة الإتجاه الإسلامي، وأخيرا النهضة. تم سجنه للمرة الاولى في سنة 1987 ويعد واحدا من المستفيدين من العفو العام لـ7 نوفمبر 1987. تم سجنه مجدد لمدة 16 سنة بين عامي 1991 و 2007، 7 سنوات منها قضاها في السجن الانفرادي و البقية مع المجرمين العاديين أو غيرها من المتشددين الاسلاميين. متزوج ولديه ثلاثة أبناء وابنته ناشطة في حركة النهضة على عكس اخوتها الذين لا ينتمون إلى أي تيار حزبي.,,2011-11-22,3
TNP-00325,الصحبي صمارة,Sahbi Smara,,,,,صحبي صماره,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00326,سعيد الجزيري,Said Jaziri,,,,,سعيد جزيري,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00327,سالم قطاطة,Salem Ketata,,,,,سالم قطاطه,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00328,سالم لبيض,Salem Labiadh,,,,,سالم لبيض,male,,,,,,,,,,,,أستاذ جامعي,,,,2014-12-02,2
TNP-00329,سلمى معالج,Salma Maalej,,,,,سلمي معالج,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00330,سلوى بن عيشة,Salwa Ben Aicha,,,,,سلوي بن عيشه,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00331,سماح دمق,Sameh Dammak,,,,,سماح دمق,female,,,,,,,,,,,,مدير مؤسسة,,,,2014-12-02,2
TNP-00332,سامية عبو,Samia Abbou,,,,,ساميه عبو,female,1965-11-03,day,Tebourba,,,,,,ar,"Amendements sur la constitution Née le 03 Novembre 1965 à Tebourba, elle a fait ses études primaires et secondaires à Tebourba pour ensuite intégrer la Faculté de Droit de Tunis jusqu’à y obtenir son Diplôme d’Etudes Approfondies (DEA) en 2010. Elle compte parmi les membres fondateurs du Conseil National pour les Libertés en Tunisie et a rejoint le parti du Congrès Pour la République en 2006. Elle maitrise la langue arabe et française.",,محامي,,ولدت في 03 نوفمبر 1965 بطبربة. زاولت تعليمها الإبتدائي و الثانوي بطبربة لتلتحق بعد ذلك كلية القانون بتونس إلى أن تحصلت على شهادة الدراسات المعمقة سنة 2010. هي من بين الأعضاء المؤسسين للمجلس الوطني للحريات في تونس، وانضمت إلى حزب المؤتمر من أجل الجمهورية في عام 2006. متزوجة بمحمد عبو. تتقن العربية و الفرنسية.,,2011-11-22,3
TNP-00333,سمير ديلو,Samir Dilou,,,,,سمير ديلو,male,,,,,,,,,,,,محامي,,,,2014-12-02,2
TNP-00334,سميرة بعيزيق,Samira Bizig,,,,,سميره بعيزيق,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00335,سميرة الشواشي,Samira Chaouachi,,,,,سميره شواشي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00336,سميرة حميدة,Samira Hmida,,,,,سميره حميده,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00337,سميرة السايحي,Samira Sayhi,,,,,سميره سايحي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00338,سميرة سميعي,Samira Smii,,,,,سميره سميعي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00339,السيد فرجاني,Sayed Ferjani,,,,,سيد فرجاني,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00340,السيدة الونيسي,Sayida Ounissi,,,,,سيده ونيسي,female,,,,,,,,,,,,باحث جامعي,,,,2014-12-02,2
TNP-00341,سيف الدين المرغني,Seifeddine Mergheni,,,,,سيف دين مرغني,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00342,سيف الدين مخلوف,Seifedine Makhlouf,,,,,سيف دين مخلوف,male,,,,,,,,,,,,محامي,,,,2019-11-13,1
TNP-00343,سهام الشريقي,Sihem Chrigui,,,,,سهام شريقي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00344,سفيان المخلوفي,Sofien Makhloufi,,,,,سفيان مخلوفي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00345,سفيان طوبال,Sofien Toubel,,,,,سفيان طوبال,male,,,,,,,,,,,,أستاذ تعليم ثانوي,,,,2014-12-02,2
TNP-00346,سنية الخشين,Sonia Lekhchine,,,,,سنيه خشين,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00347,صهيب الوذان,Souhaib Ouadhan,,,,,صهيب وذان,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00348,سهير العسكري,Souhir Askri,,,,,سهير عسكري,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00349,طارق براهمي,Tarek Brahmi,,,,,طارق براهمي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00350,طارق فتيتي,Tarek Fetiti,,,,,طارق فتيتي,male,,,,,,,,,,,,إطار سامي بالوظيفة العمومية,,,,2014-12-02,2
TNP-00351,توفيق الزايري,Tawfik Zairi,,,,,توفيق زايري,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00352,ثامر سعد,Thameur Saad,,,,,ثامر سعد,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00353,التومي الحمروني,Toumi Hamrouni,,,,,تومي حمروني,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00354,وفاء عطية,Wafa Attia,,,,,وفاء عطيه,female,,,,,,,,,,,,,,,,2015-03-06,2
TNP-00355,وليد الجلاد,Walid Jalled,,,,,وليد جلاد,male,,,,,,,,,,,,موظف بالقطاع الخاص,,,,2014-12-02,2
TNP-00356,وسام الشعري,Wissem Chaari,,,,,وسام شعري,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00357,يمينة الزغلامي,Yamina Zoghlami,,,,,يمينه زغلامي,female,1970-02-28,day,Tunis,TN-11,,,,3,,"Amendements sur la constitution Née le 28 février 1970 à Tunis, elle a effectué ses études primaires à Essomran, cité Ezzouhour, puis ses études secondaires au lycée rue du Pacha, avant d’être renvoyée en 5 année secondaire pour le port du voile. Elle a continué ses études au sein d’un institut privé et a obtenu son baccalauréat section Lettres. Elle a poursuivi ses études universitaires en histoire à la faculté des lettres et des sciences humaines de Tunis 9 avril, a obtenu sa maitrise en histoire, puis a obtenu son diplôme d’études approfondies en histoire contemporaine. Elle est mère de trois enfants et n’était pas active politiquement avant la révolution mais était active au sein d’Ennahdha depuis 1985 jusqu’à sa dissolution au début des années 1990.",,أستاذ تعليم ثانوي,,من مواليد 28 فيفري 1970 بباب الخضراء، زاولت تعليمها الإبتدائي بالسّمران في حي الزّهور ثمّ معهد نهج الباشا أين طردت في السّنة الخامسة للباسها الحجاب. واصلت البكالوريا في معهد خاص و تحصّلت على باكالوريا آداب. درست التّاريخ بكليّة الآداب والعلوم الإنسانيّة 9 أفريل و تحصّلت على أستاذيّة في التّاريخ ثمّ شهادة في الدّراسات المعمّقة في التّاريخ الحديث. أمّ لثلاثة أطفال ولم تكن ناشطة سياسيّة قبل الثّورة لكن كانت ناشطة في حركة النّهضة من 1985 تقريبا إلى حين حلّها في التّسعينات.,,2011-11-22,3
TNP-00358,ياسين العياري,Yassine Ayari,,,,,ياسين عياري,male,,,,,,,,,,,,,,,,2018-10-12,2
TNP-00359,يسري الدالي,Yosri Dali,,,,,يسري دالي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00360,زينب السفاري,Zaineb Safari,,,,,زينب سفاري,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00361,زينب براهمي,Zeineb Brahmi,,,,,زينب براهمي,female,,,,,,,,,,,,محامي,,,,2014-12-02,2
TNP-00362,زياد الغناي,Zied Ghanney,,,,,زياد غناي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00363,زياد الهاشمي,Zied Hechmi,,,,,زياد هاشمي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00364,زياد العذاري,Zied Laadhari,,,,,زياد عذاري,male,1975-03-30,day,Sousse,TN-51,,,marié,,fr;en,"Amendements sur la constitution Zied Ladhari est avocat (Tunis & Paris) et Expert juridique International. Né le 30 mars 1975 à Sousse, il est marié et père d’un enfant. Après des études primaires à l’école primaire « la Gare » à M’saken, où il réussit brillamment l’examen du fin de cycle primaire, il renonce à intégrer le Lycée Pilote de Tunis où il fut admis, pour poursuivre ses études au Lycée Mixte de M’saken. Il s’engage très jeune dans les activités associatives et militantes ce qui lui vaut d’être arrêtéet condamné à l’âge de seize ans et renvoyé du Lycée public. Il poursuit alors ses études dans un lycée privé à M’saken. Après avoir obtenu un baccalauréat section lettres avec mention très bien (classé premier au niveau national et seul candidat à avoir obtenu cette mention dans cette section, mais privé du prix présidentiel en raison de son arrestation et de sa condamnation en 1992), il étudie le droit à la Faculté des sciences juridiques et politiques de Tunis où il obtient une maîtrise en droit complétée ensuite par un diplôme de troisième cycle en droit privé. En parallèle avec ses études de droit, il a commencé des cours de soir en Economie et en Finance à l’Institut des Hautes Etudes Commerciales (HEC) à Tunis. Le 6 décembre 2000, il obtient son passeport, après neuf ans d’interdiction de voyager et de contrôle administratif, et part le 9 décembre 2000 poursuivre ses études en France. A Paris, il obtient à l’Université de la Sorbonne un diplôme de troisième cycle axé sur le droit international et comparé et le droit des pays arabes et un second diplôme de troisième cycle en droit bancaire et financier. Il est aussi titulaire du Certificat d’Aptitude à la Profession d’Avocat obtenu à l’Ecole de Formation des Avocats près de la Cour d’Appel de Paris. En parallèle, il étudie les sciences politiques et les relations internationales à l’Institut d’Etudes Politiques de Paris, l’un des plus importants établissements spécialisés en France. A l’occasion de son séjour à l’étranger, il a été auditeur de l’Académie de Droit International près la Cour Internationale de Justice de La Haye. Il a également poursuivi des cours en droit comparé à la Summer School (Université d’été) de l’une des plus grandes universités américaines, la Columbia University de New-York. Concernant son parcours professionnel, il a été admis comme avocat à l’Ordre National des Avocats de Tunisie en 2001. Il a commencé à exercer la profession au sein de cabinets internationaux d’avocats à Paris avant de réussir ensuite l’examen d’accès à la profession d’avocat en France et d’être admis en tant qu’avocat à la Cour d’Appel de Paris. Il s’est spécialisé dans les affaires économiques et financières, et en particulier en droit des relations économiques internationales et en droit des contrats et investissements internationaux. A ce titre, il a participé à conseiller beaucoup d’Etats africains, organisations internationales et entreprises internationales sur la mise en place de grands projets internationaux de développement dans les pays africains (la rédaction et la négociation de contrats internationaux de construction et de gestion d’aéroports/de ports/d’autoroutes/projets d’infrastructures et de construction/grands projets de transport aérien et ferroviaire/projets d’usines et de complexes industriels…). Sa pratique d’avocat inclut aussi des missions de défense des Etats dans le règlement de différends internationaux, notamment dans le cadre de résolution des litiges entre Etats et investisseurs étrangers. Une liste de certaines missions est jointe à la biographie. Quant aux activités associatives, il a été membre fondateur de la section de la Ligue des Droits de l’Homme à l’Université de la Sorbonne, en France. A Paris, il adhère et participe aux activités à la première et plus grande organisation internationale de lutte contre la corruption, « Transparency International ». Il a en outre participé aux travaux de l’un des plus vieux Think Tank en France composé de jeunes professionnels qui s’intéressent à la vie politique et internationale. A ce titre, il a participé à de nombreux voyages d’études organisés par cette association qui permettent d’approfondir la connaissance la situation politique et socio-économique des pays visités. Il s’est ainsi rendu dans plusieurs pays comme la Turquie, le Liban, la Syrie, l’Argentine, l’Uruguay où il a pu rencontrer et discuter avec des acteurs de premier plan du monde politique, économique, associatif et académique de ces pays et enrichir sa connaissance de la scène internationale. Il maîtrise le français et l’anglais à l’écrit et à l’oral.",,محامي,,"هو محام و خبير في القانون الدولي و يمارس المهنة في تونس و فرنسا. ولد يوم 30 مارس 1975 بسوسة و هو متزوج و أب لطفل. أتمّ دراسته الابتدائية و الاعدادية بمساكن و التحق منذ شبابه بالنشاط النقابي و الجمعياتي مما تسبب له في الايقاف التتبعات العدلية فتم طرده من المعاهد الحكومية و اتم دراسته الثانوية بمعهد خاص. تحصل على الباكالوريا في شعبة الآداب بملاحظة حسن جدا و كان في المرتبة الاولى وطنيا لكنه حرم من الجائزة الرئاسية بسبب نشاطاته السياسية. درس القانون بكلية العلوم القانونية بتونس أين تحصل على الاستاذية و على شهادة الدراسات المعمقة في القانون الخاص. بالتوازي مع دراسة القانون درس الاقتصاد و المالية بمعهد الدراسات التجارية العليا بتونس. تحصل في ديسمبر 2000 على جواز سفره بعد 9 سنوات من تحجير السفر و من المراقبة الادارية و غادر ارض الوطن في نفس الشهر لمواصلة دراسته بالخارج. التحق بجامعة السوربون بباريس و تحصل على ماجستير في القانون الدولي المقارن و قانون الدول العربية كما تحصل على ماجستير اخر في قانون المالية و البنوك. تمكن من الحصول على شهادة الكفاءة لممارسة مهنة المحاماة من مدرسة تكوين المحامين التابعة لمحكمة الاستئناف بباريس. درس بالتوازي العلوم السياسية و العلاقات الدولية بمعهد الدراسات السياسية بباريس و هو من اهم المعاهد المختصة في فرنسا. عمل كمدقق حسابات لأكاديمية القانون الدولي التابعة لمحكمة العدل الدولية بلاهاي في هولندا. كما التحق بالمدرسة الصيفية لأحد أعرق الجامعات الامريكية و هي جامعة كولمبيا و درس بالمناسبة القانون المقارن. تم ترسيمه بالهيئة الوطنية للمحامين بتونس بداية من سنة 2001, كما مارس المحاماة في العديد من كبرى المكاتب بباريس. تخصص في القضايا المالية و الاقتصادية و بالتحديد في قانون العلاقات الاقتصادية الدولية و قانون العقود و الاستثمارات الدولية. عمل كمستشار للعديد من الدول الافريقية و المنظمات الدولية و الشركات لوضع مخططات لمشاريع التنمية في الدول الافريقية حيث ساهم في تحرير العقود و التفاوض في العقود الدولية المتعلقة بالبناء و التصرف في المطارات و الموانئ و الطرق السيارة و مشاريع البنى التحتية. ممارسته للمحاماة شملة كذلك مهام تتعلق بتسوية النزاعات الدولية و خاصة تلك التي تنشئ بين الدول و المستثمرين الاجانب. فيما يخص نشاطه الجمعياتي كان زياد العذاري أحد الاعضاء المؤسسين لفرع رابطة حقوق الانسان بجامعة السوربون بباريس, كما انضم و مارس نشاطات مع أكبر المنظمات الدولية لمكافحة الفساد و هي منظمة الشفافية الدولية. زار في اطار نشاطه الجمعياتي العديد من الدول مثل سوريا و لبنان و تركيا و الارجنتين و الاوروغواي أين التقى بشخصيات بارزة في المجال السياسي و الاقتصادي و الاكاديمي مما مكنه من تعميق مكتسباته و خبرته السياسية. يحذق زياد العذاري الانجليزية و الفرنسية و العربية.",,2011-11-22,3
TNP-00365,زهير المغزاوي,Zouhair Maghzaoui,,,,,زهير مغزاوي,male,,,,,,,,,,,,أستاذ تعليم ثانوي,,,,2014-12-02,2
TNP-00366,زهير مخلوف,Zouhair Makhlouf,,,,,زهير مخلوف,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00367,إبراهيم الحامدي,Ibrahim Hamdi,,,,,ابراهيم حامدي,male,1975-11-02,day,Sidi Khlif,TN-43,,,marié,2,ar;fr,"Amendements sur la constitution Né le 02 Novembre 1975, à Sidi Khlif dans le gouvernorat de Sidi Bouzid, c’est là qu’il entame sa scolarité avant de se rendre il y a 25 ans dans le Sahel. Il s’inscrit par la suite à la faculté des lettres et sciences humaines de Kairouan pour étudier la littérature arabe et est actuellement salarié d’une entreprise italienne. Membre du syndicat dans le cadre de ses activités professionnelles, et membre d’une association d’apprentissage du Coran, il n’a pas eu de parcours politique. Pour la future constitution, il s’attachera à défendre l’égalité sociale, en droits, libertés et devoirs entre tous les tunisiens, comme il défendra le droit au travail, à la dignité et à la santé. Marié et père de deux enfants, il maîtrise la langue arabe et française.",,,,ولد في 2 نوفمبر 1975 بسيدي خليف بولاية سيدي بوزيد أين إبتدأ تعليمه قبل أن يغادر للساحل. درس الآداب العربية بكلية الآداب و العلوم الإنسانية بالقيروان. موظف حاليا بمؤسسة إيطالية. عضو نقابي في إطار نشاطاته المهنية و عضو في جمعية تحفيظ القرآن و لكنه لم يمارس أي نشاط سياسي. يطمح لدستور يدافع عن للمساواة الإجتماعية و المساواة في الحقوق، الحريات والواجبات بين كل التونسين. يدافع أيضا عن حق الشغل، الكرامة و الصحة.,,2011-11-22,1
TNP-00368,إبراهيم قصاص,Ibrahim Kassas,,,,,ابراهيم قصاص,male,1965-01-01,year,,,,,,,,"Amendements sur la constitution Ibrahim Qassas est un homme politique tunisien servant à l'Assemblée Nationale Constituante. Il est à la tête d'une liste d'Al Aridha (Pétition populaire) de la circonscription de Kebili. Qassas est considéré par de nombreux Tunisiens comme «fils du peuple», comme il a l'habitude d'être un chauffeur de transport rural dans le sud de la Tunisie. Qassas est né en 1965 à Naggha, un village à Kebili. Qassas est poursuivi des études secondaires au lycée de Kebili et a abandonné à sa troisième année. Vers 1983, il a émigré en Italie et il fait des petits boulots. Il a travaillé en Irak comme chauffeur et s’est occupé d’un café là-bas jusqu'en 2000. À son retour en Tunisie, il a demandé un permis de conduire à Kebili et a, plus tard, acheté une voiture qu'il transforma en véhicule de location de transport rural. Il a rejoint la liste de Kebili Aridha après avoir reçu le soutien des citoyens de la région pour les représenter à l'Assemblée Constituante. Il a démissionné de la pétition populaire pour rejoindre le mouvement de Nidaa Tounes, qu'il quitte à son tour le 11 Novembre 2013.",,,,"إبراهيم القصاص هو سياسي تونسي بالمجلس الوطني التأسيسي مترشح على رأس قائمة للعريضة الشعبية بدائرة ڨبلي. ويعتبر القصاص من العديد من التونسيين كـ""ابن الشعب"" بحكم كونه سائق لنقل ريفي في الجنوب التونسي. ولد سنة 1965 بقرية نڨة بڨبلي و تابع تعليمه الثانوي بمعهد ڨبلي إلى أن تخلى عن الدراسة في السنة الثالثة. في 1983، هاجر إلى إيطاليا و قام بوظائف مختلفة. اشتغل لاحقا كسائق بالعراق ثم اعتنى هناك بمقهى إلى حدود سنة 2000. إثر عودته إلى تونس، طالب برخصة سياقة بڨبلي واشترى لاحقا سيارة ليؤجرها للنقل الريفي. التحق بقائمة العريضة الشعبية بڨبلي بعد تلقيه لمساندة مواطنين الجهة ليمثلهم بالمجلس الوطني التأسيسي. استقال من العريضة والتحق إثر ذلك بحركة نداء تونس التي استقال منها كذلك يوم 11 نوفمبر 2013.",,2011-11-22,1
TNP-00369,أحمد المشرقي,Ahmed Mechergui,,,,,احمد مشرقي,male,1969-08-04,day,,,,,,,,"Amendements sur la constitution Né le 04 août 1969, il a étudié le primaire et le secondaire à Jendouba et a obtenu son baccalauréat en 1991. Il a étudié la philosophie à la faculté des lettres et des sciences humaines de Raggueda (Kairouan), a eu sa maîtrise en 1995 et a enseigné dans des lycées privés. Il s’est inscrit pour un master en Syrie mais n’a pas pu continuer en raison de difficultés financières et est parti en France en 2003 où il est resté jusqu’ à après la révolution. Il a obtenu un master en 2005, puis un doctorat sur la métaphysique chez Hegel et a publié plusieurs ouvrages dont « la réalité de la mondialisation » (paru en 2003 en Syrie) et plusieurs articles dans des revues nationales et internationales.",,أستاذ تعليم ثانوي,,"من مواليد 04 أوت 1969، درس في مدرسة ريفيّة في ولاية جندوبة في معتمديّة جندوبة ثم قضى المرحلة الثّانويّة في جندوبة حيث تحصل على شهادة البكالوريا في 1991. إختصّ في الفلسفة بكليّة الآداب والعلوم الإنسانيّة برقّادة أين تحصّل سنة 1995 على الأستاذيّة ودرّس في معاهد خاصّة. سجّل في مرحلة ثالثة في سوريا لكن لم تكن الظّروف الماديّة تسمح بالمواصلة فانتقل سنة 2003 إلى فرنسا أين بقي إلى ما بعد الثّورة. تحصّل على ماجستير سنة 2005 ثمّ على رسالة دكتوراه حول الميتافيزيقا عند هيغل. له مجموعة من الكتابات منهم كتاب حول ""حقيقة العولمة"" (صادر 2003 سوريا) ونشر في مجلاّت تونسيّة و بعض المجلاّت الدّوليّة.",,2011-11-22,2
TNP-00370,أحمد السافي,Ahmed Essefi,,,,,احمد سافي,male,1969-12-09,day,,,,,,,,"Amendements sur la constitution Né le 09 Décembre 1969, il a étudié à l’école primaire de Sfax « El Bostan », puis au lycée Mohamed Ali à Sfax et en a été renvoyé pour des raisons politiques. Il a par la suite étudié dans plusieurs lycées privés et il a obtenu son baccalauréat en 1989. Il a étudié le droit à la faculté de droit de Sfax, puis a intégré l’Ecole Nationale d’Administration, et a étudié à Paris Assas II. Il a une maitrise et un diplôme d'études approfondies et a réussi le concours d’assistanat. Durant sa jeunesse, il était avec l’union des jeunes communistes et a aussi participé à l’expérience des militants nationalistes. Il a aussi été à un moment très proche du PDP, et il est maintenant membre du parti des travailleurs.",,,,من مواليد 09 ديسمبر 1969، درس بالمدرسة الإبتدائيّة بصفاقس البستان ثمّ تحوّل إلى المعهد الثّانوي محمّد علي لكن تمّ طرده لأسباب سياسيّة فدرس في معاهد حرّة. إجتاز الباكالوريا سنة 1989 ودرس القانون بكليّة الحقوق بصفاقس ثمّ التحق بالمعهد الوطني للإدارة وتوجه بعد ذلك إلى باريس اساس 2. لديه إجازة ودراسات معمّقة واجتاز مناظرة المساعدين. كان مع إتّحاد الشّباب الشّيوعي ومع تجربة المناضلين الوطنيّين، كما كان في مدّة قريبا للحزب الدّيمقراطي التّقدمي، وهو الآن في حزب العمّال.,,2011-11-22,1
TNP-00371,أحمد السميعي,Ahmed Smiai,,,,,احمد سميعي,male,1943-02-11,day,,,,,,,ar;fr,"Amendements sur la constitution Né le 11 Février 1943, il début sa scolarité à l'école de Bouhajla dans le gouvernorat de Kairouan, et poursuit ses études secondaires à Kairouan puis à Tunis. Il mène des études supérieures en physique-chimie à Tunis et en France, puis devient enseignant dans le secondaire, il est aujourd'hui retraité. Son militantisme politique commence alors qu'il est encore étudiant, il adhère au parti du Baath et connait la prison sous Bourguiba en 1967-68. Evoluant dans ses réflexions et prenant conscience de l'importance des libertés, il finit par quitter ce parti pour militer en tant qu'indépendant. Plus tard sous Ben ali, il rejoint pendant un moment Mustapha Ben Jaafar au Ettakatol avant de quitter le parti réalisant qu'il ne partage pas l'ensemble de ses idées. Il est aujourd'hui indépendant et n'est pas adhérent à Ennahdha. Pour la future constitution, il souhaite défendre la valeur de la famille qui est en rapport avec notre culture arabo-musulmane et qui a été délaissée selon lui en Tunisie. Il maîtrise la langue arabe et française.",,,,ولد في 11فيفري 1943.إبتدأ تعليمه في مدرسة بوحجلة بالقيروان ثم زاول تعليمه الثانوي بالقيروان و بتونس. تابع تعليمه العالي في الفيزياء و الكيمياء بتونس و فرنسا. إشتغل كأستاذ للتعليم الثانوي إلى حد سن التقاعد. نشاطه السياسي إبتدأ و هو لا يزال طالبا عند إنضمامه لحزب البعث مما كلفه السجن في عهد بورقيبة بين 1967-1968 . بعد تطور أفكاره وإقتناعه بأهمية الحريات غادر الحزب ليواصل نضاله مستقلا. في عهد بن علي إنضم لفترة معينة لحزب التكتل لمصطفى بن جعفر قبل أن يدرك أنه لا يشارك الحزب كل مبادئه و يغادره. ترشح للمجلس التأسيسي كمستقل و هو ليس منخرط في حزب النهضة. يدافع عن القيم العائلية في علاقة بثقافتنا العربية الإسلامية، قيم أهملت في تونس حسب رأيه.,,2011-11-22,1
