amendment_id,assembly_id,target_label,target_url,text,n_sponsors,source_ids
AMD-74610140b23c,NCA-2011,Préambule,/fr/constitution/3/article/0,Amendement relatif au quatrième paragraphe:,17,MARSAD_ANC
AMD-438c31059701,NCA-2011,l'article 1,/fr/constitution/3/article/1,Amendement relatif à l'ajout de “et la source principale de sa législation” après l’Islam est sa religion.,19,MARSAD_ANC
AMD-d3cd0194c87b,NCA-2011,l'article 1,/fr/constitution/3/article/1,Amendement relatif à l'ajout de: “Le Coran et la Sunna sont les sources principales de sa législation”,15,MARSAD_ANC
AMD-6091b7d0dfe4,NCA-2011,l'article 1,/fr/constitution/3/article/1,"Amendement de l'article: “La Tunisie est un Etat arabe, libre, indépendant et souverain. L’Islam est la religion de son peuple, la République son régime et c’est un Etat civil et une partie de la “Oumma” arabe”.",17,MARSAD_ANC
AMD-6b757de23840,NCA-2011,l'article 1,/fr/constitution/3/article/1,Ajout d'un dernier paragraphe: “On ne peut pas lire les autres articles en contredisant cet article”,15,MARSAD_ANC
AMD-594a18cbc984,NCA-2011,l'article 1,/fr/constitution/3/article/1,Amendement consensuel relatif à l'ajout d'un deuxième paragraphe: “Il n’est pas possible d’amender cet article”,2,MARSAD_ANC
AMD-3383bdedc1ac,NCA-2011,l'article 2,/fr/constitution/3/article/2,Remplacer “primauté du droit” par “primauté de la Constitution”,17,MARSAD_ANC
AMD-17573c8f9fb4,NCA-2011,l'article 2,/fr/constitution/3/article/2,"Modifier: La Tunisie est un Etat à caractère civil, basé sur la citoyenneté, la volonté du peuple “et la primauté de la Constitution et la suprématie du droit”.",12,MARSAD_ANC
AMD-41cc0772976a,NCA-2011,l'article 2,/fr/constitution/3/article/2,Amendement consensuel relatif à l'ajout d'un deuxième paragraphe: “Il n’est pas possible d’amender cet article”,2,MARSAD_ANC
AMD-29c2a44147ae,NCA-2011,l'article 5,/fr/constitution/3/article/5,Remplacer le “maghreb arabe” par la “nation arabe”,14,MARSAD_ANC
AMD-903fe71105b2,NCA-2011,l'article 6,/fr/constitution/3/article/6,Supprimer “liberté de conscience” et “libre exercice du culte”,14,MARSAD_ANC
AMD-16395f50f5e2,NCA-2011,l'article 6,/fr/constitution/3/article/6,Supprimer la dernière ligne de l'article 6: “garant de la neutralité des mosquées et lieux de culte par rapport à toute instrumentalisation partisane.”,15,MARSAD_ANC
AMD-7c7fd9b30aa7,NCA-2011,l'article 6,/fr/constitution/3/article/6,Supprimer la dernière ligne de l'article 6: “garant de la neutralité des mosquées et lieux de culte par rapport à toute instrumentalisation partisane.”,14,MARSAD_ANC
AMD-2e6fa023376a,NCA-2011,l'article 6,/fr/constitution/3/article/6,Supprimer la liberté de “conscience”,13,MARSAD_ANC
AMD-b02328c21af5,NCA-2011,l'article 6,/fr/constitution/3/article/6,Ajout à la fin de l’article: “Interdiction absolue de toutes les formes d’accusation d’apostasie et d’incitation à la haine et à la violence.”,18,MARSAD_ANC
AMD-89e176273d7c,NCA-2011,l'article 6,/fr/constitution/3/article/6,"Amendement de l'article 6: Modifier l’Etat est le gardien de la religion par “de l’Islam et des autres religions” Avancer au début ""Protège ce qui est sacré pour lui"" Modifier ""libre exercice du culte"" par ""de leurs cultes"" Ajouter à la fin de l'article ""les conflits politiques""",16,MARSAD_ANC
AMD-dd5e98dfab44,NCA-2011,l'article 6,/fr/constitution/3/article/6,Supprimer “partisane” à la fin de l’article,16,MARSAD_ANC
AMD-4d75db02f04b,NCA-2011,l'article 7,/fr/constitution/3/article/7,Amendement de l'article 7:,4,MARSAD_ANC
AMD-3dbce4d970be,NCA-2011,l'article 7,/fr/constitution/3/article/7,Amendement de l'article 7: “La famille est la cellule fondamentale de la société et l’État cherche à la protéger”,16,MARSAD_ANC
AMD-57704d34dafe,NCA-2011,l'article 8,/fr/constitution/3/article/8,"Amendement de l'article: Ajout à la fin de l’article ""Mettre en oeuvre les conditions nécessaires pour favoriser les possibilités des jeunes, élargir son développement social, économique, culturel, politique avec la mise en place de garanties juridiques. Faciliter leur intégration et leur représentation dans les instances professionnelles, politiques et de prise de décision.""",17,MARSAD_ANC
AMD-b64cab6f97d6,NCA-2011,l'article 9,/fr/constitution/3/article/9,Enlever le mot sacré: Préserver l’unité de la patrie… “est un devoir pour tous les citoyens”.,15,MARSAD_ANC
AMD-e33c89c17306,NCA-2011,l'article 9,/fr/constitution/3/article/9,Proposition de mettre la sacralité des principes des articles 9 et 10 dans un même article 9 nouveau. C’est à dire que le paiement de l’impôt et la contribution aux charges publiques s’ajoutent à l’unité de la patrie (…) comme “devoirs sacrés”.,39,MARSAD_ANC
AMD-403d2e035ae1,NCA-2011,l'article 10,/fr/constitution/3/article/10,Modifier le premier paragraphe: Remplacer “juste et équitable” par “se basant sur les principes d’égalité et de justice fiscale”.,16,MARSAD_ANC
AMD-5011a7c47a3c,NCA-2011,l'article 10,/fr/constitution/3/article/10,"Amendement de l'article 10: “Le paiement de l’impôt et la contribution aux charges publiques constituent un devoir, conformément à un régime efficace, juste et équitable. L’État met en place les mécanismes à même de garantir le recouvrement de l’impôt, la participation aux dépenses publiques, la stimulation de la croissance et les progrès économique et social ainsi que l’élévation internationale du pays. L ’ État met aussi en place les modalités et les procédures à même de garantir la bonne gestion des deniers publics, d’interdire la corruption et de lutter contre l’évasion et la fraude fiscales”.",15,MARSAD_ANC
AMD-8a5709cc9cf3,NCA-2011,l'article 10,/fr/constitution/3/article/10,"Amendement de l'article: Les impôts et les diverses retenues fiscales obligatoires constituent un devoir à tous et sont imposés par l'approbation du peuple à travers ses représentants , conformément à un régime juste et équitable. L’État met en place les mécanismes à même de garantir l'utilisation et le recouvrement de l’impôt, des diverses retenues et cotisations obligatoires, et d'assurer la bonne gestion des deniers publics à travers la prévention de la corruption, de l’évasion fiscale et de l'appauvrissement budgétaire.",39,MARSAD_ANC
AMD-554ee503f44d,NCA-2011,l'article 10,/fr/constitution/3/article/10,Amendement de l'article: Remplacer “juste et équitable” par “se basant sur l’équité et dans le but de réaliser la justice sociale”.,14,MARSAD_ANC
AMD-e1ebca5596d5,NCA-2011,l'article 10,/fr/constitution/3/article/10,Amendement de l'article 10:,16,MARSAD_ANC
AMD-73d91d8bddd9,NCA-2011,l'article 10,/fr/constitution/3/article/10,Supprimer “lutter contre l’évasion et la fraude fiscales” du premier paragraphe.,15,MARSAD_ANC
AMD-80e15e22ae88,NCA-2011,l'article 11,/fr/constitution/3/article/11,"Ajout: de déclarer leurs biens “et les biens de leur femme et de leurs enfants, avant et après la prise de fonction” tel que prévu par la loi.",16,MARSAD_ANC
AMD-2dcc5cdb9d86,NCA-2011,l'article 12,/fr/constitution/3/article/12,Ajout à la fin de l'article 12: “en se référant aux indicateurs de développement et sur la base du principe de la discrimination positive”,17,MARSAD_ANC
AMD-79f78eb37ab4,NCA-2011,l'article 12,/fr/constitution/3/article/12,Amendement:,16,MARSAD_ANC
AMD-2adb28d8cdd7,NCA-2011,l'article 12,/fr/constitution/3/article/12,Amendement de l'article: “L’Etat garantit la réalisation de la justice sociale et du développement équitable” entre les régions et une exploitation rationnelle des richesses afin d'assurer les droits des générations futures.,14,MARSAD_ANC
AMD-43e5b2c691f0,NCA-2011,l'article 12,/fr/constitution/3/article/12,Remplacer “a pour objectif” par “s’engage”,13,MARSAD_ANC
AMD-bf9c194012a4,NCA-2011,l'article 13,/fr/constitution/3/article/13,"Ajout d’un paragraphe: “L’Etat assure la distribution juste des ressources et des services entre les régions, les groupes et les générations et prend les mesures nécessaires pour cela.”",14,MARSAD_ANC
AMD-1e44a50db2f3,NCA-2011,l'article 14,/fr/constitution/3/article/14,Ajout d'un paragraphe 2: Les attributions du médiateur administratif et son organisation sont énoncées par la loi.,16,MARSAD_ANC
AMD-b535778ee5e6,NCA-2011,l'article 14,/fr/constitution/3/article/14,Supprimer l'expression “continuité du service public”,13,MARSAD_ANC
AMD-bf30c3a4a23b,NCA-2011,l'article 15,/fr/constitution/3/article/15,"Amendement de l'article: L’Etat agit en faveur du renforcement du rôle de l’institution éducative dans la formation des générations pour faire en sorte qu’elles soient aptes à acquérir la connaissance, la science et la créativité dans tous les domaines de la vie en société.",16,MARSAD_ANC
AMD-893191c40c22,NCA-2011,l'article 15,/fr/constitution/3/article/15,Amendement de l'article: La politique éducative et l’enseignement sont le fait de l’Etat qui garantit la neutralité des institutions éducatives et de l’enseignement de toute instrumentalisation partisane ou politique.,15,MARSAD_ANC
AMD-abf1c7cefdd5,NCA-2011,l'article 18,/fr/constitution/3/article/18,Proposition d'amendement:,15,MARSAD_ANC
AMD-4dd69d898e80,NCA-2011,l'article 18,/fr/constitution/3/article/18,Ajout:,3,MARSAD_ANC
AMD-6c702fcfe130,NCA-2011,l'article 19,/fr/constitution/3/article/19,Supprimer: “approuvés par l’Assemblée des représentants du peuple et ensuite”. Ce qui donne: “Les traités internationaux ratifiés ont un rang supra-législatif et infra-constitutionnel”.,15,MARSAD_ANC
AMD-03963bf549df,NCA-2011,l'article 20,/fr/constitution/3/article/20,"Amendement de l'article: Toutes les personnes sont égales devant la loi sans discrimination. Les citoyens et citoyennes sont égaux dans la loi et en droits et devoirs. L’Etat garantit aux citoyens et citoyennes les droits et les libertés individuelles et collectives, et leur assure les conditions d'une vie décente.",15,MARSAD_ANC
AMD-5eae9ef61ce5,NCA-2011,l'article 21,/fr/constitution/3/article/21,Amendement de l'article: Remplacer “il ne peut lui être porté atteinte que dans des cas extrêmes fixés par la loi. ” par “ la loi protège ce droit et la peine de mort est interdite” après “Le droit à la vie est sacré ”.,14,MARSAD_ANC
AMD-e14ba5f8fd04,NCA-2011,l'article 21,/fr/constitution/3/article/21,Amendement de l'article:,2,MARSAD_ANC
AMD-db5868411ee7,NCA-2011,l'article 23,/fr/constitution/3/article/23,Amendement consensuel: Supprimer la dernière phrase “Nul ne peut porter atteinte à ces droits et libertés sauf dans des cas définis dans la loi et en vertu d’une décision de justice.”,2,MARSAD_ANC
AMD-a3e2dc7fef4c,NCA-2011,Préambule,/fr/constitution/3/article/0,Amendement à la fin du cinquième paragraphe du préambule: Ajouter l'expression “et à leur tête le sionisme”,15,MARSAD_ANC
AMD-7ed101d02ef9,NCA-2011,l'article 7,/fr/constitution/3/article/7,Amendement de l'article 7: Ajout de “la famille qui repose sur le mariage entre un homme et une femme”.,17,MARSAD_ANC
AMD-ae86d7686513,NCA-2011,l'article 28,/fr/constitution/3/article/28,Amendement de l'article - Ajout: Le détenu est informé de ses droits et a le droit de contacter la personne de son choix. L’arrestation et la détention provisoire dépend du contrôle judiciaire et sa durée est définie par la loi. Le détenu a droit à un avocat et l’Etat doit lui en fournir un s’il ne peut pas le faire.,14,MARSAD_ANC
AMD-06d10e3f4a36,NCA-2011,l'article 30,/fr/constitution/3/article/30,"Ajout en tant que paragraphe 3 de l'article: Criminaliser “l’atteinte au sacré que sont le divin, le Coran et le Prophète”.",16,MARSAD_ANC
AMD-94f13462fa04,NCA-2011,l'article 30,/fr/constitution/3/article/30,"Proposition d'amendement consensuel - Suppression du paragraphe 2 de l'article: Les libertés d'expression, d’information et de publication ne peuvent être limitées que par une loi qui protège les droits des tiers, leur réputation, leur sécurité et leur santé.",2,MARSAD_ANC
AMD-02c5033c1ad6,NCA-2011,l'article 31,/fr/constitution/3/article/31,"Amendement de l'article 31 - Ajout: Remplacer ""watani"" avec ""qawmi"" (Dans la traduction française, les deux termes sont traduits en ""nationale"")",3,MARSAD_ANC
AMD-d57467a41374,NCA-2011,l'article 31,/fr/constitution/3/article/31,Proposition d'amendement consensuel - suppression d'une partie de l'article 31: “à condition de ne pas compromettre la sécurité nationale ou des droits énoncés dans la Constitution”.,2,MARSAD_ANC
AMD-00a5215ddb85,NCA-2011,l'article 31,/fr/constitution/3/article/31,Amendement de l'article 31 - Ajout: L’Etat garantit le droit à l’information. Il garantit le droit d’accès à l’information. Il garantit le droit d’accès aux réseaux de communication et la neutralité du Net.,16,MARSAD_ANC
AMD-50b7f3066bd3,NCA-2011,l'article 31,/fr/constitution/3/article/31,"Ajout d’un article après le 31: L’État se charge de la collecte des statistiques concernant les domaines économiques, démographiques, sociales et environnementales. L’État garantit aux citoyens le droit à une information statistique officielle, neutre, transparente et disponible pour tous en garantissant le secret des informations personnelles.",30,MARSAD_ANC
AMD-d5e40bdc0948,NCA-2011,l'article 32,/fr/constitution/3/article/32,Amendement du premier paragraphe: Les libertés académiques et la liberté de la recherche scientifique sont garanties “conformément aux dispositions de la loi”.,15,MARSAD_ANC
AMD-64d95f7a612c,NCA-2011,l'article 32,/fr/constitution/3/article/32,"Amendement de l'article 32: Les libertés académiques dont la liberté de recherche scientifique sont garanties. Les établissements universitaires sont indépendants et neutres. Ils gèrent leur propre fonctionnement grâce à des instances élues composées d’enseignants et de chercheurs, selon les dispositions de la loi.",15,MARSAD_ANC
AMD-e2ed84e56fa3,NCA-2011,l'article 33,/fr/constitution/3/article/33,Amendement de l'article 33 - Ajout: “La loi oeuvre à garantir la représentativité de la femme dans les assemblées élues”.,14,MARSAD_ANC
AMD-19f91cd86364,NCA-2011,l'article 34,/fr/constitution/3/article/34,"Proposition d'amendement consensuel - Suppression d'une partie: “La loi fixe les procédures de formation des partis politiques, des syndicats et des associations sans porter atteinte à la substance de cette liberté.”",2,MARSAD_ANC
AMD-d6566b35babf,NCA-2011,l'article 34,/fr/constitution/3/article/34,Ajout d'un paragraphe à la fin de l'article: Obligation de neutralité des associations et des syndicats par rapport à l’instrumentalisation partisane.,3,MARSAD_ANC
AMD-c1eec3fbfc7a,NCA-2011,l'article 35,/fr/constitution/3/article/35,Ajout de tirets:,15,MARSAD_ANC
AMD-2a90b1e5248b,NCA-2011,l'article 35,/fr/constitution/3/article/35,Ajout d'un paragraphe: “Et ce droit ne s’applique pas à l’institution militaire”,15,MARSAD_ANC
AMD-a03037dc1094,NCA-2011,l'article 36,/fr/constitution/3/article/36,"Proposition d'amendement consensuel - Suppression d'une partie: “Elle est exercée selon les exigences procédurales prévues par la loi, sans que celles-ci ne portent atteinte à la substance de cette liberté.”",2,MARSAD_ANC
AMD-f439052d9da1,NCA-2011,l'article 36,/fr/constitution/3/article/36,Ajout d'un paragraphe à l'article 36: L'Etat garantit l’intégrité des facultés et leur indépendance et la liberté du mouvement estudiantin.,20,MARSAD_ANC
AMD-b7c92c15dbaf,NCA-2011,l'article 37,/fr/constitution/3/article/37,Ajout d'un paragraphe: Tous les citoyens ont le droit d’accès à la santé dont le coût est supporté par la collectivité nationale.,21,MARSAD_ANC
AMD-041a3d556ccd,NCA-2011,l'article 37,/fr/constitution/3/article/37,Ajout à la fin du premier paragraphe: “Selon les principes de la décentralisation et l’équilibre entre les régions.”,15,MARSAD_ANC
AMD-66e619c32ae5,NCA-2011,l'article 37,/fr/constitution/3/article/37,Amendement de l'article 37:,13,MARSAD_ANC
AMD-4f053bece113,NCA-2011,l'article 37,/fr/constitution/3/article/37,Ajout à la fin de l'article: L’Etat interdit tout commerce d'individus et des organes humains.,14,MARSAD_ANC
AMD-5a09ebfdac7e,NCA-2011,l'article 37,/fr/constitution/3/article/37,Ajout d'un paragraphe entre le premier et le deuxième paragraphe: Tout citoyen a le droit à une nourriture saine.,14,MARSAD_ANC
AMD-d9974dd9a9d1,NCA-2011,l'article 38,/fr/constitution/3/article/38,Reformulation du premier paragraphe de l'article comme suit: L'enseignement est un droit pour tout citoyen et est obligatoire jusqu'à l'âge de seize ans.,16,MARSAD_ANC
AMD-9ed82fbc26b8,NCA-2011,l'article 38,/fr/constitution/3/article/38,Proposition d'amendement:,15,MARSAD_ANC
AMD-1c985a62167b,NCA-2011,l'article 38,/fr/constitution/3/article/38,Ajout de deux paragraphes après le texte initial de l'article comme suit: L’État oeuvre afin d'éradiquer l’analphabétisme y compris “l’analphabétisme numérique” entre tous les citoyens selon des programmes et des stratégies globales. L'Etat supervise tous les établissements éducatifs et d'enseignement.,17,MARSAD_ANC
AMD-404471d2ed88,NCA-2011,l'article 39,/fr/constitution/3/article/39,Ajout d'un paragraphe après le premier paragraphe: Aide sociale pour les chômeurs pour assurer la “justice sociale”.,22,MARSAD_ANC
AMD-bc2462bc44b8,NCA-2011,l'article 39,/fr/constitution/3/article/39,Amendement de l'article: Remplacer “dans des conditions décentes et équitables” par “sur la base de l’égalité des chances”,12,MARSAD_ANC
AMD-479c1fb0b37c,NCA-2011,l'article 40,/fr/constitution/3/article/40,"Ajout: “La propriété ne s’enlève que pour l’intérêt général et avec un remplacement juste. La propriété intellectuelle est garantie. L’État garantit la protection des intérêts moraux et physiques engendrées par toute production scientifique, artistique ou littéraire.”",16,MARSAD_ANC
AMD-88f706ec6f62,NCA-2011,l'article 40,/fr/constitution/3/article/40,"Proposition d'amendement consensuel: Le droit de propriété est garanti, et ne peut lui être portée atteinte sauf dans les cas et avec les garanties prévues par la loi. La propriété intellectuelle est garantie.",2,MARSAD_ANC
AMD-6295d338bef3,NCA-2011,l'article 41,/fr/constitution/3/article/41,"Amendement de l'article 41: Supprimer “en ce qui consacre les valeurs de la tolérance et le rejet de la violence, l’ouverture sur les différentes cultures et le dialogue entre les civilisations”.",16,MARSAD_ANC
AMD-88aea6c7bc1b,NCA-2011,l'article 43,/fr/constitution/3/article/43,"Suppression du deuxième paragraphe pour la remplacer comme suit: L’Etat assure la distribution de l’eau et de l’électricité au citoyen, par le biais de structures et de réseaux qui lui sont propres.",13,MARSAD_ANC
AMD-9a93310ab511,NCA-2011,l'article 43,/fr/constitution/3/article/43,"Modification de l’article: “L’Etat garantit le droit des citoyens à l’eau et oeuvre autant que possible pour assurer la souveraineté alimentaire au peuple, par la mise à disposition des ressources agricoles et énergétiques à l’intérieur de la nation. La préservation de l’eau et des ressources naturelles agricoles, environnementales et énergétiques et la rationalisation de leur exploitation pour l’intérêt national est un devoir pour l’Etat et la société”.",16,MARSAD_ANC
AMD-c73f61d11958,NCA-2011,l'article 43,/fr/constitution/3/article/43,"Suppression du deuxième paragraphe pour le remplacer comme suit: “L’Etat doit protéger les ressources en eau et rationaliser son exploitation et sa distribution, une distribution juste.”",14,MARSAD_ANC
AMD-68108396365a,NCA-2011,l'article 43,/fr/constitution/3/article/43,Amendement de l'article comme suit: L'Etat garantit le droit à l'eau et les installations sanitaires sont garanties.,15,MARSAD_ANC
AMD-83820a3ece98,NCA-2011,l'article 44,/fr/constitution/3/article/44,Remplacer “est garanti” par “garantit le développement durable”.,14,MARSAD_ANC
AMD-772fe4ae6252,NCA-2011,l'article 44,/fr/constitution/3/article/44,"Amendement de l’article: Ajout de ""L’Etat doit fournir les moyens nécessaires pour lutter contre la pollution.""",15,MARSAD_ANC
AMD-72aac3960118,NCA-2011,l'article 44,/fr/constitution/3/article/44,Amendement de l’article:,55,MARSAD_ANC
