table_name,record_id,field_name,source_id,value_hash,retrieved_at,confidence
persons,TNP-00005,family_name_lat,ARP_ODOO,bc4c2d443eb7,2026-08-29,high
persons,TNP-00005,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-b19c8b390a2f,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00006,name_ar,ARP_ODOO,e0723e58fa12,2026-08-29,high
persons,TNP-00006,name_lat,ARP_ODOO,ba11faa7cda0,2026-08-29,high
persons,TNP-00006,given_name_ar,ARP_ODOO,e485a0ccd8cd,2026-08-29,high
persons,TNP-00006,family_name_ar,ARP_ODOO,0ec23e9f713d,2026-08-29,high
persons,TNP-00006,given_name_lat,ARP_ODOO,e485a0ccd8cd,2026-08-29,high
persons,TNP-00006,family_name_lat,ARP_ODOO,0ec23e9f713d,2026-08-29,high
persons,TNP-00006,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-adad15a9a785,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00007,name_ar,ARP_ODOO,e081096fd45e,2026-08-29,high
persons,TNP-00007,name_lat,ARP_ODOO,2efe646b82d2,2026-08-29,high
persons,TNP-00007,given_name_ar,ARP_ODOO,5af33e680f42,2026-08-29,high
persons,TNP-00007,family_name_ar,ARP_ODOO,2bcb4359329b,2026-08-29,high
persons,TNP-00007,given_name_lat,ARP_ODOO,5af33e680f42,2026-08-29,high
persons,TNP-00007,family_name_lat,ARP_ODOO,2bcb4359329b,2026-08-29,high
persons,TNP-00007,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-006cf1e9967a,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00008,name_ar,ARP_ODOO,12841239d624,2026-08-29,high
persons,TNP-00008,name_lat,ARP_ODOO,ab6b0384c62d,2026-08-29,high
persons,TNP-00008,given_name_ar,ARP_ODOO,857ad2905830,2026-08-29,high
persons,TNP-00008,family_name_ar,ARP_ODOO,ad54a1d2678c,2026-08-29,high
persons,TNP-00008,given_name_lat,ARP_ODOO,857ad2905830,2026-08-29,high
persons,TNP-00008,family_name_lat,ARP_ODOO,ad54a1d2678c,2026-08-29,high
persons,TNP-00008,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-d96cfdde7333,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00009,name_ar,ARP_ODOO,26795efbc27d,2026-08-29,high
persons,TNP-00009,name_lat,ARP_ODOO,b10f1ed9c7a8,2026-08-29,high
persons,TNP-00009,given_name_ar,ARP_ODOO,877033e72c94,2026-08-29,high
persons,TNP-00009,family_name_ar,ARP_ODOO,4469d4bb7fb7,2026-08-29,high
persons,TNP-00009,given_name_lat,ARP_ODOO,877033e72c94,2026-08-29,high
persons,TNP-00009,family_name_lat,ARP_ODOO,45c289fc847a,2026-08-29,high
persons,TNP-00009,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-8df1f6c50330,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00010,name_ar,ARP_ODOO,3ec56dfeba2d,2026-08-29,high
persons,TNP-00010,name_lat,ARP_ODOO,0d0d1e79b24e,2026-08-29,high
persons,TNP-00010,given_name_ar,ARP_ODOO,3414e79284f7,2026-08-29,high
persons,TNP-00010,family_name_ar,ARP_ODOO,7da3619960cd,2026-08-29,high
persons,TNP-00010,given_name_lat,ARP_ODOO,3414e79284f7,2026-08-29,high
persons,TNP-00010,family_name_lat,ARP_ODOO,7da3619960cd,2026-08-29,high
persons,TNP-00010,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-8e2a900ff9d6,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00011,name_ar,ARP_ODOO,f93f61680c3b,2026-08-29,high
persons,TNP-00011,name_lat,ARP_ODOO,9d35358afd94,2026-08-29,high
persons,TNP-00011,given_name_ar,ARP_ODOO,08b3e92556dd,2026-08-29,high
persons,TNP-00011,family_name_ar,ARP_ODOO,1f707b00dbf8,2026-08-29,high
persons,TNP-00011,given_name_lat,ARP_ODOO,08b3e92556dd,2026-08-29,high
persons,TNP-00011,family_name_lat,ARP_ODOO,1f707b00dbf8,2026-08-29,high
persons,TNP-00011,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-ec87e1fb39a2,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00012,name_ar,ARP_ODOO,569fb38678b4,2026-08-29,high
persons,TNP-00012,name_lat,ARP_ODOO,32f663ac4344,2026-08-29,high
persons,TNP-00012,given_name_ar,ARP_ODOO,2c8a49b469ad,2026-08-29,high
persons,TNP-00012,family_name_ar,ARP_ODOO,08b2f43db61e,2026-08-29,high
persons,TNP-00012,given_name_lat,ARP_ODOO,2c8a49b469ad,2026-08-29,high
persons,TNP-00012,family_name_lat,ARP_ODOO,08b2f43db61e,2026-08-29,high
persons,TNP-00012,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-12443373ab4c,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00013,name_ar,ARP_ODOO,b3e823ce470b,2026-08-29,high
persons,TNP-00013,name_lat,ARP_ODOO,e8ad024c05fd,2026-08-29,high
persons,TNP-00013,given_name_ar,ARP_ODOO,0cf99dcc9176,2026-08-29,high
persons,TNP-00013,family_name_ar,ARP_ODOO,f60643e6504b,2026-08-29,high
persons,TNP-00013,given_name_lat,ARP_ODOO,0cf99dcc9176,2026-08-29,high
persons,TNP-00013,family_name_lat,ARP_ODOO,f60643e6504b,2026-08-29,high
persons,TNP-00013,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-e7961122ccdc,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00014,name_ar,ARP_ODOO,4fd9ae69e03a,2026-08-29,high
persons,TNP-00014,name_lat,ARP_ODOO,81584614e0d5,2026-08-29,high
persons,TNP-00014,given_name_ar,ARP_ODOO,fb71ba4fdc48,2026-08-29,high
persons,TNP-00014,family_name_ar,ARP_ODOO,9e88dcd06fd0,2026-08-29,high
persons,TNP-00014,given_name_lat,ARP_ODOO,fb71ba4fdc48,2026-08-29,high
persons,TNP-00014,family_name_lat,ARP_ODOO,9e88dcd06fd0,2026-08-29,high
persons,TNP-00014,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-819543c513f3,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00015,name_ar,ARP_ODOO,bfb6bf4e38f7,2026-08-29,high
persons,TNP-00015,name_lat,ARP_ODOO,c3f5a7fdd7dd,2026-08-29,high
persons,TNP-00015,given_name_ar,ARP_ODOO,19510ab4bb0a,2026-08-29,high
persons,TNP-00015,family_name_ar,ARP_ODOO,7ef4440de175,2026-08-29,high
persons,TNP-00015,given_name_lat,ARP_ODOO,19510ab4bb0a,2026-08-29,high
persons,TNP-00015,family_name_lat,ARP_ODOO,7ef4440de175,2026-08-29,high
persons,TNP-00015,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-e4840fe3aa15,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00016,name_ar,ARP_ODOO,787043ef0bad,2026-08-29,high
persons,TNP-00016,name_lat,ARP_ODOO,8d8a358270a6,2026-08-29,high
persons,TNP-00016,given_name_ar,ARP_ODOO,5a938ed3b6e2,2026-08-29,high
persons,TNP-00016,family_name_ar,ARP_ODOO,a5120bd84548,2026-08-29,high
persons,TNP-00016,given_name_lat,ARP_ODOO,5a938ed3b6e2,2026-08-29,high
persons,TNP-00016,family_name_lat,ARP_ODOO,a5120bd84548,2026-08-29,high
persons,TNP-00016,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-59b7ac89b604,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00017,name_ar,ARP_ODOO,5123ad0daa87,2026-08-29,high
persons,TNP-00017,name_lat,ARP_ODOO,e299d28f5a0a,2026-08-29,high
persons,TNP-00017,given_name_ar,ARP_ODOO,d313a61b4568,2026-08-29,high
persons,TNP-00017,family_name_ar,ARP_ODOO,49b40f89077a,2026-08-29,high
persons,TNP-00017,given_name_lat,ARP_ODOO,d313a61b4568,2026-08-29,high
persons,TNP-00017,family_name_lat,ARP_ODOO,49b40f89077a,2026-08-29,high
persons,TNP-00017,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-1482b1a73bda,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00018,name_ar,ARP_ODOO,65767c06ab76,2026-08-29,high
persons,TNP-00018,name_lat,ARP_ODOO,45eaa56145d7,2026-08-29,high
persons,TNP-00018,given_name_ar,ARP_ODOO,7efb079e36f1,2026-08-29,high
persons,TNP-00018,family_name_ar,ARP_ODOO,9ee89e2a3d75,2026-08-29,high
persons,TNP-00018,given_name_lat,ARP_ODOO,7efb079e36f1,2026-08-29,high
persons,TNP-00018,family_name_lat,ARP_ODOO,9ee89e2a3d75,2026-08-29,high
persons,TNP-00018,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-48ee161a377b,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00019,name_ar,ARP_ODOO,971513c1c9e6,2026-08-29,high
persons,TNP-00019,name_lat,ARP_ODOO,e2b2f3ca8b8d,2026-08-29,high
persons,TNP-00019,given_name_ar,ARP_ODOO,0d231417d288,2026-08-29,high
persons,TNP-00019,family_name_ar,ARP_ODOO,5b598bc468c5,2026-08-29,high
persons,TNP-00019,given_name_lat,ARP_ODOO,0d231417d288,2026-08-29,high
persons,TNP-00019,family_name_lat,ARP_ODOO,5b598bc468c5,2026-08-29,high
persons,TNP-00019,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-db0f0e90812c,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00020,name_ar,ARP_ODOO,a39d24087b8b,2026-08-29,high
persons,TNP-00020,name_lat,ARP_ODOO,90830fc62c5c,2026-08-29,high
persons,TNP-00020,given_name_ar,ARP_ODOO,ec1eb14b1b91,2026-08-29,high
persons,TNP-00020,family_name_ar,ARP_ODOO,de470b8e3103,2026-08-29,high
persons,TNP-00020,given_name_lat,ARP_ODOO,ec1eb14b1b91,2026-08-29,high
persons,TNP-00020,family_name_lat,ARP_ODOO,de470b8e3103,2026-08-29,high
persons,TNP-00020,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-8e0203fdcf2b,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00021,name_ar,ARP_ODOO,64aa6ef39478,2026-08-29,high
persons,TNP-00021,name_lat,ARP_ODOO,cef19325908d,2026-08-29,high
persons,TNP-00021,given_name_ar,ARP_ODOO,b59bdcdf09bb,2026-08-29,high
persons,TNP-00021,family_name_ar,ARP_ODOO,7b8410503b32,2026-08-29,high
persons,TNP-00021,given_name_lat,ARP_ODOO,b59bdcdf09bb,2026-08-29,high
persons,TNP-00021,family_name_lat,ARP_ODOO,7b8410503b32,2026-08-29,high
persons,TNP-00021,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-c154d37e1b5e,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00022,name_ar,ARP_ODOO,16d2ab264ad8,2026-08-29,high
persons,TNP-00022,name_lat,ARP_ODOO,fd57721ef4c3,2026-08-29,high
persons,TNP-00022,given_name_ar,ARP_ODOO,b59bdcdf09bb,2026-08-29,high
persons,TNP-00022,family_name_ar,ARP_ODOO,091dc008fdfa,2026-08-29,high
persons,TNP-00022,given_name_lat,ARP_ODOO,b59bdcdf09bb,2026-08-29,high
persons,TNP-00022,family_name_lat,ARP_ODOO,091dc008fdfa,2026-08-29,high
persons,TNP-00022,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-ee7e4be96026,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00023,name_ar,ARP_ODOO,1ed04dd31c01,2026-08-29,high
persons,TNP-00023,name_lat,ARP_ODOO,0049b3caa094,2026-08-29,high
persons,TNP-00023,given_name_ar,ARP_ODOO,b59bdcdf09bb,2026-08-29,high
persons,TNP-00023,family_name_ar,ARP_ODOO,63913519250f,2026-08-29,high
persons,TNP-00023,given_name_lat,ARP_ODOO,b59bdcdf09bb,2026-08-29,high
persons,TNP-00023,family_name_lat,ARP_ODOO,63913519250f,2026-08-29,high
persons,TNP-00023,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-e5ad3505781f,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00024,name_ar,ARP_ODOO,bb3f661405c3,2026-08-29,high
persons,TNP-00024,name_lat,ARP_ODOO,903bf5946f96,2026-08-29,high
persons,TNP-00024,given_name_ar,ARP_ODOO,07274c8c4509,2026-08-29,high
persons,TNP-00024,family_name_ar,ARP_ODOO,94a275f25421,2026-08-29,high
persons,TNP-00024,given_name_lat,ARP_ODOO,07274c8c4509,2026-08-29,high
persons,TNP-00024,family_name_lat,ARP_ODOO,94a275f25421,2026-08-29,high
persons,TNP-00024,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-d412e4d4a0ba,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00025,name_ar,ARP_ODOO,db4587accb88,2026-08-29,high
persons,TNP-00025,name_lat,ARP_ODOO,4bc728989c86,2026-08-29,high
persons,TNP-00025,given_name_ar,ARP_ODOO,62c242123326,2026-08-29,high
persons,TNP-00025,family_name_ar,ARP_ODOO,ed768689dcb5,2026-08-29,high
persons,TNP-00025,given_name_lat,ARP_ODOO,62c242123326,2026-08-29,high
persons,TNP-00025,family_name_lat,ARP_ODOO,ed768689dcb5,2026-08-29,high
persons,TNP-00025,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-8d983ea965ef,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00026,name_ar,ARP_ODOO,0e24a3ea53d7,2026-08-29,high
persons,TNP-00026,name_lat,ARP_ODOO,69c25c1e1b76,2026-08-29,high
persons,TNP-00026,given_name_ar,ARP_ODOO,7bc385404fb3,2026-08-29,high
persons,TNP-00026,family_name_ar,ARP_ODOO,9c26da3b54df,2026-08-29,high
persons,TNP-00026,given_name_lat,ARP_ODOO,7bc385404fb3,2026-08-29,high
persons,TNP-00026,family_name_lat,ARP_ODOO,9c26da3b54df,2026-08-29,high
persons,TNP-00026,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-3923e74ec10f,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00027,name_ar,ARP_ODOO,46eaabdaf3ee,2026-08-29,high
persons,TNP-00027,name_lat,ARP_ODOO,e2986b3a44cb,2026-08-29,high
persons,TNP-00027,given_name_ar,ARP_ODOO,8757ce4a088e,2026-08-29,high
persons,TNP-00027,family_name_ar,ARP_ODOO,87b44bd227ed,2026-08-29,high
persons,TNP-00027,given_name_lat,ARP_ODOO,b4d5454b447d,2026-08-29,high
persons,TNP-00027,family_name_lat,ARP_ODOO,9214ac42268d,2026-08-29,high
persons,TNP-00027,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-17622c7c88fd,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00028,name_ar,ARP_ODOO,f591b5841ca8,2026-08-29,high
persons,TNP-00028,name_lat,ARP_ODOO,84baaf62bb9f,2026-08-29,high
persons,TNP-00028,given_name_ar,ARP_ODOO,9b09bcb053b8,2026-08-29,high
persons,TNP-00028,family_name_ar,ARP_ODOO,e34e906db684,2026-08-29,high
persons,TNP-00028,given_name_lat,ARP_ODOO,9b09bcb053b8,2026-08-29,high
persons,TNP-00028,family_name_lat,ARP_ODOO,e34e906db684,2026-08-29,high
persons,TNP-00028,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-7408f11e46a2,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00029,name_ar,ARP_ODOO,e20e04377416,2026-08-29,high
persons,TNP-00029,name_lat,ARP_ODOO,85394c960e6d,2026-08-29,high
persons,TNP-00029,given_name_ar,ARP_ODOO,0f3e066ca11a,2026-08-29,high
persons,TNP-00029,family_name_ar,ARP_ODOO,3e7c3d2f9ab1,2026-08-29,high
persons,TNP-00029,given_name_lat,ARP_ODOO,0f3e066ca11a,2026-08-29,high
persons,TNP-00029,family_name_lat,ARP_ODOO,3e7c3d2f9ab1,2026-08-29,high
persons,TNP-00029,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-8d0d57591d83,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00030,name_ar,ARP_ODOO,301c0c21c97c,2026-08-29,high
persons,TNP-00030,name_lat,ARP_ODOO,88db75019b4d,2026-08-29,high
persons,TNP-00030,given_name_ar,ARP_ODOO,0f3e066ca11a,2026-08-29,high
persons,TNP-00030,family_name_ar,ARP_ODOO,5697945c48ff,2026-08-29,high
persons,TNP-00030,given_name_lat,ARP_ODOO,0f3e066ca11a,2026-08-29,high
persons,TNP-00030,family_name_lat,ARP_ODOO,5697945c48ff,2026-08-29,high
persons,TNP-00030,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-a599d6fcfcde,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00031,name_ar,ARP_ODOO,9e4391fb98c8,2026-08-29,high
persons,TNP-00031,name_lat,ARP_ODOO,e08acacd90bb,2026-08-29,high
persons,TNP-00031,given_name_ar,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00031,family_name_ar,ARP_ODOO,6e7b272a769f,2026-08-29,high
persons,TNP-00031,given_name_lat,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00031,family_name_lat,ARP_ODOO,6e7b272a769f,2026-08-29,high
persons,TNP-00031,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-2ac75a6dd096,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00032,name_ar,ARP_ODOO,51136a847659,2026-08-29,high
persons,TNP-00032,name_lat,ARP_ODOO,04983e751a0c,2026-08-29,high
persons,TNP-00032,given_name_ar,ARP_ODOO,cd34baecd669,2026-08-29,high
persons,TNP-00032,family_name_ar,ARP_ODOO,12072ab667a8,2026-08-29,high
persons,TNP-00032,given_name_lat,ARP_ODOO,cd34baecd669,2026-08-29,high
persons,TNP-00032,family_name_lat,ARP_ODOO,12072ab667a8,2026-08-29,high
persons,TNP-00032,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-4c8440ea51b2,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00033,name_ar,ARP_ODOO,3b83ec6599b4,2026-08-29,high
persons,TNP-00033,name_lat,ARP_ODOO,cd34baecd669,2026-08-29,high
persons,TNP-00033,given_name_ar,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00033,family_name_ar,ARP_ODOO,93f0a0d81e4b,2026-08-29,high
persons,TNP-00033,given_name_lat,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00033,family_name_lat,ARP_ODOO,93f0a0d81e4b,2026-08-29,high
persons,TNP-00033,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-837d27550c2e,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00034,name_ar,ARP_ODOO,d0145a58c82b,2026-08-29,high
persons,TNP-00034,name_lat,ARP_ODOO,465442deedfb,2026-08-29,high
persons,TNP-00034,given_name_ar,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00034,family_name_ar,ARP_ODOO,d307dc6b4c1f,2026-08-29,high
persons,TNP-00034,given_name_lat,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00034,family_name_lat,ARP_ODOO,d307dc6b4c1f,2026-08-29,high
persons,TNP-00034,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-9ae5f462b971,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00035,name_ar,ARP_ODOO,f4eb9b16fbf5,2026-08-29,high
persons,TNP-00035,name_lat,ARP_ODOO,9f8a9c009282,2026-08-29,high
persons,TNP-00035,given_name_ar,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00035,family_name_ar,ARP_ODOO,60dba85ac1b1,2026-08-29,high
persons,TNP-00035,given_name_lat,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00035,family_name_lat,ARP_ODOO,60dba85ac1b1,2026-08-29,high
persons,TNP-00035,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-31155ec943a5,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00036,name_ar,ARP_ODOO,6228df60781b,2026-08-29,high
persons,TNP-00036,name_lat,ARP_ODOO,2893faf0bee3,2026-08-29,high
persons,TNP-00036,given_name_ar,ARP_ODOO,a41011f61d5a,2026-08-29,high
persons,TNP-00036,family_name_ar,ARP_ODOO,d8e508344cf7,2026-08-29,high
persons,TNP-00036,given_name_lat,ARP_ODOO,a41011f61d5a,2026-08-29,high
persons,TNP-00036,family_name_lat,ARP_ODOO,d8e508344cf7,2026-08-29,high
persons,TNP-00036,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-34d691d129ad,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00037,name_ar,ARP_ODOO,c8941c695db2,2026-08-29,high
persons,TNP-00037,name_lat,ARP_ODOO,f9742268279d,2026-08-29,high
persons,TNP-00037,given_name_ar,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00037,family_name_ar,ARP_ODOO,5cc1377d24b0,2026-08-29,high
persons,TNP-00037,given_name_lat,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00037,family_name_lat,ARP_ODOO,5cc1377d24b0,2026-08-29,high
persons,TNP-00037,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-85d138e8f830,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00038,name_ar,ARP_ODOO,83cae03c006a,2026-08-29,high
persons,TNP-00038,name_lat,ARP_ODOO,87a407e360d3,2026-08-29,high
persons,TNP-00038,given_name_ar,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00038,family_name_ar,ARP_ODOO,78ea1ce8c7cb,2026-08-29,high
persons,TNP-00038,given_name_lat,ARP_ODOO,d1943bb3e102,2026-08-29,high
persons,TNP-00038,family_name_lat,ARP_ODOO,78ea1ce8c7cb,2026-08-29,high
persons,TNP-00038,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-ec7f4498a14c,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00039,name_ar,ARP_ODOO,61ca90550f2c,2026-08-29,high
persons,TNP-00039,name_lat,ARP_ODOO,9ec8f3c692af,2026-08-29,high
persons,TNP-00039,given_name_ar,ARP_ODOO,604088d71672,2026-08-29,high
persons,TNP-00039,family_name_ar,ARP_ODOO,ad326db3b641,2026-08-29,high
persons,TNP-00039,given_name_lat,ARP_ODOO,604088d71672,2026-08-29,high
persons,TNP-00039,family_name_lat,ARP_ODOO,ad326db3b641,2026-08-29,high
persons,TNP-00039,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-93bc19ecba0f,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00040,name_ar,ARP_ODOO,5a8ac2428d8f,2026-08-29,high
persons,TNP-00040,name_lat,ARP_ODOO,b366fde8b1f3,2026-08-29,high
persons,TNP-00040,given_name_ar,ARP_ODOO,604088d71672,2026-08-29,high
persons,TNP-00040,family_name_ar,ARP_ODOO,e3e27484e046,2026-08-29,high
persons,TNP-00040,given_name_lat,ARP_ODOO,604088d71672,2026-08-29,high
persons,TNP-00040,family_name_lat,ARP_ODOO,e3e27484e046,2026-08-29,high
persons,TNP-00040,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-6ab2269427d7,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
