constituency_id,assembly_id,name_ar,name_lat,governorate_id,is_abroad,magnitude
TNC-3300c61cb437,ARP-2014,مدنين,,TN-82,false,
TNC-7eef5b09cd82,ARP-2014,منوبة,,TN-14,false,
TNC-0e07ea906a10,ARP-2014,نابل 2,,TN-21,false,
TNC-bf84273551e0,ARP-2019,أريانة,,TN-12,false,
TNC-4096900d34d2,ARP-2019,ألمانيا,,TN-99,true,
TNC-dbb6ed731f07,ARP-2019,إيطاليا,,TN-99,true,
TNC-8e9eb8d0053a,ARP-2019,العالم العربي وبقية دول العالم,,,false,
TNC-83d48176add4,ARP-2019,القارة الأمريكية وبقية الدول الأوروبية,,,false,
TNC-86fce3cae9b0,ARP-2019,القصرين,,TN-42,false,
TNC-4c5b0de0b4df,ARP-2019,القيروان,,TN-41,false,
TNC-c891423153f5,ARP-2019,الكاف,,TN-33,false,
TNC-a65c89ca4d13,ARP-2019,المنستير,,TN-52,false,
TNC-91c675998d9c,ARP-2019,المهدية,,TN-53,false,
TNC-7f9ed563bc4e,ARP-2019,باجة,,TN-31,false,
TNC-65af9ff64cdc,ARP-2019,بن عروس,,TN-13,false,
TNC-34bb04969aea,ARP-2019,بنزرت,,TN-23,false,
TNC-c3a024df701d,ARP-2019,تطاوين,,TN-83,false,
TNC-fb9b69aef92c,ARP-2019,توزر,,TN-72,false,
TNC-cd1ca9244e55,ARP-2019,تونس 2,,TN-11,false,
TNC-505fecc15922,ARP-2019,جندوبة,,TN-32,false,
TNC-4e2903aee80f,ARP-2019,زغوان,,TN-22,false,
TNC-7c20f132677c,ARP-2019,سليانة,,TN-34,false,
TNC-d7e470a6f1cf,ARP-2019,سوسة,,TN-51,false,
TNC-dd0a034cca93,ARP-2019,سيدي بوزيد,,TN-43,false,
TNC-990caafd3fb3,ARP-2019,صفاقس 1,,TN-61,false,
TNC-ec2eafe2f404,ARP-2019,غير متوفر,,,false,
TNC-94e024e97a0b,ARP-2019,فرنسا 2,,TN-99,true,
TNC-c14e9c41e9ce,ARP-2019,قابس,,TN-81,false,
TNC-fce75049ff09,ARP-2019,قبلي,,TN-73,false,
TNC-5531b77d50b4,ARP-2019,قفصة,,TN-71,false,
TNC-6480cc2b0175,ARP-2019,مدنين,,TN-82,false,
TNC-e4ad8a676ffb,ARP-2019,منوبة,,TN-14,false,
TNC-20803e341482,ARP-2019,نابل 2,,TN-21,false,
TNC-f08fdefa8442,ARP-2023,أريانة المدينة,Ariana ville,TN-12,false,
TNC-05ac35562067,ARP-2023,أم العرائس - سيدي بوبكر - الرديف - المتلوي,Om el araies - Sidi boubaker - redeyef - Metlaoui,TN-71,false,
TNC-41972b1be093,ARP-2023,التحرير - باردو,Cité Ettahrir - Le Bardo,TN-11,false,
TNC-1e4f122360f8,ARP-2023,الجديدة - طبربة - البطان,Jdaida - Tebourba - Batan,TN-14,false,
TNC-fbde56c631a9,ARP-2023,الجم,El Jem,TN-53,false,
TNC-79ba08e0dbb3,ARP-2023,الحامة - الحامة الغربية,El hamma - El hamma ouest,TN-81,false,
TNC-e391d8d14901,ARP-2023,الحرائرية,Hrairia,TN-11,false,
TNC-716878887869,ARP-2023,الحمامات,Hammamet,TN-21,false,
TNC-f6f83e60ab39,ARP-2023,الحنشة,El Hancha,TN-61,false,
TNC-cd938f96d548,ARP-2023,الرجيش - قصور الساف - البرادعة,Rjayech - Ksour Essef - Bradaa,TN-53,false,
TNC-6efb48d8d57c,ARP-2023,الرقاب - السعيدة - أولاد حفوز,Regueb - Saïda - Ouled haffouz,TN-43,false,
TNC-0555fdca61e3,ARP-2023,الزاوية - القصيبة - الثريات,Zaouia - Ksiba - Thrayet,TN-51,false,
TNC-4fdaa5ec49fe,ARP-2023,الساحلين - الوردانين - بنبلة,Sahline - Wardanine - Bembla,TN-52,false,
TNC-1e2144864623,ARP-2023,السبيخة - الوسلاتية  -عين جلولة,Sbikha - Oueslatia - Ain jalloula,TN-41,false,
TNC-5bcfc580e7a1,ARP-2023,السيجومي - الزهور,Sijoumi - Ezzouhour,TN-11,false,
TNC-84dd3ebcdbf6,ARP-2023,الشابة - ملولش - سيدي علوان,Chebaa - Maloulech - Sidi alouane,TN-53,false,
TNC-f699f9312353,ARP-2023,الشبيكة - حفوز,Chebika - Haffouz,TN-41,false,
TNC-6376c63610b6,ARP-2023,الصخيرة - الغريبة - المحرس,Skhira - Ghraiba - Mahres,TN-61,false,
TNC-d23f1f4b3e69,ARP-2023,العلا - حاجب العيون,Laala - hajeb El Ayoun,TN-41,false,
TNC-518851453bca,ARP-2023,العمران - العمران الأعلى,El omrane - El Omrane supérieur,TN-11,false,
TNC-5e968e03f073,ARP-2023,القصرين الجنوبية - حاسي الفريد,Kasserine Sud- Hassi El ferid,TN-42,false,
TNC-3528df809f53,ARP-2023,القصرين الشمالية - الزهور,Kasserine Nord- Ezzouhour,TN-42,false,
TNC-919739b0ad73,ARP-2023,القطار - بلخير - السند,Guettar - Belkhir - Sened,TN-71,false,
TNC-90e025dc7d34,ARP-2023,القلعة الخصبة- الجريصة - القصور - الدهماني- السرس,El Kalaa El Khasba- Jerissa- El Ksour- Eddahmani- ES-Sers,TN-33,false,
TNC-194c2f978000,ARP-2023,القلعة الكبرى - سيدي بوعلي - كندار,Kalaa kebira - Sidi bou ali - Kondar,TN-51,false,
TNC-27859ebb865b,ARP-2023,القيروان الجنوبية,Kairouan Sud,TN-41,false,
TNC-ecee49591291,ARP-2023,القيروان الشمالية,Kairouan Nord,TN-41,false,
TNC-024a4dd70a2c,ARP-2023,الكاف الغربية - الكاف الشرقية,Le Kef Ouest - Le Kef Est,TN-33,false,
TNC-e55e8cef9377,ARP-2023,الكبارية,El Kabariya,TN-11,false,
TNC-3a595c736753,ARP-2023,الكرم,Le Kram,TN-11,false,
TNC-14ad6d65e418,ARP-2023,المحمدية,El Mhamdia,TN-13,false,
TNC-23a38760ce82,ARP-2023,المدينة - باب سويقة,El Medina - Bab Souika,TN-11,false,
TNC-32fcc7830e12,ARP-2023,المرناقية - برج العامري,Mornaguia - Borj El Amri,TN-14,false,
TNC-20b5e8134910,ARP-2023,المروج - بئر القصعة,EL Mourouj - Bir Kassaa,TN-13,false,
TNC-28c68beb64f3,ARP-2023,المكنين,Moknine,TN-52,false,
TNC-966f30f38658,ARP-2023,المنستير1,Monastir 1,TN-52,false,
TNC-6e8c4521fdb8,ARP-2023,المنيهلة,Mnihla,TN-12,false,
TNC-b077e389d95f,ARP-2023,المهدية,Mahdia,TN-53,false,
TNC-478aeb7d40fd,ARP-2023,الناظور - صواف,Ennadhour - Saouaf,TN-22,false,
TNC-6dc00e736f7c,ARP-2023,النفيضة - بوفيشة - هرقلة,Enfidha - Bouficha - Hergla,TN-51,false,
TNC-b2fd9c292b6e,ARP-2023,الهوارية - تاكلسة,Haouaria - Takelsa,TN-21,false,
TNC-d34d70f08aad,ARP-2023,الوردية - جبل الجلود,El Wardia - Jebel Jelloud,TN-11,false,
TNC-eef1d5b64308,ARP-2023,اولاد شامخ - هبيرة - شربان,Ouled chamekh - Hebira - Charben,TN-53,false,
TNC-c0afc39a258b,ARP-2023,ايطاليا,Italie,TN-99,true,
TNC-09c0f9c6b2f1,ARP-2023,بئر الحفي - سيدي علي بوعون,Bir lahfay - Sidi ali bouaoun,TN-43,false,
TNC-e0f768103a48,ARP-2023,بئر على بن خليفة,Bir Ali Ben Khlifa,TN-61,false,
TNC-f6eaa43de824,ARP-2023,بئر مشارقة - الفحص,Bir mchergua - El fahs,TN-22,false,
TNC-a54f5818e72a,ARP-2023,باب البحر - سيدي البشير,Bab Bhar - Sidi El Béchir,TN-11,false,
TNC-3532c3d2627d,ARP-2023,باجة الجنوبية - تيبار - تبرسق,Beja Sud - Tibar - Teboursouk,TN-31,false,
TNC-d3cd8b8081b3,ARP-2023,باجة الشمالية,Beja Nord,TN-31,false,
TNC-dc5c5c61a04e,ARP-2023,بن عروس - المدينة الجديدة,Ben Arous - El Medina El Jedida,TN-13,false,
TNC-ff761d317cf3,ARP-2023,بن قردان,Ben Guerdane,TN-82,false,
TNC-d2660afac4df,ARP-2023,بنزرت الجنوبية,Bizerte Sud,TN-23,false,
TNC-107b743b8617,ARP-2023,بنزرت الشمالية,Bizerte Nord,TN-23,false,
TNC-7850681ddbef,ARP-2023,بني خداش,Beni Kedhache,TN-82,false,
TNC-97283f3f5a30,ARP-2023,بوحجلة,Bou Hajla,TN-41,false,
TNC-c261209cd82f,ARP-2023,بوسالم - بلطة بوعوان,Bousalem - Balta bou aouane,TN-32,false,
TNC-ad996070fccb,ARP-2023,بوعرادة - قعفور - الكريب - بورويس - العروسة,Bouarada - Gaafour - El krib - Bourouis - Laaroussa,TN-34,false,
TNC-8e374d1b2ae3,ARP-2023,بوعرقوب - بني خلاد,Bouargoub - beni khalled,TN-21,false,
TNC-d06f4b4a5ffb,ARP-2023,بومرداس - السواسي,Boumerdes - Souassi,TN-53,false,
TNC-f5f308069583,ARP-2023,بومهل البساتين - الزهراء,Boumhel Elbassatine - Ezzahra,TN-13,false,
TNC-537aae7f6fb8,ARP-2023,تالة - حيدرة - فوسانة,Tela- Hidra- Foussena,TN-42,false,
TNC-ad0c3f3d6d4c,ARP-2023,تطاوين الجنوبية - بئر الاحمر - غمراسن,Tataouine sud - Bir lahmar - ghomrassen,TN-83,false,
TNC-77db83aca8a9,ARP-2023,تطاوين الشمالية - بني مهيرة - الصمار,Tataouine nord - Beni mhira - samar,TN-83,false,
TNC-7163483ce094,ARP-2023,توزر,Tozeur,TN-72,false,
TNC-dbc65d43affb,ARP-2023,جبنيانة - العامرة,Jbeniana -El amra,TN-61,false,
TNC-a5bf3742892c,ARP-2023,جربة حومة السوق,djerba houmet souk,TN-82,false,
TNC-66cccba05ec0,ARP-2023,جربة ميدون - جربة أجيم,djerba midoun - djerba ajim,TN-82,false,
TNC-5654d7843ced,ARP-2023,جرجيس,Zarzis,TN-82,false,
TNC-cd7d609486fc,ARP-2023,جلمة - سبالة أولاد عسكر,Jelma - Sabelet ouled askar,TN-43,false,
TNC-c233dbf56b62,ARP-2023,جمال,Jammel,TN-52,false,
TNC-f60beb62e239,ARP-2023,جندوبة,Jendouba,TN-32,false,
TNC-9ee9f6d7bd1d,ARP-2023,جندوبة الشمالية - فرنانة,Jendouba Nord - Fernana,TN-32,false,
TNC-55c7cb5e7244,ARP-2023,حلق الوادي,La Goulette,TN-11,false,
TNC-e6c9118e3483,ARP-2023,حمام الأنف - حمام الشط,Hammam Lif - Hammam Chatt,TN-13,false,
TNC-20511104b3f0,ARP-2023,حمام سوسة - أكودة,Hammam sousse - Akouda,TN-51,false,
TNC-52a1deccb887,ARP-2023,حي التضامن,Cité Ettahamen,TN-12,false,
TNC-63acb0bb3053,ARP-2023,حي الخضراء - المنزه,Cité El Khadra - El Menzah,TN-11,false,
TNC-1b36e55999ff,ARP-2023,دائرة رواد 2,Raoued 2,TN-12,false,
TNC-93c97f9de2b6,ARP-2023,دائرة سكرة 2,La Soukra 2,TN-12,false,
TNC-8352ded641bc,ARP-2023,دار شعبان الفهري - بني خيار,Dar chaaban el fehri - beni khiar,TN-21,false,
TNC-8a0c85ce0812,ARP-2023,دقاش - حامة الجريد - تمغزة,Degach - Hammet jerid - Tamerza,TN-72,false,
TNC-29554f9e6c50,ARP-2023,دوار هيشر,Daouar Hicher,TN-14,false,
TNC-01615e6dbca5,ARP-2023,دوز,Douz,TN-73,false,
TNC-d620f8caf1ac,ARP-2023,ذهيبة - رمادة,Dehiba - Remada,TN-83,false,
TNC-3882ab474f91,ARP-2023,رادس - مقرين,Rades - Megrine,TN-13,false,
TNC-b767c0a4d52d,ARP-2023,رواد 1,Raoued 1,TN-12,false,
TNC-e3874327c558,ARP-2023,زرمدين - بني حسان,Zéramdine - Beni Hassen,TN-52,false,
TNC-ed3f99ff775f,ARP-2023,زغوان - الزريبة,Zaghouan - Ezzriba,TN-22,false,
TNC-6bf63763361c,ARP-2023,ساقية الدائر,Sakiet Edayer,TN-61,false,
TNC-38a2e4de653e,ARP-2023,ساقية الزيت,Sakiet Ezzit,TN-61,false,
TNC-4de2fe165838,ARP-2023,سبيبة - جدليان - العيون,Sbiba- jedlian - Laayoune,TN-42,false,
TNC-3e86a0fa344f,ARP-2023,سبيطلة,Sbeitla,TN-42,false,
TNC-8e92959ea7f9,ARP-2023,سجنان - جومين - غزالة,Sejnane - Joumine - Ghazela,TN-23,false,
TNC-9acfc76b0b35,ARP-2023,سليانة - برقو,Siliana - Bargou,TN-34,false,
TNC-7c5e40f75e31,ARP-2023,سليمان,Sliman,TN-21,false,
TNC-4e958c0f924a,ARP-2023,سوسة الرياض,Sousse Riadh,TN-51,false,
TNC-519c5d80c21e,ARP-2023,سوسة المدينة - سيدي عبد الحميد,Sousse ville - sidi Abdelhamid,TN-51,false,
TNC-1a35847d974d,ARP-2023,سوسة جوهرة,Sousse Jawhara,TN-51,false,
TNC-ad8b17b74a07,ARP-2023,سيدي الهاني - القلعة الصغرى,Sidi el héni - Kalaa sghira,TN-51,false,
TNC-d8a6f449dff6,ARP-2023,سيدي بوزيد الشرقية - سوق الجديد,Sidi bouzid Est - Souk jedid,TN-43,false,
TNC-76c3228b9da4,ARP-2023,سيدي بوزيد الغربية - الهيشرية,Sidi bouzid Ouest - Hichria,TN-43,false,
TNC-2b093f4e4715,ARP-2023,سيدي حسين,Sidi Hassine,TN-11,false,
TNC-a4e5396dad26,ARP-2023,صفاقس الجنوبية,Sfax Sud,TN-61,false,
TNC-ab9d6e4f9747,ARP-2023,صفاقس الغربية,Sfax Ouest,TN-61,false,
TNC-d55061cfbd6d,ARP-2023,صفاقس المدينة,Sfax Ville,TN-61,false,
TNC-7c6d7dbc6a9b,ARP-2023,طبرقة - عين دراهم,Tabarka - Ain drahem,TN-32,false,
TNC-61a3fd1e65c0,ARP-2023,طبلبة - البقالطة - صيادة - لمطة - بوحجر,Teboulba - Bekalta - Sayada - Lamta - Bouhjar,TN-52,false,
TNC-be84a0f495c6,ARP-2023,طينة,Thyna,TN-61,false,
TNC-e0f63059733d,ARP-2023,عقارب,Agareb,TN-61,false,
TNC-73ed5f340cee,ARP-2023,عمدون - نفزة,Amdoun - Nefza,TN-31,false,
TNC-0c1fba807e92,ARP-2023,غار الدماء - وادي مليز,Ghar dima - Oued meliz,TN-32,false,
TNC-59c699daa314,ARP-2023,غار الملح - العالية - راس الجبل,Ghar el melh - Aliya - Ras jebel,TN-23,false,
TNC-6ceb5472e074,ARP-2023,غنوش - المطوية - وذرف - منزل الحبيب,Ghannouch - Metouia - Menzel el habib - Oudhref,TN-81,false,
TNC-f7ca812f36b8,ARP-2023,فرنسا 2,France 2,TN-99,true,
TNC-99c5526d1ffb,ARP-2023,فوار - رجيم معتوق,Faouar - Rjim maatoug,TN-73,false,
TNC-7f66d79de45a,ARP-2023,فوشانة,Fouchana,TN-13,false,
TNC-21983ef8e27b,ARP-2023,قابس الجنوبية,Gabes Sud,TN-81,false,
TNC-61225d8ed449,ARP-2023,قابس المدينة - قابس الغربية,Gabes Medina - Gabes ouest,TN-81,false,
TNC-f6def5a507a9,ARP-2023,قبلي - سوق الأحد,Kebili - Souk lahad,TN-73,false,
TNC-e7ffb2c52255,ARP-2023,قربة,Korba,TN-21,false,
TNC-dfe4fa6603d1,ARP-2023,قرطاج - المرسى,Carthage - La Marsa,TN-11,false,
TNC-b28eb5bac2c3,ARP-2023,قرقنة,Karkhana,TN-61,false,
TNC-8379cffb063c,ARP-2023,قرمبالية,Grombalia,TN-21,false,
TNC-02f1a4d77309,ARP-2023,قصر هلال - قصيبة المديوني,Ksar Hellal - Ksibet el  Mediouni,TN-52,false,
TNC-7f7812d38ee6,ARP-2023,قفصة الجنوبية,Gafsa Sud,TN-71,false,
TNC-8d9e896a9822,ARP-2023,قفصة الشمالية - سيدي عيش - القصر - زانوش,Gafsa nord - Sidi Aïch - El ksar - Zanouch,TN-71,false,
TNC-20d51e4bae5b,ARP-2023,قلعة الأندلس- سيدي ثابت,kalaat landalous-Sidi Thabet,TN-12,false,
TNC-11a166c637b2,ARP-2023,قليبة - حمام الأغزاز,Kelibia - hammam ghezaz,TN-21,false,
TNC-b64fb365aa08,ARP-2023,ماجل بلعباس - فريانة,Majel Bel Abbes - Feriana,TN-42,false,
TNC-2a6258192a34,ARP-2023,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,Mareth - Matmata - nouvelle Matmata - Dkhilet Toujane,TN-81,false,
TNC-45ced317f073,ARP-2023,ماطر - أوتيك,Mateur - Utique,TN-23,false,
TNC-bd258f20740f,ARP-2023,مجاز الباب -قبلاط - تستور,Medjez el beb - Goubellat - Testour,TN-31,false,
TNC-e20cd1fd3ef6,ARP-2023,مدنين الجنوبية - سيدي مخلوف,Medenine sud - Sidi makhlouf,TN-82,false,
TNC-a40d80ca7130,ARP-2023,مدنين الشمالية,Medenine Nord,TN-82,false,
TNC-7e23f213e78a,ARP-2023,مرناق,Mornag,TN-13,false,
TNC-0ac047003f52,ARP-2023,مساكن,Msaken,TN-51,false,
TNC-8141dbb00e1a,ARP-2023,مكثر - الروحية - كسرى,Makthar - Errouhia - Kessra,TN-34,false,
TNC-9acb0786de96,ARP-2023,منزل بورقيبة - تينجة,Menzel Bourguiba - Tinja,TN-23,false,
TNC-847779cba41c,ARP-2023,منزل بوزلفة - الميدة,Menzel bouzelfa - el mida,TN-21,false,
TNC-2373a9652098,ARP-2023,منزل بوزيان - المكناسي - المزونة,Menzel bouzayen - Meknassi - Mezzouna,TN-43,false,
TNC-3ed81f8d3303,ARP-2023,منزل تميم,Menzel Temime,TN-21,false,
TNC-deefa564487c,ARP-2023,منزل جميل - جرزونة,Menzel jemil - Zarzouna,TN-23,false,
TNC-c76f0a8ad7e3,ARP-2023,منزل شاكر,Menzel chaker,TN-61,false,
TNC-eef40150274b,ARP-2023,منوبة,Mannouba,TN-14,false,
TNC-0d35a1a046c5,ARP-2023,نابل,Nabeul,TN-21,false,
TNC-e974df701f88,ARP-2023,نبر - الطويرف -  ساقية سيدي يوسف - تاجروين,Nebeur - Touiref - Sekiet Sidi Youssef - Tejrouine,TN-33,false,
TNC-7bbf718e4e8b,ARP-2023,نصر الله - منزل مهيري - الشراردة,Nasr Allah - Manzel Mhiri - Echrarda,TN-41,false,
TNC-8c743287ed19,ARP-2023,نفطة - حزوة,Nafta - Hazwa,TN-72,false,
TNC-68b73ad04616,ARP-2023,وادي الليل,Oued Ellil,TN-14,false,
TNC-318f5c8e7cc7,NCA-2011,أريانة,Ariana,TN-12,false,
TNC-23515f953572,NCA-2011,ألمانيا,Allemagne,TN-99,true,
TNC-a0138f8884af,NCA-2011,إيطاليا,Italie,TN-99,true,
TNC-4ce2bd7346e7,NCA-2011,الدول العربية و بقية دول العالم,Pays arabe et reste du monde,,false,
TNC-5b704a46b450,NCA-2011,القارة الأمريكية وبقية الدول الأوروبية,Amérique et reste de l'Europe,,false,
TNC-052adc16e166,NCA-2011,القصرين,Kasserine,TN-42,false,
TNC-c7d1a327d9a1,NCA-2011,القيروان,Kairouan,TN-41,false,
TNC-803cdcb9d5a2,NCA-2011,الكاف,Le Kef,TN-33,false,
TNC-583f49488ae9,NCA-2011,المنستير,Monastir,TN-52,false,
TNC-9ebaea8423e4,NCA-2011,المهدية,Mahdia,TN-53,false,
TNC-dc712e9ce3b4,NCA-2011,باجـة,Béja,TN-31,false,
TNC-cfa36e6ce43c,NCA-2011,بن عروس,Ben Arous,TN-13,false,
TNC-0827ceafe35d,NCA-2011,بنزرت,Bizerte,TN-23,false,
TNC-b5260965cfa3,NCA-2011,تطاوين,Tataouine,TN-83,false,
TNC-5bb4dbd5171c,NCA-2011,توزر,Tozeur,TN-72,false,
TNC-2febbe9c7d52,NCA-2011,تونس الأولى,Tunis 1,,false,
TNC-88c5476e5a9d,NCA-2011,تونس الثانية,Tunis 2,,false,
TNC-d5c817850493,NCA-2011,جندوبة,Jendouba,TN-32,false,
TNC-7b8892e8182c,NCA-2011,زغوان,Zaghouan,TN-22,false,
TNC-24281c72f60a,NCA-2011,سليانة,Siliana,TN-34,false,
TNC-79b664be1960,NCA-2011,سوسة,Sousse,TN-51,false,
TNC-721491227627,NCA-2011,سيدي بوزيد,Sidi Bouzid,TN-43,false,
TNC-190ffea8a951,NCA-2011,صفاقس الأولى,Sfax 1,,false,
TNC-9ea7b64efa1b,NCA-2011,صفاقس الثانية,Sfax 2,,false,
TNC-ad284920bd07,NCA-2011,فرنسا الأولى,France 1,TN-99,true,
TNC-ab2cc30717b4,NCA-2011,فرنسا الثانية,France 2,TN-99,true,
TNC-cc34ff2fce92,NCA-2011,قابس,Gabès,TN-81,false,
TNC-6c9ddf89d1b4,NCA-2011,قبلي,Kébili,TN-73,false,
TNC-ec5da2631a7d,NCA-2011,قفصة,Gafsa,TN-71,false,
TNC-e469034aebf1,NCA-2011,مدنين,Médenine,TN-82,false,
TNC-4e045f7b3148,NCA-2011,منوبة,La Manouba,TN-14,false,
TNC-017562922a2d,NCA-2011,نابل الأولى,Nabeul 1,,false,
TNC-e4d451ace536,NCA-2011,نابل الثانية,Nabeul 2,,false,
