vote_id,assembly_id,vote_date,title,source_url,n_recorded,source_ids
VOT-d252f005d096,NCA-2011,2012-12-24,Chapitre 28: Ministère de l'Enseignement Supérieure et de la Recherche Scientifique,,210,MARSAD_ANC
VOT-7f962eedb481,NCA-2011,2012-12-24,Chapitre 3: Gouvernement,,210,MARSAD_ANC
VOT-8c3bfa9be7f9,NCA-2011,2012-12-24,Chapitre 4: Ministère de l'Intérieur,,210,MARSAD_ANC
VOT-abf34e846619,NCA-2011,2012-12-24,Chapitre 5: Ministère de la Justice,,210,MARSAD_ANC
VOT-372273435ae4,NCA-2011,2012-12-24,Chapitre 7: Ministère des Affaires Étrangères,,210,MARSAD_ANC
VOT-03f789310999,NCA-2011,2012-12-24,Chapitre 9: Ministère des Affaires Religieuses,,210,MARSAD_ANC
VOT-878bc7c17c6a,NCA-2011,2012-12-24,Chapitre 11: Ministère du Développement et de la Coopération Internationale,,210,MARSAD_ANC
VOT-f81da0a141da,NCA-2011,2012-12-24,Chapitre 13: Ministère des Domaines de l'Etat et des Affaires Foncières,,210,MARSAD_ANC
VOT-215a75d5afd6,NCA-2011,2012-12-24,Chapitre 16: Ministère de l’Industrie,,210,MARSAD_ANC
VOT-2a57082d00a1,NCA-2011,2012-12-24,Chapitre 20: Ministère de l'Équipement,,210,MARSAD_ANC
VOT-e6f64db6f17a,NCA-2011,2012-12-24,Chapitre 24: Ministère de la Jeunesse et des Sports,,210,MARSAD_ANC
VOT-d13934a553c3,NCA-2011,2012-12-24,Chapitre 25: Ministère de la Santé Publique,,210,MARSAD_ANC
VOT-b50fb9aa8c08,NCA-2011,2013-03-09,Article 61 (nouveau),,211,MARSAD_ANC
VOT-a5799a537ca5,NCA-2011,2013-03-09,Article 62 (nouveau),,211,MARSAD_ANC
VOT-3c4dfd50cfe1,NCA-2011,2013-03-09,Article 72 (nouveau),,211,MARSAD_ANC
VOT-4e1c810cd76a,NCA-2011,2013-03-09,Article 82 (paragraphe 4 nouveau),,211,MARSAD_ANC
VOT-acdb88e7f5a0,NCA-2011,2013-03-09,Article 85 (paragraphe 1 nouveau),,211,MARSAD_ANC
VOT-3779c2d45253,NCA-2011,2013-03-09,Article 87,,211,MARSAD_ANC
VOT-2372755b1ef9,NCA-2011,2013-03-09,Article 89,,211,MARSAD_ANC
VOT-6cc25b6edf0b,NCA-2011,2013-03-11,Article 91 (amendement 1),,211,MARSAD_ANC
VOT-bbcd807b0a8a,NCA-2011,2013-03-11,Article 91 (amendement 2),,211,MARSAD_ANC
VOT-4b4b2f6b00a7,NCA-2011,2013-03-11,Article 91 (amendement 3),,211,MARSAD_ANC
VOT-dba2667b9fb3,NCA-2011,2013-03-11,Article 91 (amendement 4),,211,MARSAD_ANC
VOT-e085ad64cf3c,NCA-2011,2013-03-11,Article 91 (amendement 5),,211,MARSAD_ANC
VOT-157e97350597,NCA-2011,2013-03-11,Article 91 (nouveau),,211,MARSAD_ANC
VOT-93309c20127f,NCA-2011,2013-03-11,Article 100,,211,MARSAD_ANC
VOT-bdbae9b85007,NCA-2011,2013-03-13,Vote de confiance au gouvernement de Ali Larayedh,,211,MARSAD_ANC
VOT-0294ac71af1a,NCA-2011,2013-03-14,Article 106,,211,MARSAD_ANC
VOT-3484c9f1bde9,NCA-2011,2013-03-15,Article 104,,211,MARSAD_ANC
VOT-fa481172574b,NCA-2011,2013-03-15,Article 126,,211,MARSAD_ANC
VOT-1b65503a33d3,NCA-2011,2013-03-15,Article 1,,211,MARSAD_ANC
VOT-68703094a094,NCA-2011,2013-03-15,Article 2,,211,MARSAD_ANC
VOT-103a07810086,NCA-2011,2013-03-15,Vote sur le texte en sa totalité,,211,MARSAD_ANC
VOT-1afd8b56f815,NCA-2011,2013-03-15,Vote relatif au calendrier des travaux de l'ANC,,211,MARSAD_ANC
VOT-86aad248c43d,NCA-2011,2013-04-03,Projet de loi N° 33/2012 relatif à l'amendement du code des Télécommunications,,211,MARSAD_ANC
VOT-80525ba41abe,NCA-2011,2013-04-03,Projet de loi N° 52/2012 portant sur l'approbation de la convention spéciale d'assistance administrative mutuelle et de coopération dans le domaine douanier conclue entre le gouvernement Tunisien et le gouvernement de la République de Turquie,,211,MARSAD_ANC
VOT-809248ca63b9,NCA-2011,2013-04-10,Vote relatif à la clôture du débat général sur l'instance provisoire de la justice judiciaire,,211,MARSAD_ANC
VOT-72fc2bab0fca,NCA-2011,2013-04-10,Intitulé du projet de loi,,211,MARSAD_ANC
VOT-2dd8c3ee98b1,NCA-2011,2013-04-10,Article 1,,211,MARSAD_ANC
VOT-e6ae26fe6c92,NCA-2011,2013-04-10,Article 2,,211,MARSAD_ANC
VOT-9fb01eb71cb9,NCA-2011,2013-04-10,Article 3 (2 nouveau),,211,MARSAD_ANC
VOT-0a4355a14736,NCA-2011,2013-04-10,Article 5 (Ancien),,211,MARSAD_ANC
VOT-12afa7fdc58c,NCA-2011,2013-04-10,Article 4 (3 nouveau),,211,MARSAD_ANC
VOT-8bfbdfcf9968,NCA-2011,2013-04-11,Article 7 (6 nouveau),,211,MARSAD_ANC
VOT-79b38b06d0ec,NCA-2011,2013-04-11,Article 8 (Ancien),,211,MARSAD_ANC
VOT-b9b920f2a03e,NCA-2011,2013-04-12,Article 9,,211,MARSAD_ANC
VOT-5a56358424ae,NCA-2011,2013-04-12,Article 10,,211,MARSAD_ANC
VOT-d7707db92b1a,NCA-2011,2013-04-12,Article 11,,211,MARSAD_ANC
VOT-22739db3c96f,NCA-2011,2013-04-12,Article 14,,211,MARSAD_ANC
VOT-fdd23b0f90dd,NCA-2011,2013-04-12,Article 17,,211,MARSAD_ANC
VOT-ca84ff85c811,NCA-2011,2013-04-12,Article 18 (Ancien),,211,MARSAD_ANC
VOT-8b56234770a9,NCA-2011,2013-04-16,Vote relatif à la motion de censure contre la ministre de la femme et de la famille Sihem Badi,,211,MARSAD_ANC
VOT-d46cda454dac,NCA-2011,2013-04-23,Article 12,,211,MARSAD_ANC
VOT-358568c06f4b,NCA-2011,2013-04-23,Article 13,,211,MARSAD_ANC
VOT-da8367aaaabf,NCA-2011,2013-04-23,Article 15,,211,MARSAD_ANC
VOT-1bf81b3ce779,NCA-2011,2013-04-23,Article 19,,211,MARSAD_ANC
VOT-461f696f665a,NCA-2011,2013-04-23,Article 20,,211,MARSAD_ANC
VOT-e816767a5661,NCA-2011,2013-04-23,Article 21 (19 nouveau),,211,MARSAD_ANC
VOT-a957d4d46c25,NCA-2011,2013-04-24,Article 6 ( 5 nouveau),,211,MARSAD_ANC
VOT-db4a5684c13c,NCA-2011,2013-04-24,Article 7 (nouveau) suite à la division de l'article 8,,211,MARSAD_ANC
VOT-b909b3abe77e,NCA-2011,2013-04-24,Article 8 (nouveau) après division de l'article 8,,211,MARSAD_ANC
VOT-6d0de986c426,NCA-2011,2013-04-24,Article 11,,211,MARSAD_ANC
VOT-e2f8a061c630,NCA-2011,2013-04-24,Article 16,,211,MARSAD_ANC
VOT-f3f1f5ac942a,NCA-2011,2013-04-24,Article 22 ( 20 nouveau),,211,MARSAD_ANC
VOT-9e18e4256126,NCA-2011,2013-04-24,Article 5 (4 nouveau),,211,MARSAD_ANC
VOT-47f212a58846,NCA-2011,2013-04-24,Article 18 (nouveau),,211,MARSAD_ANC
VOT-323c5473f17a,NCA-2011,2013-04-24,Article 9 (nouveau),,211,MARSAD_ANC
VOT-2a919cddaa24,NCA-2011,2013-04-24,Ajout d'un article,,211,MARSAD_ANC
VOT-4d6853232f7e,NCA-2011,2013-04-24,vote sur la loi,,211,MARSAD_ANC
VOT-46481a04c27d,NCA-2011,2013-05-03,Projet de loi organique N°39/2012 portant approbation de l'accord de coopération financière entre la Tunisie et l'Allemagne pour l'année 2009,,211,MARSAD_ANC
VOT-10fb82ac3570,NCA-2011,2013-05-03,Projet de loi organique N°36/2012 portant approbation de l'accord de coopération financière entre la Tunisie et l'Allemagne pour l'année 2010,,211,MARSAD_ANC
VOT-f2c7ac0a5d95,NCA-2011,2013-05-09,Projet de loi N°05/2013 portant approbation de l'accord dee prêt signé le 5 Décembre 2012 entre le gouvernement de la République Tunisienne et le fond OPEC de développement international relatif au prêt accordé à la Société Tunisienne d'Electricité et Gaz pour la contribution au financement d'un projet de centrale électrique à double cycle (Sousse D),,211,MARSAD_ANC
VOT-17543eeb7b65,NCA-2011,2013-05-09,"Projet de loi N°77/2012 relatif à l'approbation d'un accord de prêt signé le 21 septembre 2012 entre le Gouvernement Tunisien et la Banque Islamique pour le Développement, relatif à l'aide au financement d'un projet de centrale électrique à double cycle (Sousse D) à Sousse",,211,MARSAD_ANC
VOT-5482bd1405fc,NCA-2011,2013-05-09,"Projet de loi N°75/2012 relatif à l'approbation d'un accord de prêt signé à Tunis le 25 Septembre 2012 entre la Tunisie et le fond saoudien de développement pour la contribution au financement du projet de ""centrale électrique de Sousse""",,211,MARSAD_ANC
VOT-99869c19e19a,NCA-2011,2013-05-09,Projet de loi organique N°67/2012 portant ratification d'une convention entre le gouvernement de la République Tunisienne et le gouvernement de la République de Serbie de non double imposition en matière d'impôt sur le revenu et la fortune,,211,MARSAD_ANC
VOT-ef1ce86b3c2e,NCA-2011,2013-06-05,"Projet de loi N°06/2013 portant approbation de l'accord de crédit signée à Tunis le 16 Novembre 2012 entre le gouvernement de la République Tunisienne et la Banque Turque pour l’exportation et l’importation (Turk Eximbank) pour contribuer au financement de l’acquisition de matériel et d’équipements en provenance de la Turquie, ainsi que des projets prioritaires dans les secteurs public et privé.",,211,MARSAD_ANC
VOT-04c9162ab10d,NCA-2011,2013-06-05,projet de loi organique N°82/2012 portant approbation à l'accord de prêt signé à Tunis le 8 Novembre 2012 entre le gouvernement de la République de Tunisie et le gouvernement de la République de Turquie destiné à renforcer le budget en vue de refinancer des projets dans le domaine de l’infrastructure,,211,MARSAD_ANC
VOT-d98e1927a769,NCA-2011,2013-06-21,Projet de loi organique N°50/2012 portant approbation de l'accord d'amitié et de coopération entre la Tunisie et la Turquie,,212,MARSAD_ANC
VOT-022c7408a707,NCA-2011,2013-06-26,Vote relatif à la légalité de la motion de destitution à l'encontre du président de la République suite au retrait d'un nombre de signatures,,212,MARSAD_ANC
VOT-74f94420a597,NCA-2011,2013-06-28,Vote relatif à la clôture du débat général sur le projet de loi de l'immunisation politique de la révolution,,212,MARSAD_ANC
VOT-5ee776d10421,NCA-2011,2013-07-10,Projet de loi N°39/2013 portant approbation du document de garantie signé le 31 Mai 2013 relative à l'octroi de la garantie de l'État pour un prêt objet d'un accord entre la compagnie Tunisair et un groupe de banques étrangères,,212,MARSAD_ANC
VOT-890f2aa77ff0,NCA-2011,2013-07-17,Projet de loi N°64/2012 portant approbation de l'emprunt obligataire émis par la BCT au profit de l'Etat sur le marché financier américain suite à l'accord de garantie de l'agence américaine de développement international conclu le 11 et 16 juillet 2012 entre la BCT et des sociétés financières étrangères,,212,MARSAD_ANC
VOT-433335a5b921,NCA-2011,2013-07-17,"Projet de loi N°32/2012 amendant et complétant la loi N°46-1995, datant du 15 mai 1995, relative au statut général des agents de la douane",,212,MARSAD_ANC
VOT-ac68ff574583,NCA-2011,2013-07-17,Projet de loi N°87/2012 relatif aux sukuks islamiques,,212,MARSAD_ANC
VOT-ebc2aeb258bc,NCA-2011,2013-07-19,1er tour,,212,MARSAD_ANC
VOT-779f6180a12a,NCA-2011,2013-07-19,2ème tour,,212,MARSAD_ANC
VOT-60b881cd3464,NCA-2011,2013-07-20,3ème tour,,212,MARSAD_ANC
VOT-aa69bdc836ca,NCA-2011,2013-07-20,4ème tour,,212,MARSAD_ANC
VOT-976ba5919631,NCA-2011,2013-07-20,5ème tour,,212,MARSAD_ANC
VOT-db70ee5ccbd1,NCA-2011,2013-07-22,6ème tour,,212,MARSAD_ANC
VOT-0ab6dc09c1b6,NCA-2011,2013-07-23,7ème tour,,212,MARSAD_ANC
VOT-1a90741e0b53,NCA-2011,2013-07-23,8ème tour,,212,MARSAD_ANC
VOT-955bf9304066,NCA-2011,2013-08-30,Etat actuel du positionnement des élus vis-à-vis de la question de poursuivre les travaux de l'ANC,,212,MARSAD_ANC
VOT-34e4fcb6b0b4,NCA-2011,2013-09-17,"Projet de loi N°26/2013 portant approbation de l'accord de financement signé à Tunis le 12 Mars 2013 entre le Gouvernement de la République tunisienne et le Gouvernement de l'Etat du Qatar pour contribution à la réalisation de la deuxième tranche du complexe résidentiel ""Omar Mukhtar"" à Sidi Hssine Sijoumi, de la ville de Tunis",,212,MARSAD_ANC
VOT-3a47f4a2a878,NCA-2011,2013-09-17,"Projet de loi N°25/2013 portant approbation de l'accord de financement signé à Tunis le 20 Décembre 2012 entre le Gouvernement de la République tunisienne et la Banque européenne d'investissement relatif à l'attribution d'un prêt au profit de l'Etat tunisien pour contribuer au financement du projet «Peaufinement des quartiers résidentiels.""",,212,MARSAD_ANC
VOT-e5ff77ea6574,NCA-2011,2013-09-17,"Projet de loi N°63/2012 complétant la loi N°13-1994 du 31 Janvier 1994, relative à l'exercice de la pêche",,212,MARSAD_ANC
VOT-860babad0e52,NCA-2011,2013-09-17,Projet de loi N°29/2012 amendant la loi N°34-1998 du 23 Mai 1998 relative à l'organisation de la profession de conseiller agricole,,212,MARSAD_ANC
VOT-475c73a2f2ef,NCA-2011,2013-09-17,Projet de loi N°80/2012 relatif à la création d'une mutuelle des sportifs,,212,MARSAD_ANC
VOT-d535ec86903a,NCA-2011,2013-09-24,Projet de loi organique N°17/2013 portant approbation de la décision du Conseil de partenariat turc délivrée le 23 Janvier 2012 relative à la modification des tableaux A et B du Protocole II de la Convention relative au partenariat pour établir une zone de libre-échange entre la République tunisienne et la République de Turquie,,212,MARSAD_ANC
VOT-8c739c764a7a,NCA-2011,2013-09-24,Projet de loi organique N°27/2013 approuvant l'échange de lettres entre le Gouvernement de la République Tunisienne et le Gouvernement de la République fédérale d'Allemagne pour l'ouverture d'un bureau local en Tunisie de la Fondation allemande pour les prêts de reconstruction,,212,MARSAD_ANC
VOT-0032f37272fe,NCA-2011,2013-09-24,Projet de loi organique N°08/2013 portant approbation de la convention de coopération dans le domaine maritime entre le gouvernement de la République Tunisienne et le gouvernement du Royaume du Maroc signée le 02 Août 2007,,212,MARSAD_ANC
VOT-5811ae9bbd30,NCA-2011,2013-09-24,Projet de loi organique N°04/2013 portant approbation du protocole additionnel de la convention entre la République tunisienne et le Centre international de recherche agricole dans les zones arides (ICARDA) signé le 18 Juillet 2012,,212,MARSAD_ANC
VOT-397d3d168b9b,NCA-2011,2013-09-24,Projet de loi organique N°51/2012 portant approbation de l'accord de coopération sécuritaire entre la Tunisie et la Turquie,,212,MARSAD_ANC
VOT-294a64b92acd,NCA-2011,2013-10-03,Projet de loi N°40/2013 portant approbation de l'accord de prêt signé le 28 Mai 2013 entre le gouvernement tunisien et le fonds saoudien pour le développement pour financer la construction du projet de logement social,,213,MARSAD_ANC
VOT-2ce1497e32e2,NCA-2011,2013-10-09,Vote relatif à la totalité du projet de loi de l'instance nationale de prévention contre la torture,,213,MARSAD_ANC
VOT-9481d9c29e18,NCA-2011,2013-10-18,Projet de loi organique N°14/2013 portant approbation de l'accord entre la République tunisienne et la Banque européenne pour la reconstruction et le développement relatif à la coopération et les activités de la BERD en Tunisie,,213,MARSAD_ANC
VOT-d8ab657a7dd5,NCA-2011,2013-10-18,"Projet de loi organique N°37/2012 portant approbation de l'accord entre le gouvernement de la République Tunisienne et la Commission Préparatoire de l'Organisation du Traité d'Interdiction complète des essaies nucléaires, relatif à la création d'une station de détection sismique et une station infrason dans le cadre de l'exécution d'un programme de surveillance international",,213,MARSAD_ANC
VOT-873e9c7c59d7,NCA-2011,2013-10-24,"Projet de loi N°22/2013 relatif à la promulgation des dispositions réglementaires exceptionnelles portant sur les mesures de changement de vocation des terres agricoles et des forêts domaniales, ainsi que l'aménagement des espaces réservés au programme de logement social et la création de zones industrielles",,213,MARSAD_ANC
VOT-723b78908b87,NCA-2011,2013-10-29,Vote relatif à la clôture du débat général,,213,MARSAD_ANC
VOT-3fea657bb0df,NCA-2011,2013-10-29,Vote relatif à l'intitulé du projet de loi,,213,MARSAD_ANC
VOT-b91b2987908d,NCA-2011,2013-10-29,Vote relatif à l'amendement des paragraphes 7 et 9 de l'article 6,,213,MARSAD_ANC
VOT-91893a061be6,NCA-2011,2013-10-29,Vote sur l'article premier du projet d'amendement,,213,MARSAD_ANC
VOT-40ca5a9b1088,NCA-2011,2013-10-29,Vote relatif à l'amendement du paragraphe 8 de l'article 6,,213,MARSAD_ANC
VOT-09ce8d3516ca,NCA-2011,2013-10-29,Vote relatif à l'amendement du paragraphe 11 de l'article 6,,213,MARSAD_ANC
VOT-0ed2570a97cc,NCA-2011,2013-10-29,Vote relatif à l'article 23 bis du projet,,213,MARSAD_ANC
VOT-74eda0dd747f,NCA-2011,2013-10-29,Vote sur l'article 32 bis du projet,,213,MARSAD_ANC
VOT-ba18baf5375e,NCA-2011,2013-10-29,Vote relatif à l'article 34 bis du projet,,213,MARSAD_ANC
VOT-1141e81dbff3,NCA-2011,2013-10-29,Vote sur l'article 2 du projet,,213,MARSAD_ANC
VOT-bfcb75613c4c,NCA-2011,2013-10-29,Vote sur l'article 3 du projet,,213,MARSAD_ANC
VOT-bd38267c3831,NCA-2011,2013-10-29,vote sur l'article,,213,MARSAD_ANC
VOT-3e4a2481e8dc,NCA-2011,2013-11-02,Vote relatif à la clôture du débat général sur le projet,,213,MARSAD_ANC
VOT-bf65b0d88acd,NCA-2011,2013-11-04,Vote sur l'article premier du projet,,213,MARSAD_ANC
VOT-b0d1948f2bce,NCA-2011,2013-11-04,Vote sur l'article 2 du projet,,213,MARSAD_ANC
VOT-f985c817f768,NCA-2011,2013-11-04,Vote relatif à l'annulation de l'amendement de l'article 36,,213,MARSAD_ANC
VOT-fb5ef06bdd84,NCA-2011,2013-11-04,Vote relatif à l'amendement de l'article 36,,213,MARSAD_ANC
VOT-3dde5448e668,NCA-2011,2013-11-04,Vote relatif à l'annulation de l'amendement de l'article 79,,213,MARSAD_ANC
VOT-57808940ce75,NCA-2011,2013-11-04,Vote relatif à l'amendement de l'article 79,,213,MARSAD_ANC
VOT-4c061d691f73,NCA-2011,2013-11-04,Vote relatif à l'amendement de l'article 89,,213,MARSAD_ANC
VOT-bcfdb5b6219c,NCA-2011,2013-11-04,Vote relatif à l'amendement de l'article 106 - possibilité de proposer l'ajout d'un article nouveau pour chaque chapitre de la part de 30 élus,,213,MARSAD_ANC
VOT-50e7183d9af1,NCA-2011,2013-11-04,Vote relatif à l'amendement de l'article 106 - Délai de 2 jours au lieu d'un seul pour les propositions relatives au projet de constitution,,213,MARSAD_ANC
VOT-d47703ba58fc,NCA-2011,2013-11-04,Vote relatif à l'amendement de l'article 106 - fusion des propositions de la commission des consensus avec le projet de constitution,,213,MARSAD_ANC
VOT-e1a01728ef95,NCA-2011,2013-11-04,Vote relatif à l'amendement de l'article 106 - possibilité de revenir aux articles non adoptés avant l'adoption de la constitution dans sa totalité,,213,MARSAD_ANC
VOT-037527a3180e,NCA-2011,2013-11-04,Vote relatif à l'amendement de l'article 126 - élu considéré démissionnaire en dépassant 15 jours d'absence non-justifiée,,213,MARSAD_ANC
VOT-0476aba6e5d0,NCA-2011,2013-11-04,Vote relatif à l'amendement de l'article 126 - l'interdiction de la suspension des travaux de l'assemblée,,213,MARSAD_ANC
VOT-5ea902ffc22b,NCA-2011,2013-11-04,Vote relatif à l'amendement de l'article 126 - la publication de la liste des jours déduits et la liste des absences dans un délai d'un mois,,213,MARSAD_ANC
VOT-160bd409e1e1,NCA-2011,2013-11-04,Vote relatif à l'amendement dans sa totalité,,213,MARSAD_ANC
VOT-9bb1740de923,NCA-2011,2013-11-22,Vote concernant la clôture du débat général relatif au projet de loi organique N°21/2013 portant approbation de l'accord de coopération dans le domaine de l'immigration entre la République Tunisienne et la Confédération Suisse,,214,MARSAD_ANC
VOT-2536bb81e287,NCA-2011,2013-11-22,Vote sur la cloture du débat,,214,MARSAD_ANC
VOT-d72305f4a849,NCA-2011,2013-11-22,Vote sur l'intitulé du projet de loi,,214,MARSAD_ANC
VOT-930ed6a86d19,NCA-2011,2013-11-22,vote sur l'article 1,,214,MARSAD_ANC
VOT-e69ace838058,NCA-2011,2013-11-22,vote sur l'article 2,,214,MARSAD_ANC
VOT-270aceaaf56a,NCA-2011,2013-11-22,vote sur l'article 3,,214,MARSAD_ANC
VOT-993080eac241,NCA-2011,2013-11-22,vote sur l'article 4,,214,MARSAD_ANC
VOT-50daf565752d,NCA-2011,2013-11-22,vote sur l'article 5,,214,MARSAD_ANC
VOT-8114dbbcf563,NCA-2011,2013-11-22,vote sur l'article 6,,214,MARSAD_ANC
VOT-3fd81b94802c,NCA-2011,2013-11-22,vote sur l'article 7,,214,MARSAD_ANC
VOT-e29273d38c4c,NCA-2011,2013-11-22,vote sur l'article 8,,214,MARSAD_ANC
VOT-77f601a07440,NCA-2011,2013-11-22,vote sur l'article 9,,214,MARSAD_ANC
VOT-ce90a731a615,NCA-2011,2013-11-22,vote sur l'article 10,,214,MARSAD_ANC
VOT-f2cfba75ceb3,NCA-2011,2013-11-22,vote sur l'article 11,,214,MARSAD_ANC
VOT-50805dd5bf2b,NCA-2011,2013-11-22,vote sur la loi,,214,MARSAD_ANC
