vote_id,person_id,assembly_id,position,source_ids
VOT-294a64b92acd,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-2ce1497e32e2,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-9481d9c29e18,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-d8ab657a7dd5,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-873e9c7c59d7,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-723b78908b87,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-3fea657bb0df,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-b91b2987908d,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-91893a061be6,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-40ca5a9b1088,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-09ce8d3516ca,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-0ed2570a97cc,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-74eda0dd747f,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-ba18baf5375e,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-1141e81dbff3,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-bfcb75613c4c,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-bd38267c3831,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-3e4a2481e8dc,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-bf65b0d88acd,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-b0d1948f2bce,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-f985c817f768,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-fb5ef06bdd84,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-3dde5448e668,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-57808940ce75,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-4c061d691f73,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-bcfdb5b6219c,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-50e7183d9af1,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-d47703ba58fc,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-e1a01728ef95,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-037527a3180e,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-0476aba6e5d0,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-5ea902ffc22b,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-160bd409e1e1,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-9bb1740de923,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-2536bb81e287,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-d72305f4a849,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-930ed6a86d19,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-e69ace838058,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-270aceaaf56a,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-993080eac241,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-50daf565752d,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-8114dbbcf563,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-3fd81b94802c,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-e29273d38c4c,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-77f601a07440,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-ce90a731a615,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-f2cfba75ceb3,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-50805dd5bf2b,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-220463f273b0,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-767a2fc71d9a,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-1601858fe8fc,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-94e7ff14ccfb,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-580fcaf4b6b3,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-7f823211c027,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-ab7a7abf0c32,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-9b864000076f,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-d812fba0201e,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-1c76b383e258,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-4c4d9ab66b2f,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-6898cac1fa40,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-904ebbe3f15d,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-d55b64b40677,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-78445be45911,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-6875b0e4c4dd,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-55c650c77d1d,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-12d7f47113ba,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-fc04b378eaf2,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-f7c218130c97,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-ca2c8717a901,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-8f50532f976a,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-9a6689219b41,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-96781f44a984,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-ab087241fb16,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-e9accd7bc800,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-a880d4b7d788,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-a2400d3de6b2,TNP-00367,NCA-2011,contre,MARSAD_ANC
VOT-1b6c2af94400,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-565a62c8644a,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-6318a7253435,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-a763ed42a086,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-a5ac5d657676,TNP-00367,NCA-2011,contre,MARSAD_ANC
VOT-216f2cea7bf1,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-afaf71fad3e4,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-8e3278093061,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-7fad07ad749e,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-ab4ce6f8da21,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-4b304256c425,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-44c416e49d23,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-4eb84ab06788,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-0f469c8f4a44,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-4fa805d0732b,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-0e60ba20d280,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-7654fca4eaa4,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-149fa6b37ce6,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-9524283cee3d,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-6ebf1c700e3c,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-93af9303f4d9,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-139e5d15123d,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-6c424ff1ac56,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-db91e82241b4,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-9420cff2d24f,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-5562ef3a0bb9,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-6616bec30d45,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-e02dfd2aec7b,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-43ff8d58cbe9,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-1ab20a169eb0,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-59ce2c27e2a1,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-8a3199b1eca7,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-f668b485c2bb,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-316504eea9bd,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-a23be6ca862e,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-8fa80d56ea4c,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-18a755acddc4,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-e518238d111c,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-c695257cd5f9,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-5af5d87c122f,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-f28dc88b065e,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-8bcb4db09cc6,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-1b746f9c5d5b,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-309e7d04b579,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-1237aff51547,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-bb99710d8098,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-362fd0da6a1f,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-5df12c5e961e,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-d066fad4eec8,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-1b33af0c96e3,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-7e37b82158b1,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-5f141e20b60d,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-6cc27658ddd7,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-3f723b101f3e,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-483739402729,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-bfb8ffd99ac0,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-382af73dea16,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-2f74cd4b3e5f,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-ab13974f265f,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-f41dbfb81855,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-dc358da582dc,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-cb577a5c4f4d,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-307300234c1f,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-f95c4599a586,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-d071782d22c9,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-f44a6f7a4a04,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-0ebe214ec9bf,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-6c62e6783e82,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-2f502d0bcf17,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-308e764f580e,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-011f4e8da654,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-4dbe3c9871e6,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-41518bf2a9b1,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-ce265b6e3e5b,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-badf522e65be,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-fe1118b08858,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-0005da2402b7,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-2a3485a2e530,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-15784458bcfd,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-5178f16854ec,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-5d6c55bd11c8,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-73642a41a53b,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-158ae124aeb4,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-ce8f74ae5d7b,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-ed8bb1e8774b,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-2e5f87ee6a5c,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-00a37bcd1d23,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-864eb170bd52,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-95662c6537b4,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-bdde59b2d207,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-8fa6a5df9747,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-f85c61e34b86,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-068e1147c5a5,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-969d119c14f5,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-111b764cca90,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-0c334f54a7fa,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-91237a843a7e,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-ea13370aad49,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-738042fcce0c,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-0ed9c2cb427f,TNP-00367,NCA-2011,absent,MARSAD_ANC
VOT-9842412150d1,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-15488df35cf8,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-9c70f3a2d56b,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-52963bafc74c,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-e2443f8c8525,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-158ab1b30c9f,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-baa4a6d78a27,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-76122e304c0b,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-0bc7c6c1d1ca,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-a30259a95fa0,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-1867d64f8e15,TNP-00367,NCA-2011,pour,MARSAD_ANC
VOT-ebef3f40f7c5,TNP-00367,NCA-2011,pour,MARSAD_ANC
