layer,person_id,name_raw,script,surname_candidates,spine_candidates,period,subgroup,party_id,party_name,evidence
party_affiliations,TNP-00416,حسناء مرسيط,ar,مرسيط,MRST,transition,Indépendant,PTY-INDEPENDENT,Indépendant,affiliation
party_affiliations,TNP-00416,حسناء مرسيط,ar,مرسيط,MRST,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00417,حطاب بركاتي,ar,بركاتي,BRKT,transition,Parti communiste des ouvriers de Tunisie,PTY-bb9202bb86da,Parti communiste des ouvriers de Tunisie,list
party_affiliations,TNP-00417,حطاب بركاتي,ar,بركاتي,BRKT,transition,Parti des travailleurs,PTY-bb9202bb86da,Parti des travailleurs,affiliation
party_affiliations,TNP-00417,حطاب بركاتي,ar,بركاتي,BRKT,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00418,حليمة القني,ar,القني,KN,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00418,حليمة القني,ar,القني,KN,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00418,حليمة القني,ar,القني,KN,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00419,حنان ساسي,ar,ساسي,S,transition,"Pétition populaire pour la liberté, la justice et le développement",PTY-9b0efa626777,"Pétition populaire pour la liberté, la justice et le développement",list
party_affiliations,TNP-00419,حنان ساسي,ar,ساسي,S,transition,Transition Démocratique,PTY-0e2de5f37252,Transition Démocratique,bloc
party_affiliations,TNP-00419,حنان ساسي,ar,ساسي,S,transition,Union Patriotique Libre,PTY-9b0efa626777,Union Patriotique Libre,affiliation
party_affiliations,TNP-00420,خميس قسيلة,ar,قسيلة,KSL,transition,Forum démocratique pour le travail et les libertés,PTY-NIDAA,Forum démocratique pour le travail et les libertés,list
party_affiliations,TNP-00420,خميس قسيلة,ar,قسيلة,KSL,transition,Nidaa Tounes,PTY-NIDAA,Nidaa Tounes,affiliation
party_affiliations,TNP-00420,خميس قسيلة,ar,قسيلة,KSL,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00421,خيرة صغيري,ar,صغيري,SVR,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00421,خيرة صغيري,ar,صغيري,SVR,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00421,خيرة صغيري,ar,صغيري,SVR,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00422,دليلة الببة,ar,الببة,B,second_republic,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation|bloc
party_affiliations,TNP-00422,دليلة الببة,ar,الببة,B,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00422,دليلة الببة,ar,الببة,B,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00422,دليلة الببة,ar,الببة,B,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00423,دليلة بوعين,ar,بوعين,BN,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00423,دليلة بوعين,ar,بوعين,BN,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00423,دليلة بوعين,ar,بوعين,BN,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00424,رابح الخرايفي,ar,الخرايفي,XRF,transition,Alliance Démocratique,PTY-20b849ddfcb3,Alliance Démocratique,affiliation
party_affiliations,TNP-00424,رابح الخرايفي,ar,الخرايفي,XRF,transition,Parti démocratique progressiste,PTY-20b849ddfcb3,Parti démocratique progressiste,list
party_affiliations,TNP-00424,رابح الخرايفي,ar,الخرايفي,XRF,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00425,ربيع العابدي,ar,العابدي,BD,transition,Congrès pour la république,PTY-a8c344e9039d,Congrès pour la république,list
party_affiliations,TNP-00425,ربيع العابدي,ar,العابدي,BD,transition,Fidélité à La Révolution,PTY-fe5731549756,Fidélité à La Révolution,bloc
party_affiliations,TNP-00425,ربيع العابدي,ar,العابدي,BD,transition,Mouvement Wafa,PTY-a8c344e9039d,Mouvement Wafa,affiliation
party_affiliations,TNP-00426,ربيعة نجلاوي,ar,نجلاوي,NJL,transition,Nidaa Tounes,PTY-NIDAA,Nidaa Tounes,affiliation
party_affiliations,TNP-00426,ربيعة نجلاوي,ar,نجلاوي,NJL,transition,"Pétition populaire pour la liberté, la justice et le développement",PTY-NIDAA,"Pétition populaire pour la liberté, la justice et le développement",list
party_affiliations,TNP-00426,ربيعة نجلاوي,ar,نجلاوي,NJL,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00427,رفيق التليلي,ar,التليلي,TL,transition,Congrès pour la république,PTY-a8c344e9039d,Congrès pour la république,list
party_affiliations,TNP-00427,رفيق التليلي,ar,التليلي,TL,transition,Fidélité à La Révolution,PTY-fe5731549756,Fidélité à La Révolution,bloc
party_affiliations,TNP-00427,رفيق التليلي,ar,التليلي,TL,transition,Mouvement Wafa,PTY-a8c344e9039d,Mouvement Wafa,affiliation
party_affiliations,TNP-00428,رمضان دغماني,ar,دغماني,DVMN,transition,La Voix du peuple de Tunisie,PTY-bbfe9bb6d793,La Voix du peuple de Tunisie,affiliation
party_affiliations,TNP-00428,رمضان دغماني,ar,دغماني,DVMN,transition,"Pétition populaire pour la liberté, la justice et le développement",PTY-bbfe9bb6d793,"Pétition populaire pour la liberté, la justice et le développement",list
party_affiliations,TNP-00428,رمضان دغماني,ar,دغماني,DVMN,transition,Transition Démocratique,PTY-0e2de5f37252,Transition Démocratique,bloc
party_affiliations,TNP-00429,ريم ثايري,ar,ثايري,TR,second_republic,Aucun bloc,PTY-820f1119d5ed,Aucun bloc,bloc
party_affiliations,TNP-00429,ريم ثايري,ar,ثايري,TR,second_republic,Bloc Social-Démocrate,PTY-dc4ed2228330,Bloc Social-Démocrate,bloc
party_affiliations,TNP-00429,ريم ثايري,ar,ثايري,TR,second_republic,Courant de l'amour,PTY-7ad4295a0093,Courant de l'amour,affiliation
party_affiliations,TNP-00429,ريم ثايري,ar,ثايري,TR,transition,"Pétition populaire pour la liberté, la justice et le développement",PTY-7ad4295a0093,"Pétition populaire pour la liberté, la justice et le développement",list
party_affiliations,TNP-00429,ريم ثايري,ar,ثايري,TR,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00429,ريم ثايري,ar,ثايري,TR,second_republic,تيار المحبة,,تيار المحبة,list
party_affiliations,TNP-00429,ريم ثايري,ar,ثايري,TR,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00430,ريم محجوب,ar,محجوب,MHJB,second_republic,Afek Tounes,PTY-b0109a4f5966,Afek Tounes,affiliation|bloc|list
party_affiliations,TNP-00430,ريم محجوب,ar,محجوب,MHJB,second_republic,Afek Tounes et lappel des tunisiens à létranger,PTY-899a51f36f9d,Afek Tounes et lappel des tunisiens à létranger,bloc
party_affiliations,TNP-00430,ريم محجوب,ar,محجوب,MHJB,second_republic,Afek Tounes le mouvement national et lappel des tunisiens à létranger,PTY-7c008889761b,Afek Tounes le mouvement national et lappel des tunisiens à létranger,bloc
party_affiliations,TNP-00430,ريم محجوب,ar,محجوب,MHJB,second_republic,Allégeance à la Patrie,PTY-7e358197af47,Allégeance à la Patrie,bloc
party_affiliations,TNP-00430,ريم محجوب,ar,محجوب,MHJB,second_republic,Aucun bloc,PTY-820f1119d5ed,Aucun bloc,bloc
party_affiliations,TNP-00430,ريم محجوب,ar,محجوب,MHJB,second_republic,آفاق تونس,,آفاق تونس,list
party_affiliations,TNP-00430,ريم محجوب,ar,محجوب,MHJB,transition,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00431,زياد الدولاتي,ar,الدولاتي,DLT,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00431,زياد الدولاتي,ar,الدولاتي,DLT,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00431,زياد الدولاتي,ar,الدولاتي,DLT,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00432,سامية الفرشيشي,ar,الفرشيشي,FRS,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00432,سامية الفرشيشي,ar,الفرشيشي,FRS,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00432,سامية الفرشيشي,ar,الفرشيشي,FRS,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00433,سعاد عبد الرحيم,ar,عبد الرحيم|الرحيم,BDRHM|RHM,transition,Indépendant,PTY-INDEPENDENT,Indépendant,affiliation
party_affiliations,TNP-00433,سعاد عبد الرحيم,ar,عبد الرحيم|الرحيم,BDRHM|RHM,transition,Mouvement Nahdha,PTY-INDEPENDENT,Mouvement Nahdha,list
party_affiliations,TNP-00433,سعاد عبد الرحيم,ar,عبد الرحيم|الرحيم,BDRHM|RHM,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00434,سعد بوعيش,ar,بوعيش,BS,transition,Parti El Amen,PTY-52f9f25821ab,Parti El Amen,affiliation
party_affiliations,TNP-00434,سعد بوعيش,ar,بوعيش,BS,transition,"Pétition populaire pour la liberté, la justice et le développement",PTY-52f9f25821ab,"Pétition populaire pour la liberté, la justice et le développement",list
party_affiliations,TNP-00434,سعد بوعيش,ar,بوعيش,BS,transition,Transition Démocratique,PTY-0e2de5f37252,Transition Démocratique,bloc
party_affiliations,TNP-00435,سعيد خرشوفي,ar,خرشوفي,XRSF,transition,Courant de l'amour,PTY-7ad4295a0093,Courant de l'amour,affiliation
party_affiliations,TNP-00435,سعيد خرشوفي,ar,خرشوفي,XRSF,transition,"Pétition populaire pour la liberté, la justice et le développement",PTY-7ad4295a0093,"Pétition populaire pour la liberté, la justice et le développement",list
party_affiliations,TNP-00435,سعيد خرشوفي,ar,خرشوفي,XRSF,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00436,سلمى بكار,ar,بكار,BKR,transition,Al Massar,PTY-ac4a3d2a8128,Al Massar,affiliation
party_affiliations,TNP-00436,سلمى بكار,ar,بكار,BKR,transition,Pôle démocratique moderniste,PTY-ac4a3d2a8128,Pôle démocratique moderniste,list
party_affiliations,TNP-00436,سلمى بكار,ar,بكار,BKR,transition,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00437,سلمى صرصوط,ar,صرصوط,SRST,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00437,سلمى صرصوط,ar,صرصوط,SRST,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00437,سلمى صرصوط,ar,صرصوط,SRST,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00438,سلمى هادية مبروك,ar,مبروك,MBRK,transition,Al Massar,PTY-ac4a3d2a8128,Al Massar,affiliation
party_affiliations,TNP-00438,سلمى هادية مبروك,ar,مبروك,MBRK,transition,Forum démocratique pour le travail et les libertés,PTY-ac4a3d2a8128,Forum démocratique pour le travail et les libertés,list
party_affiliations,TNP-00438,سلمى هادية مبروك,ar,مبروك,MBRK,transition,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00439,سليم بن حميدان,ar,بن حميدان|حميدان,BNHMDN|HMDN,transition,Congrès pour la République,PTY-CPR,Congrès pour la République,affiliation|bloc
party_affiliations,TNP-00439,سليم بن حميدان,ar,بن حميدان|حميدان,BNHMDN|HMDN,transition,Congrès pour la république,PTY-CPR,Congrès pour la république,list
party_affiliations,TNP-00440,سليم بن عبد السلام,ar,بن عبد السلام|عبد السلام|السلام,BMBDSLM|BDSLM|SLM,transition,Forum démocratique pour le travail et les libertés,PTY-NIDAA,Forum démocratique pour le travail et les libertés,list
party_affiliations,TNP-00440,سليم بن عبد السلام,ar,بن عبد السلام|عبد السلام|السلام,BMBDSLM|BDSLM|SLM,transition,Nidaa Tounes,PTY-NIDAA,Nidaa Tounes,affiliation
party_affiliations,TNP-00440,سليم بن عبد السلام,ar,بن عبد السلام|عبد السلام|السلام,BMBDSLM|BDSLM|SLM,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00441,سليمان هلال,ar,هلال,HL,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00441,سليمان هلال,ar,هلال,HL,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00441,سليمان هلال,ar,هلال,HL,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00442,سمير بن عمر,ar,بن عمر|عمر,BMR|MR,transition,Congrès pour la République,PTY-CPR,Congrès pour la République,affiliation|bloc
party_affiliations,TNP-00442,سمير بن عمر,ar,بن عمر|عمر,BMR|MR,transition,Congrès pour la république,PTY-CPR,Congrès pour la république,list
party_affiliations,TNP-00443,سمير بالطيب,ar,بالطيب,BLTB,transition,Al Massar,PTY-ac4a3d2a8128,Al Massar,affiliation
party_affiliations,TNP-00443,سمير بالطيب,ar,بالطيب,BLTB,transition,Pôle démocratique moderniste,PTY-ac4a3d2a8128,Pôle démocratique moderniste,list
party_affiliations,TNP-00443,سمير بالطيب,ar,بالطيب,BLTB,transition,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00444,سميرة مرعي,ar,مرعي,MR,transition,Afek Tounes,PTY-b0109a4f5966,Afek Tounes,affiliation|list
party_affiliations,TNP-00444,سميرة مرعي,ar,مرعي,MR,transition,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00445,سناء مرسني,ar,مرسني,MRSN,second_republic,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation|bloc
party_affiliations,TNP-00445,سناء مرسني,ar,مرسني,MRSN,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00445,سناء مرسني,ar,مرسني,MRSN,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00445,سناء مرسني,ar,مرسني,MRSN,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00446,سناء الحداد,ar,الحداد,HD,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00446,سناء الحداد,ar,الحداد,HD,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00446,سناء الحداد,ar,الحداد,HD,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00447,سنية تومية,ar,تومية,TM,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00447,سنية تومية,ar,تومية,TM,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00447,سنية تومية,ar,تومية,TM,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00448,شكري يعيش,ar,يعيش,S,transition,Afek Tounes,PTY-20b849ddfcb3,Afek Tounes,list
party_affiliations,TNP-00448,شكري يعيش,ar,يعيش,S,transition,Alliance Démocratique,PTY-20b849ddfcb3,Alliance Démocratique,affiliation|bloc
party_affiliations,TNP-00449,شكري القسطلّي,ar,القسطلي,KSTL,transition,Alliance Démocratique,PTY-20b849ddfcb3,Alliance Démocratique,affiliation|bloc
party_affiliations,TNP-00449,شكري القسطلّي,ar,القسطلي,KSTL,transition,Parti démocratique progressiste,PTY-20b849ddfcb3,Parti démocratique progressiste,list
party_affiliations,TNP-00450,شكري العرفاوي,ar,العرفاوي,RF,transition,Mouvement de la République,PTY-6be99d2e724f,Mouvement de la République,affiliation
party_affiliations,TNP-00450,شكري العرفاوي,ar,العرفاوي,RF,transition,"Pétition populaire pour la liberté, la justice et le développement",PTY-6be99d2e724f,"Pétition populaire pour la liberté, la justice et le développement",list
party_affiliations,TNP-00450,شكري العرفاوي,ar,العرفاوي,RF,transition,Transition Démocratique,PTY-0e2de5f37252,Transition Démocratique,bloc
party_affiliations,TNP-00451,صالح شعيب,ar,شعيب,SB,transition,Forum démocratique pour le travail et les libertés,PTY-3bb19b9567e1,Forum démocratique pour le travail et les libertés,list
party_affiliations,TNP-00451,صالح شعيب,ar,شعيب,SB,transition,Troisième Alternative,PTY-3bb19b9567e1,Troisième Alternative,affiliation
party_affiliations,TNP-00451,صالح شعيب,ar,شعيب,SB,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00452,صالحة بن عائشة,ar,بن عائشة|عائشة,BNS|S,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00452,صالحة بن عائشة,ar,بن عائشة|عائشة,BNS|S,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00452,صالحة بن عائشة,ar,بن عائشة|عائشة,BNS|S,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00453,صلاح الدين الزحاف,ar,الزحاف,ZHF,transition,Parti républicain,PTY-JOMHOURI,Parti républicain,affiliation
party_affiliations,TNP-00453,صلاح الدين الزحاف,ar,الزحاف,ZHF,transition,Voix de l'indépendant,PTY-JOMHOURI,Voix de l'indépendant,list
party_affiliations,TNP-00453,صلاح الدين الزحاف,ar,الزحاف,ZHF,transition,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00454,صلاح الدين لهيبة,ar,لهيبة,LHB,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00454,صلاح الدين لهيبة,ar,لهيبة,LHB,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00454,صلاح الدين لهيبة,ar,لهيبة,LHB,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00455,ضمير المناعي,ar,المناعي,MN,transition,Congrès pour la république,PTY-INDEPENDENT,Congrès pour la république,list
party_affiliations,TNP-00455,ضمير المناعي,ar,المناعي,MN,transition,Indépendant,PTY-INDEPENDENT,Indépendant,affiliation
party_affiliations,TNP-00455,ضمير المناعي,ar,المناعي,MN,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00456,طارق العبيدي,ar,العبيدي,BD,transition,Congrès pour la république,PTY-ETTAKATOL,Congrès pour la république,list
party_affiliations,TNP-00456,طارق العبيدي,ar,العبيدي,BD,transition,Forum démocratique pour le travail et les libertés,PTY-ETTAKATOL,Forum démocratique pour le travail et les libertés,affiliation|bloc
party_affiliations,TNP-00457,طارق بوعزيز,ar,بوعزيز,BZ,transition,Mouvement de la République,PTY-6be99d2e724f,Mouvement de la République,affiliation
party_affiliations,TNP-00457,طارق بوعزيز,ar,بوعزيز,BZ,transition,"Pétition populaire pour la liberté, la justice et le développement",PTY-6be99d2e724f,"Pétition populaire pour la liberté, la justice et le développement",list
party_affiliations,TNP-00457,طارق بوعزيز,ar,بوعزيز,BZ,transition,Transition Démocratique,PTY-0e2de5f37252,Transition Démocratique,bloc
party_affiliations,TNP-00458,عادل بن عطية,ar,بن عطية|عطية,BNT|T,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00458,عادل بن عطية,ar,بن عطية|عطية,BNT|T,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00458,عادل بن عطية,ar,بن عطية|عطية,BNT|T,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00459,عائشة الذوادي,ar,الذوادي,D,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00459,عائشة الذوادي,ar,الذوادي,D,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00459,عائشة الذوادي,ar,الذوادي,D,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00460,عبد الباسط بن الشيخ,ar,بن الشيخ|الشيخ,BNSX|SX,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00460,عبد الباسط بن الشيخ,ar,بن الشيخ|الشيخ,BNSX|SX,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00460,عبد الباسط بن الشيخ,ar,بن الشيخ|الشيخ,BNSX|SX,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00461,عبد الحليم زواري,ar,زواري,ZR,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00461,عبد الحليم زواري,ar,زواري,ZR,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00461,عبد الحليم زواري,ar,زواري,ZR,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00462,عبد الرحمان الأدغم,ar,الأدغم,DVM,transition,Forum démocratique pour le travail et les libertés,PTY-ETTAKATOL,Forum démocratique pour le travail et les libertés,affiliation|bloc|list
party_affiliations,TNP-00463,عبد الرزاق خلولي,ar,خلولي,XL,transition,Parti El Amen,PTY-52f9f25821ab,Parti El Amen,affiliation
party_affiliations,TNP-00463,عبد الرزاق خلولي,ar,خلولي,XL,transition,Parti néo-destour,PTY-52f9f25821ab,Parti néo-destour,list
party_affiliations,TNP-00463,عبد الرزاق خلولي,ar,خلولي,XL,transition,Transition Démocratique,PTY-0e2de5f37252,Transition Démocratique,bloc
party_affiliations,TNP-00464,عبد الرؤوف العيادي,ar,العيادي,D,transition,Congrès pour la république,PTY-a8c344e9039d,Congrès pour la république,list
party_affiliations,TNP-00464,عبد الرؤوف العيادي,ar,العيادي,D,transition,Fidélité à La Révolution,PTY-fe5731549756,Fidélité à La Révolution,bloc
party_affiliations,TNP-00464,عبد الرؤوف العيادي,ar,العيادي,D,transition,Mouvement Wafa,PTY-a8c344e9039d,Mouvement Wafa,affiliation
party_affiliations,TNP-00465,عبد الستار الضيفي,ar,الضيفي,DF,transition,Fidélité à La Révolution,PTY-fe5731549756,Fidélité à La Révolution,bloc
party_affiliations,TNP-00465,عبد الستار الضيفي,ar,الضيفي,DF,transition,La Voix du peuple de Tunisie,PTY-bbfe9bb6d793,La Voix du peuple de Tunisie,affiliation
party_affiliations,TNP-00465,عبد الستار الضيفي,ar,الضيفي,DF,transition,"Pétition populaire pour la liberté, la justice et le développement",PTY-bbfe9bb6d793,"Pétition populaire pour la liberté, la justice et le développement",list
party_affiliations,TNP-00466,عبد السلام شعبان,ar,شعبان,SBN,transition,Congrès pour la République,PTY-CPR,Congrès pour la République,affiliation|bloc
party_affiliations,TNP-00466,عبد السلام شعبان,ar,شعبان,SBN,transition,Congrès pour la république,PTY-CPR,Congrès pour la république,list
party_affiliations,TNP-00467,عبد العزيز شعبان,ar,شعبان,SBN,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00467,عبد العزيز شعبان,ar,شعبان,SBN,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00467,عبد العزيز شعبان,ar,شعبان,SBN,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00468,عبد العزيز القطي,ar,القطي,KT,second_republic,Aucun bloc,PTY-820f1119d5ed,Aucun bloc,bloc
party_affiliations,TNP-00468,عبد العزيز القطي,ar,القطي,KT,transition,Congrès pour la république,PTY-NIDAA,Congrès pour la république,list
party_affiliations,TNP-00468,عبد العزيز القطي,ar,القطي,KT,second_republic,Mouvement Nidaa Tounes,PTY-12c364be2b2b,Mouvement Nidaa Tounes,bloc
party_affiliations,TNP-00468,عبد العزيز القطي,ar,القطي,KT,second_republic,Nidaa Tounes,PTY-NIDAA,Nidaa Tounes,affiliation
party_affiliations,TNP-00468,عبد العزيز القطي,ar,القطي,KT,second_republic,حركة نداء تونس,,حركة نداء تونس,list
party_affiliations,TNP-00468,عبد العزيز القطي,ar,القطي,KT,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00469,عبد القادر بن خميس,ar,بن خميس|خميس,BNXMS|XMS,transition,Al Massar,PTY-ac4a3d2a8128,Al Massar,affiliation
party_affiliations,TNP-00469,عبد القادر بن خميس,ar,بن خميس|خميس,BNXMS|XMS,transition,Forum démocratique pour le travail et les libertés,PTY-ac4a3d2a8128,Forum démocratique pour le travail et les libertés,list
party_affiliations,TNP-00469,عبد القادر بن خميس,ar,بن خميس|خميس,BNXMS|XMS,transition,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00470,عبد القادر القادري,ar,القادري,KDR,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00470,عبد القادر القادري,ar,القادري,KDR,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00470,عبد القادر القادري,ar,القادري,KDR,transition,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00471,عبد المجيد النجار,ar,النجار,NJR,transition,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation
party_affiliations,TNP-00471,عبد المجيد النجار,ar,النجار,NJR,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
