person_id,name_lat,bloc,n_committees,committee_ids,committee_labels,degree_full_graph,degree_backbone,weighted_degree_newman
TNP-00817,Belgacem Dkhili,Al Horra (Machrouu Tounes),6,CMT-2bc1cee50ba8 CMT-3e7af871322d CMT-8a5b9ec83476 CMT-c19410caa909 CMT-cab87800ef44 CMT-f7166b323046,Standing 8 | Standing 7 | Standing 2 | Standing 6 | Standing 12 | Standing 3,160,9,5.5916
TNP-00891,Mohamed Ennaceur Jbira,National Coalition,6,CMT-3a051620fd33 CMT-5863460337e8 CMT-79ca761acaf6 CMT-894b8d7f301d CMT-90ddb75794d7 CMT-f7166b323046,Standing 4 | Standing 10 | Special 3 | Standing 15 | Standing 5 | Standing 3,153,14,6.371
TNP-00839,Heger Laaroussi,Al Horra (Machrouu Tounes),6,CMT-3a051620fd33 CMT-601d95a949aa CMT-8a5b9ec83476 CMT-cab87800ef44 CMT-e5dff9bf0bca CMT-f7166b323046,Standing 4 | Standing 13 | Standing 2 | Standing 12 | Special 2 | Standing 3,152,7,5.3663
TNP-00826,El Khansa Ben Harrath,Nidaa Tounes,6,CMT-3a051620fd33 CMT-4633b2874c88 CMT-7858621d9962 CMT-894b8d7f301d CMT-c19410caa909 CMT-f7166b323046,Standing 4 | Standing 9 | Standing 14 | Standing 15 | Standing 6 | Standing 3,152,6,4.9541
TNP-00212,Hassouna Nasfi,Al Horra (Machrouu Tounes),6,CMT-3a051620fd33 CMT-535731ec7ffd CMT-79ca761acaf6 CMT-8a5b9ec83476 CMT-90ddb75794d7 CMT-f7166b323046,Standing 4 | Standing 1 | Special 3 | Standing 2 | Standing 5 | Standing 3,147,15,5.7618
TNP-00251,Lotfi Ali,National Coalition,6,CMT-4633b2874c88 CMT-90ddb75794d7 CMT-b9e5e4367488 CMT-c19410caa909 CMT-e1fb561ef6b9 CMT-f7166b323046,Standing 9 | Standing 5 | Standing 17 | Standing 6 | Special 5 | Standing 3,145,3,4.9004
TNP-00937,Sahbi Ben Fraj,National Coalition,6,CMT-3e7af871322d CMT-7858621d9962 CMT-8a5b9ec83476 CMT-8d6af35d5cb4 CMT-a48500711e9b CMT-c19410caa909,Standing 7 | Standing 14 | Standing 2 | Special 1 | Standing 11 | Standing 6,145,8,5.6107
TNP-00345,Sofien Toubel,Nidaa Tounes,6,CMT-3a051620fd33 CMT-535731ec7ffd CMT-601d95a949aa CMT-8a5b9ec83476 CMT-b9e5e4367488 CMT-e5dff9bf0bca,Standing 4 | Standing 1 | Standing 13 | Standing 2 | Standing 17 | Special 2,145,7,5.2413
TNP-00430,Rim Mahjoub,Loyalty to the Nation,6,CMT-2bc1cee50ba8 CMT-3a051620fd33 CMT-3e7af871322d CMT-8d6af35d5cb4 CMT-90ddb75794d7 CMT-a48500711e9b,Standing 8 | Standing 4 | Standing 7 | Special 1 | Standing 5 | Standing 11,144,8,5.3062
TNP-00809,Amal Souid,Ennahdha,6,CMT-3a051620fd33 CMT-4633b2874c88 CMT-47b4ceeab70a CMT-535731ec7ffd CMT-a48500711e9b CMT-cab87800ef44,Standing 4 | Standing 9 | Standing 16 | Standing 1 | Standing 11 | Standing 12,144,8,4.9035
TNP-00961,Zohra Idriss,National Coalition,6,CMT-2bc1cee50ba8 CMT-5863460337e8 CMT-879180464a95 CMT-a48500711e9b CMT-cab87800ef44 CMT-f7166b323046,Standing 8 | Standing 10 | Special 4 | Standing 11 | Standing 12 | Standing 3,144,1,4.9392
TNP-00843,Houda Slim,National Coalition,6,CMT-4633b2874c88 CMT-47b4ceeab70a CMT-535731ec7ffd CMT-8d6af35d5cb4 CMT-a48500711e9b CMT-f7166b323046,Standing 9 | Standing 16 | Standing 1 | Special 1 | Standing 11 | Standing 3,138,5,5.2849
TNP-00947,Souad Zaouali,National Coalition,6,CMT-3a051620fd33 CMT-5863460337e8 CMT-601d95a949aa CMT-a48500711e9b CMT-cab87800ef44 CMT-e5dff9bf0bca,Standing 4 | Standing 10 | Standing 13 | Standing 11 | Standing 12 | Special 2,137,8,5.306
TNP-00295,Mustapha Ben Ahmed,National Coalition,6,CMT-3e7af871322d CMT-4633b2874c88 CMT-79ca761acaf6 CMT-8a5b9ec83476 CMT-90ddb75794d7 CMT-c19410caa909,Standing 7 | Standing 9 | Special 3 | Standing 2 | Standing 5 | Standing 6,133,21,6.1183
TNP-00208,Hafedh Zouari,National Coalition,6,CMT-2bc1cee50ba8 CMT-3e7af871322d CMT-535731ec7ffd CMT-894b8d7f301d CMT-a9259327aabc CMT-cab87800ef44,Standing 8 | Standing 7 | Standing 1 | Standing 15 | Standing 18 | Standing 12,131,1,4.2696
TNP-00860,Karim Helali,National Coalition,6,CMT-3a051620fd33 CMT-4633b2874c88 CMT-535731ec7ffd CMT-601d95a949aa CMT-79ca761acaf6 CMT-e5dff9bf0bca,Standing 4 | Standing 9 | Standing 1 | Standing 13 | Special 3 | Special 2,129,5,5.1324
TNP-00500,Meherzia Labidi,Ennahdha,6,CMT-3a051620fd33 CMT-3e7af871322d CMT-4633b2874c88 CMT-47b4ceeab70a CMT-8d6af35d5cb4 CMT-a48500711e9b,Standing 4 | Standing 7 | Standing 9 | Standing 16 | Special 1 | Standing 11,128,14,5.2176
TNP-00357,Yamina Zoghlami,Ennahdha,6,CMT-3a051620fd33 CMT-4633b2874c88 CMT-535731ec7ffd CMT-8d6af35d5cb4 CMT-a48500711e9b CMT-e5dff9bf0bca,Standing 4 | Standing 9 | Standing 1 | Special 1 | Standing 11 | Special 2,128,7,5.0801
TNP-00289,Mongi Rahoui,Popular Front,6,CMT-2bc1cee50ba8 CMT-601d95a949aa CMT-879180464a95 CMT-8d6af35d5cb4 CMT-c19410caa909 CMT-e1fb561ef6b9,Standing 8 | Standing 13 | Special 4 | Special 1 | Standing 6 | Special 5,118,11,6.2453
TNP-00885,Mohamed Amine Kahloul,No bloc,5,CMT-47b4ceeab70a CMT-535731ec7ffd CMT-5863460337e8 CMT-8a5b9ec83476 CMT-f7166b323046,Standing 16 | Standing 1 | Standing 10 | Standing 2 | Standing 3,151,2,4.3625
TNP-00305,Noomane El Euch,Democratic Bloc,5,CMT-2bc1cee50ba8 CMT-3a051620fd33 CMT-3e7af871322d CMT-601d95a949aa CMT-8a5b9ec83476,Standing 8 | Standing 4 | Standing 7 | Standing 13 | Standing 2,143,1,3.6907
TNP-00925,Olfa Jouini,Nidaa Tounes,5,CMT-3a051620fd33 CMT-5863460337e8 CMT-7858621d9962 CMT-8a5b9ec83476 CMT-a48500711e9b,Standing 4 | Standing 10 | Standing 14 | Standing 2 | Standing 11,142,2,3.9935
TNP-00553,Soulef Ksantini,Ennahdha,5,CMT-3a051620fd33 CMT-535731ec7ffd CMT-894b8d7f301d CMT-90ddb75794d7 CMT-a48500711e9b,Standing 4 | Standing 1 | Standing 15 | Standing 5 | Standing 11,141,2,3.7969
TNP-00952,Taoufik Jemli,Loyalty to the Nation,5,CMT-4633b2874c88 CMT-5863460337e8 CMT-894b8d7f301d CMT-c19410caa909 CMT-f7166b323046,Standing 9 | Standing 10 | Standing 15 | Standing 6 | Standing 3,139,13,4.8453
TNP-00896,Mohamed Jalel Ghedira,National Coalition,5,CMT-47b4ceeab70a CMT-5863460337e8 CMT-601d95a949aa CMT-894b8d7f301d CMT-c19410caa909,Standing 16 | Standing 10 | Standing 13 | Standing 15 | Standing 6,137,0,4.5109
TNP-00893,Mohamed Frikha,Ennahdha,5,CMT-2bc1cee50ba8 CMT-3e7af871322d CMT-4633b2874c88 CMT-535731ec7ffd CMT-c19410caa909,Standing 8 | Standing 7 | Standing 9 | Standing 1 | Standing 6,136,2,4.0704
TNP-00864,Khemais Ksila,Loyalty to the Nation,5,CMT-4633b2874c88 CMT-535731ec7ffd CMT-79ca761acaf6 CMT-894b8d7f301d CMT-90ddb75794d7,Standing 9 | Standing 1 | Special 3 | Standing 15 | Standing 5,134,10,4.9057
TNP-00333,Samir Dilou,Ennahdha,5,CMT-3a051620fd33 CMT-7858621d9962 CMT-894b8d7f301d CMT-90ddb75794d7 CMT-a48500711e9b,Standing 4 | Standing 14 | Standing 15 | Standing 5 | Standing 11,134,1,3.7653
TNP-00876,Lilia Younes Ksibi,National Coalition,5,CMT-2bc1cee50ba8 CMT-601d95a949aa CMT-894b8d7f301d CMT-a48500711e9b CMT-b9e5e4367488,Standing 8 | Standing 13 | Standing 15 | Standing 11 | Standing 17,133,2,4.4257
TNP-00865,Lajmi Lourimi,Ennahdha,5,CMT-2bc1cee50ba8 CMT-3e7af871322d CMT-47b4ceeab70a CMT-535731ec7ffd CMT-c19410caa909,Standing 8 | Standing 7 | Standing 16 | Standing 1 | Standing 6,133,1,3.7566
TNP-00911,Mondher Belhaj Ali,No bloc,5,CMT-3a051620fd33 CMT-47b4ceeab70a CMT-535731ec7ffd CMT-e5dff9bf0bca CMT-f7166b323046,Standing 4 | Standing 16 | Standing 1 | Special 2 | Standing 3,132,1,4.335
TNP-00804,Ahmed Seddik,Popular Front,5,CMT-3a051620fd33 CMT-a48500711e9b CMT-c19410caa909 CMT-cab87800ef44 CMT-e5dff9bf0bca,Standing 4 | Standing 11 | Standing 6 | Standing 12 | Special 2,131,5,4.7714
TNP-00247,Latifa Habachi,Ennahdha,5,CMT-3a051620fd33 CMT-4633b2874c88 CMT-5863460337e8 CMT-7858621d9962 CMT-c19410caa909,Standing 4 | Standing 9 | Standing 10 | Standing 14 | Standing 6,131,1,3.6797
TNP-00254,Mahbouba Ben Dhifallah,Ennahdha,5,CMT-3e7af871322d CMT-a48500711e9b CMT-cab87800ef44 CMT-e5dff9bf0bca CMT-f7166b323046,Standing 7 | Standing 11 | Standing 12 | Special 2 | Standing 3,129,2,4.1998
TNP-00897,Mohamed Kamel Besbes,Ennahdha,5,CMT-3e7af871322d CMT-4633b2874c88 CMT-7858621d9962 CMT-8a5b9ec83476 CMT-c19410caa909,Standing 7 | Standing 9 | Standing 14 | Standing 2 | Standing 6,129,1,3.5823
TNP-00931,Ramzi Ben Fraj,Ennahdha,5,CMT-3a051620fd33 CMT-4633b2874c88 CMT-5863460337e8 CMT-79ca761acaf6 CMT-8a5b9ec83476,Standing 4 | Standing 9 | Standing 10 | Special 3 | Standing 2,128,3,4.3791
TNP-00468,Abdelaziz Kotti,Nidaa Tounes,5,CMT-2bc1cee50ba8 CMT-535731ec7ffd CMT-90ddb75794d7 CMT-b9e5e4367488 CMT-cab87800ef44,Standing 8 | Standing 1 | Standing 5 | Standing 17 | Standing 12,128,4,4.2283
TNP-00836,Haykel Belgacem,Popular Front,5,CMT-47b4ceeab70a CMT-8a5b9ec83476 CMT-90ddb75794d7 CMT-a9259327aabc CMT-cab87800ef44,Standing 16 | Standing 2 | Standing 5 | Standing 18 | Standing 12,126,3,4.3486
TNP-00803,Ahmed Saidi,National Coalition,5,CMT-3e7af871322d CMT-7858621d9962 CMT-894b8d7f301d CMT-e5dff9bf0bca CMT-f7166b323046,Standing 7 | Standing 14 | Standing 15 | Special 2 | Standing 3,126,1,4.4061
TNP-00874,Leila Ouled Ali,National Coalition,5,CMT-5863460337e8 CMT-90ddb75794d7 CMT-b9e5e4367488 CMT-e5dff9bf0bca CMT-f7166b323046,Standing 10 | Standing 5 | Standing 17 | Special 2 | Standing 3,124,7,5.0656
TNP-00355,Walid Jalled,National Coalition,5,CMT-3e7af871322d CMT-894b8d7f301d CMT-8a5b9ec83476 CMT-a9259327aabc CMT-c19410caa909,Standing 7 | Standing 15 | Standing 2 | Standing 18 | Standing 6,123,5,4.9828
TNP-00236,Jamila Jouini,Ennahdha,5,CMT-535731ec7ffd CMT-601d95a949aa CMT-a48500711e9b CMT-b9e5e4367488 CMT-cab87800ef44,Standing 1 | Standing 13 | Standing 11 | Standing 17 | Standing 12,123,2,3.775
TNP-00840,Hela Omrane,National Coalition,5,CMT-4633b2874c88 CMT-8a5b9ec83476 CMT-8d6af35d5cb4 CMT-90ddb75794d7 CMT-a48500711e9b,Standing 9 | Standing 2 | Special 1 | Standing 5 | Standing 11,123,2,4.1369
TNP-00445,Sana Mersni,Ennahdha,5,CMT-3a051620fd33 CMT-79ca761acaf6 CMT-90ddb75794d7 CMT-b9e5e4367488 CMT-c19410caa909,Standing 4 | Special 3 | Standing 5 | Standing 17 | Standing 6,122,5,4.3344
TNP-00793,Abdellatif Mekki,Ennahdha,5,CMT-2bc1cee50ba8 CMT-894b8d7f301d CMT-8d6af35d5cb4 CMT-90ddb75794d7 CMT-c19410caa909,Standing 8 | Standing 15 | Special 1 | Standing 5 | Standing 6,122,5,4.2215
TNP-00871,Leila Bougatef,Al Horra (Machrouu Tounes),5,CMT-79ca761acaf6 CMT-894b8d7f301d CMT-8a5b9ec83476 CMT-c19410caa909 CMT-e5dff9bf0bca,Special 3 | Standing 15 | Standing 2 | Standing 6 | Special 2,120,2,4.7083
TNP-00204,Ferida Laabidi,Ennahdha,5,CMT-3a051620fd33 CMT-3e7af871322d CMT-7858621d9962 CMT-79ca761acaf6 CMT-8d6af35d5cb4,Standing 4 | Standing 7 | Standing 14 | Special 3 | Special 1,120,1,4.4571
TNP-00815,Bechir Ben Amor,National Coalition,5,CMT-2bc1cee50ba8 CMT-535731ec7ffd CMT-879180464a95 CMT-e1fb561ef6b9 CMT-f7166b323046,Standing 8 | Standing 1 | Special 4 | Special 5 | Standing 3,118,6,4.7496
TNP-00912,Mongi Harbaoui,Nidaa Tounes,5,CMT-2bc1cee50ba8 CMT-879180464a95 CMT-90ddb75794d7 CMT-e5dff9bf0bca CMT-f7166b323046,Standing 8 | Special 4 | Standing 5 | Special 2 | Standing 3,118,12,4.8322
TNP-00902,Mohamed Nejib Torjmane,Al Horra (Machrouu Tounes),5,CMT-2bc1cee50ba8 CMT-b9e5e4367488 CMT-c19410caa909 CMT-e1fb561ef6b9 CMT-f7166b323046,Standing 8 | Standing 17 | Standing 6 | Special 5 | Standing 3,118,1,3.87
TNP-00943,Sami Fetnassi,Ennahdha,5,CMT-2bc1cee50ba8 CMT-3e7af871322d CMT-47b4ceeab70a CMT-601d95a949aa CMT-879180464a95,Standing 8 | Standing 7 | Standing 16 | Standing 13 | Special 4,116,4,4.2141
TNP-00812,Asma Bou Hana,Nidaa Tounes,5,CMT-601d95a949aa CMT-79ca761acaf6 CMT-894b8d7f301d CMT-c19410caa909 CMT-e1fb561ef6b9,Standing 13 | Special 3 | Standing 15 | Standing 6 | Special 5,116,4,4.6922
TNP-00837,Hedi Soula,Ennahdha,5,CMT-601d95a949aa CMT-879180464a95 CMT-cab87800ef44 CMT-e1fb561ef6b9 CMT-f7166b323046,Standing 13 | Special 4 | Standing 12 | Special 5 | Standing 3,114,0,4.6124
TNP-00498,Mabrouk Hrizi,Democratic Bloc,5,CMT-79ca761acaf6 CMT-894b8d7f301d CMT-8d6af35d5cb4 CMT-90ddb75794d7 CMT-c19410caa909,Special 3 | Standing 15 | Special 1 | Standing 5 | Standing 6,110,8,5.1818
TNP-00872,Leila Hamrouni,National Coalition,5,CMT-2bc1cee50ba8 CMT-3e7af871322d CMT-47b4ceeab70a CMT-8d6af35d5cb4 CMT-a48500711e9b,Standing 8 | Standing 7 | Standing 16 | Special 1 | Standing 11,110,4,4.5096
TNP-00183,Bechir Khelifi,Ennahdha,5,CMT-3a051620fd33 CMT-5863460337e8 CMT-7858621d9962 CMT-a9259327aabc CMT-e5dff9bf0bca,Standing 4 | Standing 10 | Standing 14 | Standing 18 | Special 2,108,1,4.3324
TNP-00945,Slim Besbes,Ennahdha,5,CMT-2bc1cee50ba8 CMT-601d95a949aa CMT-879180464a95 CMT-a48500711e9b CMT-e1fb561ef6b9,Standing 8 | Standing 13 | Special 4 | Standing 11 | Special 5,107,7,4.6531
TNP-00935,Sabrine Goubantini,National Coalition,5,CMT-3e7af871322d CMT-79ca761acaf6 CMT-894b8d7f301d CMT-8a5b9ec83476 CMT-c19410caa909,Standing 7 | Special 3 | Standing 15 | Standing 2 | Standing 6,106,1,3.6762
TNP-00926,Olfa Soukri,No bloc,5,CMT-2bc1cee50ba8 CMT-601d95a949aa CMT-879180464a95 CMT-a48500711e9b CMT-e1fb561ef6b9,Standing 8 | Standing 13 | Special 4 | Standing 11 | Special 5,105,10,5.0296
TNP-00792,Abdelkader Ben Dhifallah,No bloc,4,CMT-5863460337e8 CMT-7858621d9962 CMT-c19410caa909 CMT-cab87800ef44,Standing 10 | Standing 14 | Standing 6 | Standing 12,133,3,4.4536
TNP-00919,Najla Saadaoui,Nidaa Tounes,4,CMT-3a051620fd33 CMT-3e7af871322d CMT-c19410caa909 CMT-cab87800ef44,Standing 4 | Standing 7 | Standing 6 | Standing 12,127,3,4.1445
TNP-00824,Chakib Bani,Nidaa Tounes,4,CMT-2bc1cee50ba8 CMT-535731ec7ffd CMT-5863460337e8 CMT-601d95a949aa,Standing 8 | Standing 1 | Standing 10 | Standing 13,126,2,4.0456
TNP-00797,Abderraouf Chebbi,Nidaa Tounes,4,CMT-2bc1cee50ba8 CMT-5863460337e8 CMT-894b8d7f301d CMT-8a5b9ec83476,Standing 8 | Standing 10 | Standing 15 | Standing 2,126,1,3.8155
TNP-00801,Abir Abdelli,National Coalition,4,CMT-4633b2874c88 CMT-8a5b9ec83476 CMT-cab87800ef44 CMT-f7166b323046,Standing 9 | Standing 2 | Standing 12 | Standing 3,124,0,3.6283
TNP-00807,Ali Bennour,National Coalition,4,CMT-47b4ceeab70a CMT-535731ec7ffd CMT-90ddb75794d7 CMT-c19410caa909,Standing 16 | Standing 1 | Standing 5 | Standing 6,123,3,3.4145
TNP-00913,Monia Brahim,Ennahdha,4,CMT-601d95a949aa CMT-894b8d7f301d CMT-8a5b9ec83476 CMT-c19410caa909,Standing 13 | Standing 15 | Standing 2 | Standing 6,123,1,3.2398
TNP-00950,Taher Battikh,Nidaa Tounes,4,CMT-2bc1cee50ba8 CMT-3e7af871322d CMT-8a5b9ec83476 CMT-b9e5e4367488,Standing 8 | Standing 7 | Standing 2 | Standing 17,122,2,3.743
TNP-00849,Ibtissem Jebabli,National Coalition,4,CMT-535731ec7ffd CMT-5863460337e8 CMT-894b8d7f301d CMT-a48500711e9b,Standing 1 | Standing 10 | Standing 15 | Standing 11,122,2,3.4178
TNP-00886,Mohamed Anouar Adhar,National Coalition,4,CMT-535731ec7ffd CMT-894b8d7f301d CMT-cab87800ef44 CMT-f7166b323046,Standing 1 | Standing 15 | Standing 12 | Standing 3,122,0,3.2953
TNP-00948,Souhail Alouini,National Coalition,4,CMT-4633b2874c88 CMT-601d95a949aa CMT-7858621d9962 CMT-c19410caa909,Standing 9 | Standing 13 | Standing 14 | Standing 6,121,9,4.5107
TNP-00942,Sameh Bouhaouel,Nidaa Tounes,4,CMT-3a051620fd33 CMT-601d95a949aa CMT-a48500711e9b CMT-cab87800ef44,Standing 4 | Standing 13 | Standing 11 | Standing 12,121,16,4.8999
TNP-00838,Heger Ben Cheikh Ahmed,National Coalition,4,CMT-3a051620fd33 CMT-4633b2874c88 CMT-535731ec7ffd CMT-90ddb75794d7,Standing 4 | Standing 9 | Standing 1 | Standing 5,121,1,2.8692
TNP-00844,Houda Tekaya,Nidaa Tounes,4,CMT-3a051620fd33 CMT-535731ec7ffd CMT-b9e5e4367488 CMT-f7166b323046,Standing 4 | Standing 1 | Standing 17 | Standing 3,121,0,3.3385
TNP-00799,Abderraouf El May,National Coalition,4,CMT-2bc1cee50ba8 CMT-4633b2874c88 CMT-5863460337e8 CMT-7858621d9962,Standing 8 | Standing 9 | Standing 10 | Standing 14,121,0,3.0099
TNP-00956,Wafa Makhlouf,Nidaa Tounes,4,CMT-4633b2874c88 CMT-5863460337e8 CMT-601d95a949aa CMT-8a5b9ec83476,Standing 9 | Standing 10 | Standing 13 | Standing 2,120,5,3.7657
TNP-00361,Zeineb Brahmi,Ennahdha,4,CMT-3a051620fd33 CMT-3e7af871322d CMT-4633b2874c88 CMT-7858621d9962,Standing 4 | Standing 7 | Standing 9 | Standing 14,120,0,3.5305
TNP-00884,Mohamed Ali Bedoui,Ennahdha,4,CMT-5863460337e8 CMT-8a5b9ec83476 CMT-90ddb75794d7 CMT-cab87800ef44,Standing 10 | Standing 2 | Standing 5 | Standing 12,119,1,3.7356
TNP-00917,Nadia Zangar,Al Horra (Machrouu Tounes),4,CMT-3e7af871322d CMT-5863460337e8 CMT-7858621d9962 CMT-8a5b9ec83476,Standing 7 | Standing 10 | Standing 14 | Standing 2,118,0,3.3953
TNP-00174,Ameur Laraiedh,Ennahdha,4,CMT-535731ec7ffd CMT-5863460337e8 CMT-601d95a949aa CMT-b9e5e4367488,Standing 1 | Standing 10 | Standing 13 | Standing 17,117,6,3.8824
TNP-00802,Ahmed Ameri,Ennahdha,4,CMT-535731ec7ffd CMT-5863460337e8 CMT-894b8d7f301d CMT-8d6af35d5cb4,Standing 1 | Standing 10 | Standing 15 | Special 1,117,2,3.7647
TNP-00910,Moncef Sellami,National Coalition,4,CMT-2bc1cee50ba8 CMT-5863460337e8 CMT-b9e5e4367488 CMT-f7166b323046,Standing 8 | Standing 10 | Standing 17 | Standing 3,117,4,3.8415
TNP-00923,Noureddine Ben Achour,Loyalty to the Nation,4,CMT-2bc1cee50ba8 CMT-3a051620fd33 CMT-535731ec7ffd CMT-c19410caa909,Standing 8 | Standing 4 | Standing 1 | Standing 6,117,1,2.9422
TNP-00959,Youssef Jouini,Nidaa Tounes,4,CMT-601d95a949aa CMT-7858621d9962 CMT-79ca761acaf6 CMT-90ddb75794d7,Standing 13 | Standing 14 | Special 3 | Standing 5,116,3,4.6699
TNP-00846,Hssan Amri,Nidaa Tounes,4,CMT-3a051620fd33 CMT-601d95a949aa CMT-8a5b9ec83476 CMT-8d6af35d5cb4,Standing 4 | Standing 13 | Standing 2 | Special 1,116,1,3.5372
TNP-00332,Samia Abbou,Democratic Bloc,4,CMT-2bc1cee50ba8 CMT-3a051620fd33 CMT-535731ec7ffd CMT-b9e5e4367488,Standing 8 | Standing 4 | Standing 1 | Standing 17,116,0,3.0307
TNP-00401,Imen Ben Mhamed,Ennahdha,4,CMT-3e7af871322d CMT-4633b2874c88 CMT-90ddb75794d7 CMT-b9e5e4367488,Standing 7 | Standing 9 | Standing 5 | Standing 17,115,2,3.1193
TNP-00933,Ridha Zghondi,No bloc,4,CMT-3a051620fd33 CMT-4633b2874c88 CMT-535731ec7ffd CMT-c19410caa909,Standing 4 | Standing 9 | Standing 1 | Standing 6,115,6,3.6659
TNP-00145,Channoufi Naceur,National Coalition,4,CMT-47b4ceeab70a CMT-90ddb75794d7 CMT-b9e5e4367488 CMT-f7166b323046,Standing 16 | Standing 5 | Standing 17 | Standing 3,114,1,3.2102
TNP-00954,Tarek Barrak,Popular Front,4,CMT-47b4ceeab70a CMT-8a5b9ec83476 CMT-90ddb75794d7 CMT-f7166b323046,Standing 16 | Standing 2 | Standing 5 | Standing 3,114,1,3.0808
TNP-00285,Mohamed Zrig,Ennahdha,4,CMT-535731ec7ffd CMT-8d6af35d5cb4 CMT-b9e5e4367488 CMT-c19410caa909,Standing 1 | Special 1 | Standing 17 | Standing 6,114,1,3.8294
TNP-00429,Rim Thairi,Democratic Bloc,4,CMT-4633b2874c88 CMT-47b4ceeab70a CMT-7858621d9962 CMT-a48500711e9b,Standing 9 | Standing 16 | Standing 14 | Standing 11,113,9,4.2612
TNP-00936,Safia Khalfi,Ennahdha,4,CMT-3e7af871322d CMT-cab87800ef44 CMT-e5dff9bf0bca CMT-f7166b323046,Standing 7 | Standing 12 | Special 2 | Standing 3,113,3,3.7273
TNP-00818,Bochra Belhaj Hamida,National Coalition,4,CMT-4633b2874c88 CMT-535731ec7ffd CMT-7858621d9962 CMT-a48500711e9b,Standing 9 | Standing 1 | Standing 14 | Standing 11,113,1,3.3169
TNP-00850,Ikram Moulahi,National Coalition,4,CMT-3e7af871322d CMT-894b8d7f301d CMT-a48500711e9b CMT-cab87800ef44,Standing 7 | Standing 15 | Standing 11 | Standing 12,113,2,3.5151
