vote_date,listed_members,share_absent,share_abstained,share_not_voting
2012-07-18,209,0.1531,0.0383,0.1914
2012-07-24,209,0.1579,0.0048,0.1627
2012-11-08,210,0.3524,0.0,0.3524
2012-11-14,210,0.3143,0.0,0.3143
2012-11-14,210,0.3667,0.0,0.3667
2012-11-20,210,0.4,0.0,0.4
2012-11-27,210,0.319,0.0381,0.3571
2012-11-27,210,0.3381,0.0048,0.3429
2012-11-27,210,0.3571,0.019,0.3762
2012-11-27,210,0.3714,0.0,0.3714
2012-11-27,210,0.3714,0.0048,0.3762
2012-11-27,210,0.381,0.0,0.381
2012-11-28,210,0.4524,0.0,0.4524
2012-11-29,210,0.3381,0.0762,0.4143
2012-11-29,210,0.3476,0.0762,0.4238
2012-12-04,210,0.2619,0.0143,0.2762
2012-12-04,210,0.2857,0.0095,0.2952
2012-12-04,210,0.3667,0.019,0.3857
2012-12-04,210,0.3714,0.0143,0.3857
2012-12-04,210,0.3905,0.0143,0.4048
2012-12-04,210,0.4238,0.0143,0.4381
2012-12-05,210,0.3048,0.0048,0.3095
2012-12-05,210,0.4381,0.0333,0.4714
2012-12-06,210,0.4048,0.0048,0.4095
2012-12-06,210,0.419,0.0143,0.4333
2012-12-06,210,0.4286,0.0095,0.4381
2012-12-06,210,0.4333,0.0,0.4333
2012-12-06,210,0.4333,0.0143,0.4476
2012-12-06,210,0.4429,0.0,0.4429
2012-12-06,210,0.4429,0.0048,0.4476
2012-12-06,210,0.4524,0.0,0.4524
2012-12-06,210,0.4524,0.0048,0.4571
2012-12-06,210,0.4524,0.0095,0.4619
2012-12-06,210,0.4571,0.0,0.4571
2012-12-06,210,0.5571,0.0,0.5571
2012-12-12,210,0.3714,0.0714,0.4429
2012-12-12,210,0.4571,0.0286,0.4857
2012-12-12,210,0.4667,0.0286,0.4952
2012-12-14,210,0.4619,0.0095,0.4714
2012-12-14,210,0.5095,0.0714,0.581
2012-12-20,210,0.2857,0.119,0.4048
2012-12-24,210,0.2952,0.1,0.3952
2012-12-24,210,0.3,0.1,0.4
2012-12-24,210,0.3048,0.081,0.3857
2012-12-24,210,0.3048,0.0952,0.4
2012-12-24,210,0.3143,0.0952,0.4095
2012-12-24,210,0.319,0.081,0.4
2012-12-24,210,0.319,0.081,0.4
2012-12-24,210,0.319,0.0905,0.4095
2012-12-24,210,0.3238,0.0714,0.3952
2012-12-24,210,0.3238,0.0714,0.3952
2012-12-24,210,0.3286,0.0857,0.4143
2012-12-24,210,0.3381,0.0714,0.4095
2012-12-24,210,0.3429,0.0667,0.4095
2012-12-24,210,0.3429,0.1048,0.4476
2012-12-24,210,0.3476,0.0619,0.4095
2012-12-24,210,0.3524,0.081,0.4333
2012-12-24,210,0.3524,0.0952,0.4476
2012-12-24,210,0.3524,0.1143,0.4667
2012-12-24,210,0.3571,0.0952,0.4524
2012-12-24,210,0.3571,0.1,0.4571
2012-12-24,210,0.3619,0.1048,0.4667
2012-12-24,210,0.3667,0.0952,0.4619
2012-12-24,210,0.3667,0.1048,0.4714
2012-12-24,210,0.3762,0.0857,0.4619
2012-12-24,210,0.3762,0.1048,0.481
2012-12-24,210,0.3905,0.0905,0.481
2012-12-24,210,0.3952,0.0762,0.4714
2012-12-24,210,0.4238,0.0619,0.4857
2013-03-09,211,0.4076,0.0142,0.4218
2013-03-09,211,0.4171,0.0095,0.4265
2013-03-09,211,0.4171,0.0237,0.4408
2013-03-09,211,0.4218,0.0427,0.4645
2013-03-09,211,0.4218,0.0569,0.4787
2013-03-09,211,0.4265,0.0284,0.455
2013-03-09,211,0.4408,0.0284,0.4692
2013-03-11,211,0.3555,0.0284,0.3839
2013-03-11,211,0.3649,0.0284,0.3934
2013-03-11,211,0.3839,0.019,0.4028
2013-03-11,211,0.3839,0.0332,0.4171
2013-03-11,211,0.3934,0.0237,0.4171
2013-03-11,211,0.3981,0.019,0.4171
2013-03-11,211,0.4076,0.019,0.4265
2013-03-13,211,0.0853,0.0616,0.1469
2013-03-14,211,0.4265,0.0284,0.455
2013-03-15,211,0.3412,0.0853,0.4265
2013-03-15,211,0.3649,0.0095,0.3744
2013-03-15,211,0.3886,0.0379,0.4265
2013-03-15,211,0.455,0.0427,0.4976
2013-03-15,211,0.4787,0.0427,0.5213
2013-03-15,211,0.4834,0.0569,0.5403
2013-04-03,211,0.4123,0.0332,0.4455
2013-04-03,211,0.5403,0.019,0.5592
2013-04-10,211,0.3555,0.0047,0.3602
2013-04-10,211,0.3791,0.0,0.3791
2013-04-10,211,0.3886,0.0,0.3886
2013-04-10,211,0.3934,0.019,0.4123
2013-04-10,211,0.4028,0.0047,0.4076
2013-04-10,211,0.4313,0.0047,0.436
2013-04-10,211,0.4455,0.0142,0.4597
2013-04-11,211,0.3318,0.0332,0.3649
2013-04-11,211,0.3365,0.0237,0.3602
2013-04-12,211,0.3649,0.0047,0.3697
2013-04-12,211,0.3886,0.0142,0.4028
2013-04-12,211,0.3934,0.0047,0.3981
2013-04-12,211,0.3934,0.0047,0.3981
2013-04-12,211,0.4123,0.0047,0.4171
2013-04-12,211,0.4218,0.0142,0.436
2013-04-16,211,0.1896,0.0664,0.2559
2013-04-23,211,0.3081,0.1185,0.4265
2013-04-23,211,0.3365,0.0237,0.3602
2013-04-23,211,0.3649,0.0142,0.3791
2013-04-23,211,0.3649,0.0332,0.3981
2013-04-23,211,0.3697,0.0142,0.3839
2013-04-23,211,0.3934,0.0047,0.3981
2013-04-24,211,0.2749,0.0474,0.3223
2013-04-24,211,0.2844,0.019,0.3033
2013-04-24,211,0.3081,0.0284,0.3365
2013-04-24,211,0.3175,0.0664,0.3839
2013-04-24,211,0.3365,0.0332,0.3697
2013-04-24,211,0.3507,0.0332,0.3839
2013-04-24,211,0.3555,0.019,0.3744
2013-04-24,211,0.3555,0.0332,0.3886
2013-04-24,211,0.3555,0.0379,0.3934
2013-04-24,211,0.3649,0.019,0.3839
2013-04-24,211,0.3649,0.0237,0.3886
2013-05-03,211,0.3081,0.1043,0.4123
2013-05-03,211,0.4076,0.0664,0.4739
2013-05-09,211,0.3649,0.0569,0.4218
2013-05-09,211,0.3839,0.0616,0.4455
2013-05-09,211,0.4265,0.0758,0.5024
2013-05-09,211,0.4455,0.0616,0.5071
2013-06-05,211,0.2607,0.1137,0.3744
2013-06-05,211,0.3223,0.0474,0.3697
2013-06-21,212,0.4245,0.0425,0.467
2013-06-26,212,0.4717,0.0236,0.4953
2013-06-28,212,0.3726,0.0094,0.3821
2013-07-10,212,0.2925,0.0755,0.3679
2013-07-17,212,0.3208,0.0708,0.3915
2013-07-17,212,0.3491,0.0708,0.4198
2013-07-17,212,0.4811,0.0472,0.5283
2013-07-19,212,0.0802,0.0,0.0802
2013-07-19,212,0.1462,0.0,0.1462
2013-07-20,212,0.1557,0.0,0.1557
2013-07-20,212,0.1698,0.0,0.1698
2013-07-20,212,0.2453,0.0,0.2453
2013-07-22,212,0.2075,0.0,0.2075
2013-07-23,212,0.1274,0.0,0.1274
2013-07-23,212,0.1745,0.0,0.1745
2013-08-30,212,0.0,0.0,0.0
2013-09-17,212,0.4009,0.0142,0.4151
2013-09-17,212,0.4198,0.0142,0.434
2013-09-17,212,0.4434,0.0,0.4434
2013-09-17,212,0.4434,0.0094,0.4528
2013-09-17,212,0.4623,0.0377,0.5
2013-09-24,212,0.4198,0.0142,0.434
2013-09-24,212,0.4434,0.0142,0.4575
2013-09-24,212,0.4575,0.0,0.4575
2013-09-24,212,0.4623,0.0047,0.467
2013-09-24,212,0.5472,0.0094,0.5566
2013-10-03,213,0.5634,0.0141,0.5775
2013-10-09,213,0.5023,0.0,0.5023
2013-10-18,213,0.4554,0.0141,0.4695
2013-10-18,213,0.4554,0.0188,0.4742
2013-10-24,213,0.4742,0.0141,0.4883
2013-10-29,213,0.216,0.0141,0.23
2013-10-29,213,0.216,0.0469,0.2629
2013-10-29,213,0.2254,0.0423,0.2676
2013-10-29,213,0.2441,0.0047,0.2488
2013-10-29,213,0.2441,0.0235,0.2676
2013-10-29,213,0.2488,0.0188,0.2676
2013-10-29,213,0.2488,0.0235,0.2723
2013-10-29,213,0.2488,0.0329,0.2817
2013-10-29,213,0.2535,0.1174,0.3709
2013-10-29,213,0.2817,0.0141,0.2958
2013-10-29,213,0.2911,0.0329,0.3239
2013-10-29,213,0.3474,0.0094,0.3568
2013-11-02,213,0.554,0.0282,0.5822
2013-11-04,213,0.4319,0.0188,0.4507
2013-11-04,213,0.4366,0.0094,0.446
2013-11-04,213,0.4413,0.0,0.4413
2013-11-04,213,0.4695,0.1737,0.6432
2013-11-04,213,0.493,0.0,0.493
2013-11-04,213,0.5023,0.0,0.5023
2013-11-04,213,0.5117,0.0657,0.5775
2013-11-04,213,0.5164,0.0469,0.5634
2013-11-04,213,0.5352,0.0516,0.5869
2013-11-04,213,0.5446,0.0798,0.6244
2013-11-04,213,0.5681,0.0,0.5681
2013-11-04,213,0.5681,0.0,0.5681
2013-11-04,213,0.5728,0.0047,0.5775
2013-11-04,213,0.6291,0.108,0.7371
2013-11-04,213,0.6385,0.0423,0.6808
2013-11-22,214,0.5701,0.0888,0.6589
2013-11-22,214,0.5794,0.014,0.5935
2013-11-22,214,0.5841,0.0093,0.5935
2013-11-22,214,0.5841,0.014,0.5981
2013-11-22,214,0.6075,0.014,0.6215
2013-11-22,214,0.6168,0.014,0.6308
2013-11-22,214,0.6215,0.014,0.6355
2013-11-22,214,0.6215,0.014,0.6355
2013-11-22,214,0.6215,0.014,0.6355
2013-11-22,214,0.6262,0.014,0.6402
2013-11-22,214,0.6262,0.014,0.6402
2013-11-22,214,0.6262,0.014,0.6402
2013-11-22,214,0.6262,0.0234,0.6495
2013-11-22,214,0.6308,0.014,0.6449
2013-11-22,214,0.6308,0.014,0.6449
2013-11-27,214,0.243,0.1028,0.3458
2013-11-27,214,0.2523,0.0374,0.2897
2013-11-27,214,0.257,0.0701,0.3271
2013-11-27,214,0.271,0.0421,0.3131
2013-11-27,214,0.2757,0.0467,0.3224
2013-11-27,214,0.3037,0.0607,0.3645
2013-11-27,214,0.3505,0.0514,0.4019
2013-12-04,214,0.5841,0.0,0.5841
2013-12-13,214,0.4393,0.0,0.4393
2013-12-13,214,0.4393,0.0,0.4393
2013-12-13,214,0.4393,0.0,0.4393
2013-12-13,214,0.4393,0.0,0.4393
2013-12-13,214,0.4393,0.0047,0.4439
2013-12-13,214,0.4393,0.0093,0.4486
2013-12-13,214,0.4393,0.0093,0.4486
2013-12-13,214,0.4439,0.0,0.4439
2013-12-13,214,0.4533,0.0,0.4533
2013-12-13,214,0.4766,0.0187,0.4953
2013-12-14,214,0.3832,0.028,0.4112
2013-12-14,214,0.3972,0.0093,0.4065
2013-12-14,214,0.3972,0.014,0.4112
2013-12-14,214,0.3972,0.0234,0.4206
2013-12-14,214,0.4019,0.0093,0.4112
2013-12-14,214,0.4065,0.0,0.4065
2013-12-14,214,0.4065,0.0,0.4065
2013-12-14,214,0.4065,0.0093,0.4159
2013-12-14,214,0.4065,0.0327,0.4393
2013-12-14,214,0.4112,0.0,0.4112
2013-12-14,214,0.4112,0.0047,0.4159
2013-12-14,214,0.4112,0.0093,0.4206
2013-12-14,214,0.4112,0.014,0.4252
2013-12-14,214,0.4159,0.0,0.4159
2013-12-14,214,0.4159,0.0,0.4159
2013-12-14,214,0.4159,0.0047,0.4206
2013-12-14,214,0.4159,0.0093,0.4252
2013-12-14,214,0.4159,0.0093,0.4252
2013-12-14,214,0.4159,0.0093,0.4252
2013-12-14,214,0.4206,0.0,0.4206
2013-12-14,214,0.4206,0.0,0.4206
2013-12-14,214,0.4206,0.0,0.4206
2013-12-14,214,0.4206,0.0047,0.4252
2013-12-14,214,0.4206,0.0047,0.4252
2013-12-14,214,0.4206,0.0093,0.4299
2013-12-14,214,0.4252,0.0,0.4252
2013-12-14,214,0.4252,0.0,0.4252
2013-12-14,214,0.4252,0.0,0.4252
2013-12-14,214,0.4252,0.0,0.4252
2013-12-14,214,0.4252,0.0047,0.4299
2013-12-14,214,0.4252,0.0047,0.4299
2013-12-14,214,0.4252,0.0093,0.4346
2013-12-14,214,0.4252,0.0327,0.4579
2013-12-14,214,0.4299,0.0,0.4299
2013-12-14,214,0.4299,0.0,0.4299
2013-12-14,214,0.4299,0.0,0.4299
2013-12-14,214,0.4299,0.0,0.4299
2013-12-14,214,0.4299,0.0,0.4299
2013-12-14,214,0.4299,0.0,0.4299
2013-12-14,214,0.4299,0.0,0.4299
2013-12-14,214,0.4299,0.0,0.4299
2013-12-14,214,0.4299,0.0047,0.4346
2013-12-14,214,0.4299,0.0093,0.4393
2013-12-14,214,0.4346,0.0,0.4346
2013-12-14,214,0.4346,0.0,0.4346
2013-12-14,214,0.4346,0.0,0.4346
2013-12-14,214,0.4346,0.0,0.4346
2013-12-14,214,0.4346,0.0,0.4346
2013-12-14,214,0.4346,0.0,0.4346
2013-12-14,214,0.4346,0.0047,0.4393
2013-12-14,214,0.4346,0.0047,0.4393
2013-12-14,214,0.4346,0.014,0.4486
2013-12-14,214,0.4393,0.0,0.4393
2013-12-14,214,0.4393,0.0,0.4393
2013-12-14,214,0.4393,0.0,0.4393
2013-12-14,214,0.4393,0.0,0.4393
2013-12-14,214,0.4393,0.0,0.4393
2013-12-14,214,0.4393,0.0,0.4393
2013-12-14,214,0.4393,0.0047,0.4439
2013-12-14,214,0.4393,0.0047,0.4439
2013-12-14,214,0.4393,0.0047,0.4439
2013-12-14,214,0.4393,0.0047,0.4439
2013-12-14,214,0.4393,0.0047,0.4439
2013-12-14,214,0.4393,0.0047,0.4439
2013-12-14,214,0.4486,0.0047,0.4533
2013-12-14,214,0.4486,0.0093,0.4579
2013-12-14,214,0.4579,0.0,0.4579
2013-12-14,214,0.4626,0.0,0.4626
2013-12-14,214,0.4626,0.0,0.4626
2013-12-14,214,0.4673,0.0047,0.472
2013-12-14,214,0.4813,0.1355,0.6168
2013-12-21,214,0.4159,0.0701,0.486
2013-12-21,214,0.4159,0.0701,0.486
2013-12-21,214,0.4206,0.0093,0.4299
2013-12-21,214,0.4206,0.0794,0.5
2013-12-21,214,0.4439,0.0654,0.5093
2013-12-21,214,0.4439,0.0748,0.5187
2013-12-21,214,0.486,0.0327,0.5187
2013-12-21,214,0.486,0.0514,0.5374
2013-12-21,214,0.486,0.0654,0.5514
2013-12-21,214,0.5,0.0514,0.5514
2013-12-21,214,0.5047,0.014,0.5187
2013-12-21,214,0.5047,0.0421,0.5467
2013-12-21,214,0.5047,0.0654,0.5701
2013-12-21,214,0.5093,0.0327,0.5421
2013-12-21,214,0.5093,0.0654,0.5748
2013-12-21,214,0.514,0.0187,0.5327
2013-12-21,214,0.5187,0.028,0.5467
2013-12-21,214,0.5187,0.0607,0.5794
2013-12-21,214,0.5234,0.0187,0.5421
2013-12-26,214,0.3692,0.1075,0.4766
2013-12-26,214,0.3972,0.0514,0.4486
2013-12-26,214,0.3972,0.0561,0.4533
2013-12-26,214,0.4019,0.028,0.4299
2013-12-26,214,0.4019,0.0514,0.4533
2013-12-26,214,0.4159,0.0421,0.4579
2013-12-26,214,0.4206,0.0421,0.4626
2013-12-26,214,0.4252,0.0374,0.4626
2013-12-26,214,0.4393,0.0421,0.4813
2013-12-26,214,0.4439,0.0654,0.5093
2013-12-26,214,0.4486,0.0421,0.4907
2013-12-26,214,0.4486,0.0421,0.4907
2013-12-26,214,0.4486,0.0467,0.4953
2013-12-26,214,0.4533,0.0654,0.5187
2013-12-26,214,0.4579,0.0421,0.5
2013-12-26,214,0.4579,0.0467,0.5047
2013-12-26,214,0.4579,0.0561,0.514
2013-12-26,214,0.4626,0.0374,0.5
2013-12-26,214,0.4626,0.0421,0.5047
2013-12-26,214,0.4626,0.0421,0.5047
2013-12-26,214,0.4626,0.0514,0.514
2013-12-26,214,0.4626,0.0841,0.5467
2013-12-26,214,0.4673,0.0234,0.4907
2013-12-26,214,0.4673,0.0421,0.5093
2013-12-26,214,0.4673,0.0421,0.5093
2013-12-26,214,0.4673,0.0841,0.5514
2013-12-26,214,0.472,0.0327,0.5047
2013-12-26,214,0.472,0.0327,0.5047
2013-12-26,214,0.472,0.0748,0.5467
2013-12-26,214,0.4766,0.0093,0.486
2013-12-26,214,0.4766,0.0234,0.5
2013-12-26,214,0.4766,0.028,0.5047
2013-12-26,214,0.4766,0.0374,0.514
2013-12-26,214,0.4766,0.0374,0.514
2013-12-26,214,0.4813,0.0234,0.5047
2013-12-26,214,0.4813,0.0467,0.528
2013-12-26,214,0.4813,0.0467,0.528
2013-12-26,214,0.4813,0.0607,0.5421
2013-12-26,214,0.486,0.014,0.5
2013-12-26,214,0.486,0.028,0.514
2013-12-26,214,0.486,0.0327,0.5187
2013-12-26,214,0.486,0.0467,0.5327
2013-12-26,214,0.486,0.0467,0.5327
2013-12-26,214,0.486,0.0607,0.5467
2013-12-26,214,0.4907,0.028,0.5187
2013-12-26,214,0.4907,0.0327,0.5234
2013-12-26,214,0.4907,0.0374,0.528
2013-12-26,214,0.4907,0.0421,0.5327
2013-12-26,214,0.4907,0.0421,0.5327
2013-12-26,214,0.4907,0.0421,0.5327
2013-12-26,214,0.4953,0.0187,0.514
2013-12-26,214,0.4953,0.0327,0.528
2013-12-26,214,0.4953,0.0607,0.5561
2013-12-26,214,0.5,0.014,0.514
2013-12-26,214,0.5,0.0514,0.5514
2013-12-26,214,0.5,0.0654,0.5654
2013-12-26,214,0.5,0.0748,0.5748
2013-12-26,214,0.5047,0.0187,0.5234
2013-12-26,214,0.5047,0.0234,0.528
2013-12-26,214,0.5047,0.0234,0.528
2013-12-26,214,0.5047,0.028,0.5327
2013-12-26,214,0.5047,0.0327,0.5374
2013-12-26,214,0.5093,0.0421,0.5514
2013-12-26,214,0.514,0.0187,0.5327
2013-12-26,214,0.5187,0.0234,0.5421
2013-12-26,214,0.5187,0.0467,0.5654
2013-12-26,214,0.5234,0.0374,0.5607
2013-12-26,214,0.528,0.0327,0.5607
2013-12-26,214,0.528,0.0327,0.5607
2013-12-26,214,0.528,0.0421,0.5701
2013-12-26,214,0.528,0.0467,0.5748
2013-12-26,214,0.5327,0.028,0.5607
2013-12-26,214,0.5327,0.0467,0.5794
2013-12-26,214,0.5374,0.0187,0.5561
2013-12-26,214,0.5374,0.0187,0.5561
2013-12-26,214,0.5374,0.0187,0.5561
2013-12-26,214,0.5374,0.028,0.5654
2013-12-26,214,0.5421,0.0187,0.5607
2013-12-26,214,0.5421,0.0187,0.5607
2013-12-26,214,0.5421,0.0234,0.5654
2013-12-26,214,0.5421,0.028,0.5701
2013-12-26,214,0.5467,0.0,0.5467
2013-12-26,214,0.5467,0.0187,0.5654
2013-12-26,214,0.5467,0.0327,0.5794
2013-12-26,214,0.5514,0.0093,0.5607
2013-12-26,214,0.5514,0.014,0.5654
2013-12-26,214,0.5514,0.028,0.5794
2013-12-26,214,0.5514,0.028,0.5794
2013-12-26,214,0.5607,0.014,0.5748
2013-12-26,214,0.5607,0.0421,0.6028
2013-12-27,215,0.4,0.0791,0.4791
2013-12-27,215,0.4047,0.0698,0.4744
2013-12-27,215,0.4465,0.0698,0.5163
2013-12-27,215,0.4605,0.0744,0.5349
2013-12-27,215,0.4837,0.0698,0.5535
2013-12-27,215,0.4884,0.0744,0.5628
2013-12-27,215,0.493,0.0558,0.5488
2013-12-27,215,0.493,0.0605,0.5535
2013-12-27,215,0.5116,0.0651,0.5767
2013-12-28,215,0.2837,0.0326,0.3163
2013-12-28,215,0.3209,0.0372,0.3581
2013-12-28,215,0.3256,0.014,0.3395
2013-12-28,215,0.3302,0.0279,0.3581
2013-12-28,215,0.3395,0.0047,0.3442
2013-12-28,215,0.3395,0.0186,0.3581
2013-12-28,215,0.4372,0.0558,0.493
2013-12-28,215,0.4698,0.0419,0.5116
2013-12-28,215,0.4837,0.0279,0.5116
2013-12-28,215,0.4837,0.0605,0.5442
2013-12-28,215,0.4977,0.0279,0.5256
2013-12-28,215,0.5023,0.0326,0.5349
2013-12-29,215,0.4093,0.0558,0.4651
2013-12-29,215,0.4326,0.0651,0.4977
2013-12-29,215,0.4326,0.0837,0.5163
2013-12-29,215,0.4326,0.1023,0.5349
2013-12-29,215,0.4372,0.0465,0.4837
2013-12-29,215,0.4512,0.0884,0.5395
2013-12-29,215,0.4512,0.1674,0.6186
2013-12-29,215,0.4558,0.0651,0.5209
2013-12-29,215,0.4651,0.0279,0.493
2013-12-29,215,0.4651,0.0372,0.5023
2013-12-29,215,0.4791,0.1209,0.6
2013-12-29,215,0.4837,0.0233,0.507
2013-12-29,215,0.4837,0.093,0.5767
2013-12-29,215,0.4884,0.0558,0.5442
2013-12-29,215,0.4884,0.1209,0.6093
2013-12-29,215,0.493,0.1721,0.6651
2013-12-29,215,0.4977,0.0233,0.5209
2013-12-29,215,0.4977,0.0372,0.5349
2013-12-29,215,0.4977,0.0465,0.5442
2013-12-29,215,0.4977,0.0744,0.5721
2013-12-29,215,0.5023,0.0186,0.5209
2013-12-29,215,0.5163,0.0279,0.5442
2013-12-29,215,0.5163,0.0512,0.5674
2013-12-29,215,0.5163,0.0791,0.5953
2013-12-29,215,0.5209,0.0279,0.5488
2013-12-29,215,0.5256,0.0791,0.6047
2013-12-29,215,0.5302,0.0744,0.6047
2013-12-29,215,0.5581,0.0512,0.6093
2014-01-02,215,0.3116,0.0558,0.3674
2014-01-02,215,0.3395,0.0605,0.4
2014-01-02,215,0.4093,0.0651,0.4744
2014-01-02,215,0.4326,0.0419,0.4744
2014-01-02,215,0.4419,0.0698,0.5116
2014-01-03,215,0.1163,0.0,0.1163
2014-01-03,215,0.1163,0.014,0.1302
2014-01-03,215,0.1209,0.0651,0.186
2014-01-03,215,0.1209,0.1442,0.2651
2014-01-03,215,0.1256,0.0977,0.2233
2014-01-03,215,0.1256,0.1395,0.2651
2014-01-03,215,0.1302,0.0186,0.1488
2014-01-03,215,0.1302,0.1023,0.2326
2014-01-03,215,0.1349,0.1163,0.2512
2014-01-03,215,0.1442,0.0419,0.186
2014-01-03,215,0.1442,0.0512,0.1953
2014-01-03,215,0.1535,0.0047,0.1581
2014-01-03,215,0.1581,0.0093,0.1674
2014-01-03,215,0.1581,0.0279,0.186
2014-01-03,215,0.1628,0.3116,0.4744
2014-01-03,215,0.1674,0.0884,0.2558
2014-01-03,215,0.1767,0.0651,0.2419
2014-01-03,215,0.1767,0.0698,0.2465
2014-01-03,215,0.1907,0.107,0.2977
2014-01-03,215,0.2372,0.0977,0.3349
2014-01-03,215,0.2977,0.0558,0.3535
2014-01-04,215,0.1209,0.0884,0.2093
2014-01-04,215,0.1256,0.0512,0.1767
2014-01-04,215,0.1349,0.0233,0.1581
2014-01-04,215,0.1349,0.1581,0.293
2014-01-04,215,0.1395,0.0233,0.1628
2014-01-04,215,0.1395,0.0419,0.1814
2014-01-04,215,0.1395,0.0558,0.1953
2014-01-04,215,0.1395,0.093,0.2326
2014-01-04,215,0.1395,0.1349,0.2744
2014-01-04,215,0.1395,0.1442,0.2837
2014-01-04,215,0.1442,0.0465,0.1907
2014-01-04,215,0.1442,0.0605,0.2047
2014-01-04,215,0.1442,0.0651,0.2093
2014-01-04,215,0.1488,0.0,0.1488
2014-01-04,215,0.1488,0.0326,0.1814
2014-01-04,215,0.1488,0.0372,0.186
2014-01-04,215,0.1535,0.014,0.1674
2014-01-04,215,0.1535,0.0605,0.214
2014-01-04,215,0.1535,0.107,0.2605
2014-01-04,215,0.1535,0.1767,0.3302
2014-01-04,215,0.1581,0.0233,0.1814
2014-01-04,215,0.1581,0.1395,0.2977
2014-01-04,215,0.1581,0.1767,0.3349
2014-01-04,215,0.1628,0.014,0.1767
2014-01-04,215,0.1628,0.0233,0.186
2014-01-04,215,0.1628,0.0977,0.2605
2014-01-04,215,0.1628,0.1302,0.293
2014-01-04,215,0.1628,0.1767,0.3395
2014-01-04,215,0.1674,0.0047,0.1721
2014-01-04,215,0.1674,0.014,0.1814
2014-01-04,215,0.1674,0.0791,0.2465
2014-01-04,215,0.1674,0.1163,0.2837
2014-01-04,215,0.1674,0.1209,0.2884
2014-01-04,215,0.1721,0.2419,0.414
2014-01-04,215,0.1767,0.0465,0.2233
2014-01-04,215,0.1814,0.0977,0.2791
2014-01-04,215,0.186,0.1256,0.3116
2014-01-04,215,0.186,0.1349,0.3209
2014-01-04,215,0.2,0.0047,0.2047
2014-01-04,215,0.2093,0.2512,0.4605
2014-01-04,215,0.2093,0.2651,0.4744
2014-01-04,215,0.2186,0.0186,0.2372
2014-01-04,215,0.2233,0.1442,0.3674
2014-01-04,215,0.2326,0.0047,0.2372
2014-01-04,215,0.3163,0.0093,0.3256
2014-01-05,215,0.1349,0.1163,0.2512
2014-01-05,215,0.1488,0.0372,0.186
2014-01-05,215,0.1488,0.0512,0.2
2014-01-05,215,0.1581,0.1302,0.2884
2014-01-05,215,0.1628,0.0837,0.2465
2014-01-05,215,0.1721,0.093,0.2651
2014-01-05,215,0.186,0.0326,0.2186
2014-01-05,215,0.186,0.093,0.2791
2014-01-05,215,0.2,0.0186,0.2186
2014-01-05,215,0.2326,0.0419,0.2744
2014-01-06,215,0.1628,0.0419,0.2047
2014-01-06,215,0.1674,0.0186,0.186
2014-01-06,215,0.1674,0.0279,0.1953
2014-01-06,215,0.1674,0.0744,0.2419
2014-01-06,215,0.1674,0.2326,0.4
2014-01-06,215,0.1721,0.0326,0.2047
2014-01-06,215,0.1721,0.0372,0.2093
2014-01-06,215,0.1767,0.0279,0.2047
2014-01-06,215,0.1767,0.0977,0.2744
2014-01-06,215,0.1767,0.1349,0.3116
2014-01-06,215,0.186,0.0186,0.2047
2014-01-06,215,0.186,0.0186,0.2047
2014-01-06,215,0.1907,0.0,0.1907
2014-01-06,215,0.1907,0.0186,0.2093
2014-01-06,215,0.1907,0.1209,0.3116
2014-01-06,215,0.2,0.0279,0.2279
2014-01-06,215,0.2,0.0326,0.2326
2014-01-06,215,0.2,0.0512,0.2512
2014-01-06,215,0.2,0.1721,0.3721
2014-01-06,215,0.2047,0.0,0.2047
2014-01-06,215,0.2093,0.0372,0.2465
2014-01-06,215,0.2093,0.1163,0.3256
2014-01-06,215,0.2093,0.2,0.4093
2014-01-06,215,0.2186,0.1023,0.3209
2014-01-06,215,0.2186,0.1488,0.3674
2014-01-06,215,0.2233,0.014,0.2372
2014-01-06,215,0.2233,0.0279,0.2512
2014-01-06,215,0.2279,0.0,0.2279
2014-01-06,215,0.2326,0.0047,0.2372
2014-01-06,215,0.2326,0.0698,0.3023
2014-01-06,215,0.2419,0.0,0.2419
2014-01-06,215,0.2419,0.0,0.2419
2014-01-06,215,0.2419,0.0372,0.2791
2014-01-06,215,0.2465,0.0465,0.293
2014-01-06,215,0.2605,0.0047,0.2651
2014-01-06,215,0.2651,0.0047,0.2698
2014-01-06,215,0.2651,0.0093,0.2744
2014-01-06,215,0.293,0.0047,0.2977
2014-01-07,215,0.1721,0.2372,0.4093
2014-01-07,215,0.1814,0.0093,0.1907
2014-01-07,215,0.186,0.1116,0.2977
2014-01-07,215,0.186,0.1442,0.3302
2014-01-07,215,0.1953,0.0326,0.2279
2014-01-07,215,0.2,0.1442,0.3442
2014-01-07,215,0.2047,0.2047,0.4093
2014-01-07,215,0.2093,0.0372,0.2465
2014-01-07,215,0.2093,0.1674,0.3767
2014-01-07,215,0.214,0.014,0.2279
2014-01-07,215,0.2186,0.0837,0.3023
2014-01-07,215,0.2326,0.0419,0.2744
2014-01-07,215,0.2372,0.0605,0.2977
2014-01-07,215,0.2372,0.1814,0.4186
2014-01-07,215,0.2419,0.0047,0.2465
2014-01-07,215,0.2419,0.0326,0.2744
2014-01-07,215,0.2419,0.1488,0.3907
2014-01-07,215,0.2419,0.1628,0.4047
2014-01-07,215,0.2465,0.2233,0.4698
