person_id,name_ar,name_lat,gender,birth_year,birth_date_precision,birth_governorate_id,n_mandates,first_assembly_id,last_assembly_id,first_mandate_start,constituency_id,constituency_name_ar,governorate_id,governorate_name_lat,region,littoral,party_id_last,party_family_last,occupation_raw,career_sectors,vote_participation_rate,plenary_attendance_rate,n_written_questions
TNP-00126,حاتم لباوي,Hatem Labbaoui,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-3528df809f53,القصرين الشمالية - الزهور,TN-42,Kasserine,Centre West,false,,,,,,,105
TNP-00127,حاتم الهواوي,Hatem Houaoui,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-f60beb62e239,جندوبة,TN-32,Jendouba,North West,true,,,,,,,28
TNP-00128,جلال خدمي,Jalel khedmi,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-09c0f9c6b2f1,بئر الحفي - سيدي علي بوعون,TN-43,Sidi Bouzid,Centre West,false,,,,,,,63
TNP-00129,ثامر المزهود,Thameur Mazhoud,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-21983ef8e27b,قابس الجنوبية,TN-81,Gabes,South East,true,,,,,,,19
TNP-00130,ثابت العابد,Thabet Abed,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-63acb0bb3053,حي الخضراء - المنزه,TN-11,Tunis,Grand Tunis,true,,,,,,,28
TNP-00131,بوبكر بن يحي,Boubaker Ben Yahya,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-01615e6dbca5,دوز,TN-73,Kebili,South West,false,,,,,,,20
TNP-00132,بلال ابن المشري,Bilel Ibn El Mechri,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-84dd3ebcdbf6,الشابة - ملولش - سيدي علوان,TN-53,Mahdia,Centre East,true,,,,,,,11
TNP-00133,بسمة الهمامي,Basma Hammami,female,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-9acfc76b0b35,سليانة - برقو,TN-34,Siliana,North West,false,,,,,,,151
TNP-00134,بدر الدين القمودي,badreddine gammoudi,male,,,,2,ARP-2019,ARP-2023,2019-11-13,TNC-2373a9652098,منزل بوزيان - المكناسي - المزونة,TN-43,Sidi Bouzid,Centre West,false,,,,,,,19
TNP-00135,بثينة الغانمي,Boutheina Ghanmi,female,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-d3cd8b8081b3,باجة الشمالية,TN-31,Beja,North West,true,,,,,,,40
TNP-00136,باديس بالحاج علي,Bedis Belhadj Ali,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-66cccba05ec0,جربة ميدون - جربة أجيم,TN-82,Medenine,South East,true,,,,,,,72
TNP-00137,أيمن نقرة,Aymen Negra,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-ecee49591291,القيروان الشمالية,TN-41,Kairouan,Centre West,false,,,,,,,17
TNP-00138,أيمن بن صالح,Aymen Ben Salah,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-93c97f9de2b6,دائرة سكرة 2,TN-12,Ariana,Grand Tunis,true,,,,,,,48
TNP-00139,أيمن المرعوي,Aymen Maraoui,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-be84a0f495c6,طينة,TN-61,Sfax,Centre East,true,,,,,,,24
TNP-00140,أيمن البوغديري,Aymen Boughdiri,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-b767c0a4d52d,رواد 1,TN-12,Ariana,Grand Tunis,true,,,,,,,30
TNP-00141,أنور المرزوقي,Anouar Marzouki,male,,,,2,NCA-2011,ARP-2023,2011-11-22,TNC-0d35a1a046c5,نابل,TN-21,Nabeul,North East,true,,,,,,,9
TNP-00142,آمال المؤدب,Amel Meddeb,female,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-23a38760ce82,المدينة - باب سويقة,TN-11,Tunis,Grand Tunis,true,,,,,,,45
TNP-00143,الياس بوكوشة,Ilyes Boukoucha,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-99c5526d1ffb,فوار - رجيم معتوق,TN-73,Kebili,South West,false,,,,,,,31
TNP-00144,النوري جريدي,Nouri Jridi,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-919739b0ad73,القطار - بلخير - السند,TN-71,Gafsa,South West,false,,,,,,,169
TNP-00145,الناصر الشنوفي,Channoufi Naceur,male,,,,2,ARP-2014,ARP-2023,2014-12-02,TNC-f6eaa43de824,بئر مشارقة - الفحص,TN-22,Zaghouan,North East,false,,,Directeur d’école primaire,,,,20
TNP-00146,المختار عبد المولى,Mokhtar Abdelmoula,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-d620f8caf1ac,ذهيبة - رمادة,TN-83,Tataouine,South East,false,,,,,,,59
TNP-00147,ألفة المرواني,Olfa Marouani,female,,,,1,ARP-2023,ARP-2023,2023-03-23,TNC-dc5c5c61a04e,بن عروس - المدينة الجديدة,TN-13,Ben Arous,Grand Tunis,true,,,,,,,26
TNP-00148,الفاضل بن تركية,Fadhel Ben Torkia,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-11a166c637b2,قليبة - حمام الأغزاز,TN-21,Nabeul,North East,true,,,,,,,6
TNP-00149,الطيب الطالبي,Taïeb Talbi,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-27859ebb865b,القيروان الجنوبية,TN-41,Kairouan,Centre West,false,,,,,,,30
TNP-00150,الطاهر بن منصور,Tahar Ben Mansour,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-f6def5a507a9,قبلي - سوق الأحد,TN-73,Kebili,South West,false,,,,,,,84
TNP-00151,أسماء الدرويش,Asma Derouiche,female,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-eef40150274b,منوبة,TN-14,Manouba,Grand Tunis,false,,,,,,,81
TNP-00152,أحمد سعيداني,Ahmed Saidani,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-45ced317f073,ماطر - أوتيك,TN-23,Bizerte,North East,true,,,,,,,199
TNP-00153,أحمد بنور,Ahmed Bannour,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-b077e389d95f,المهدية,TN-53,Mahdia,Centre East,true,,,,,,,149
TNP-00154,إبراهيم حسين,Brahim Ben hsine,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-6376c63610b6,الصخيرة - الغريبة - المحرس,TN-61,Sfax,Centre East,true,,,,,,,27
TNP-00155,إبراهيم بودربالة,Brahim Bouderbela,male,,,,1,ARP-2023,ARP-2023,2023-03-13,TNC-3882ab474f91,رادس - مقرين,TN-13,Ben Arous,Grand Tunis,true,,,,,,,
TNP-00156,عبد الله حريزي,Abdallah Hrizi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-c14e9c41e9ce,قابس,TN-81,Gabes,South East,true,,,,,0.8060,0.6726,
TNP-00157,عبد الحميد المرزوقي,Abdelhamid Marzouki,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-505fecc15922,جندوبة,TN-32,Jendouba,North West,true,,,,,0.9224,0.8661,
TNP-00158,عبد اللطيف علوي,Abdellatif Aloui,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-bf84273551e0,أريانة,TN-12,Ariana,Grand Tunis,true,,,معلّم تعليم أساسي,,0.5672,0.8407,
TNP-00159,عبد المجيد عمار,Abdelmajid Ammar,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4e2903aee80f,زغوان,TN-22,Zaghouan,North East,false,,,,,0.9522,0.8496,
TNP-00160,عبد الرزاق الحسني,Abderrazek Hosni,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-7c20f132677c,سليانة,TN-34,Siliana,North West,false,,,,,0.7522,0.6903,
TNP-00161,عبد السلام بن عمارة,Abdesslam Ben Amara,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.7701,0.8304,
TNP-00162,عبير موسي,Abir Moussi,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.7493,0.8053,
TNP-00163,عدنان حاجي,Adnane Hajji,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-5531b77d50b4,قفصة,TN-71,Gafsa,South West,false,,,معلّم تعليم أساسي,,0.7254,0.8496,
TNP-00164,عدنان بن ابراهيم,Adnene Ben Brahim,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-a65c89ca4d13,المنستير,TN-52,Monastir,Centre East,true,,,,,0.3224,0.5893,
TNP-00165,أحمد بلقاسم,Ahmed Belgacem,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-5531b77d50b4,قفصة,TN-71,Gafsa,South West,false,,,,,0.5015,0.6339,
TNP-00166,أحمد بن عياد,Ahmed Ben Ayed,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-bf84273551e0,أريانة,TN-12,Ariana,Grand Tunis,true,,,,,0.6567,0.8929,
TNP-00167,أحمد موحه,Ahmed Mouha,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-34bb04969aea,بنزرت,TN-23,Bizerte,North East,true,,,,,0.6448,0.7589,
TNP-00168,أحمد الصغير,Ahmed Sghaier,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4e2903aee80f,زغوان,TN-22,Zaghouan,North East,false,,,,,0.6239,0.7522,
TNP-00169,علي بنعون,Ali Ben Aoun,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.3552,0.5044,
TNP-00170,علي الهرماسي,Ali Hermassi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-86fce3cae9b0,القصرين,TN-42,Kasserine,Centre West,false,,,,,0.5493,0.6339,
TNP-00171,علي الطياشي,Ali Tayachi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-34bb04969aea,بنزرت,TN-23,Bizerte,North East,true,,,,,0.7433,0.7522,
TNP-00172,أمل السعيدي,Amal Saidi,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-c891423153f5,الكاف,TN-33,Kef,North West,false,,,,,0.6299,0.8125,
TNP-00173,آمال الورتتاني,Amel Ouertatani,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-65af9ff64cdc,بن عروس,TN-13,Ben Arous,Grand Tunis,true,,,,,0.6119,0.8393,
TNP-00174,عامر العريض,Ameur Laraiedh,male,1965,day,,3,NCA-2011,ARP-2019,2011-11-22,TNC-6480cc2b0175,مدنين,TN-82,Medenine,South East,true,,,أستاذ جامعي,,0.4507,0.7168,
TNP-00175,أمين الميساوي,Amine Missaoui,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-dd0a034cca93,سيدي بوزيد,TN-43,Sidi Bouzid,Centre West,false,,,,,0.6955,0.7965,
TNP-00176,أميرة شرف الدين,Amira Charfedine,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-91c675998d9c,المهدية,TN-53,Mahdia,Centre East,true,,,,,0.6358,0.6991,
TNP-00177,أنور بن الشاهد,Anouar Ben Chahed,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-94e024e97a0b,فرنسا 2,TN-99,Abroad,abroad,false,,,,,0.6746,0.5752,
TNP-00178,أروى بن عباس,Aroua Ben Abbas,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,مهندس معماري,,0.9254,0.7946,
TNP-00179,عواطف فتيريش,Awatef Ftirich,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.6955,0.6964,
TNP-00180,عواطف قريش عبيد,Awatef Griche Abid,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-bf84273551e0,أريانة,TN-12,Ariana,Grand Tunis,true,,,,,0.7655,0.7757,
TNP-00181,العياشي زمال,Ayachi Zammal,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-7c20f132677c,سليانة,TN-34,Siliana,North West,false,,,,,0.7940,0.9204,
TNP-00182,آية الله هيشري,Ayatallah Hichri,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-86fce3cae9b0,القصرين,TN-42,Kasserine,Centre West,false,,,,,0.6030,0.7679,
TNP-00183,البشير الخليفي,Bechir Khelifi,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-c3a024df701d,تطاوين,TN-83,Tataouine,South East,false,,,محامي,,0.6448,0.6339,
TNP-00184,بشر الشابي,Bechr Chebbi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-fb9b69aef92c,توزر,TN-72,Tozeur,South West,false,,,,,0.6746,0.8304,
TNP-00185,بلقاسم الدراجي,Belgacem Darraji,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-7c20f132677c,سليانة,TN-34,Siliana,North West,false,,,,,0.9254,0.9204,
TNP-00186,بلقاسم حسن,Belgacem Hssan,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-fce75049ff09,قبلي,TN-73,Kebili,South West,false,,,,,0.9612,0.9646,
TNP-00187,شادية الحفصوني,Chadia Hafsouni,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-505fecc15922,جندوبة,TN-32,Jendouba,North West,true,,,,,0.8597,0.8036,
TNP-00188,شيراز الشابي,Chiraz Chebbi,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-bf84273551e0,أريانة,TN-12,Ariana,Grand Tunis,true,,,,,0.5313,0.8761,
TNP-00189,شكري بلحاج عمارة,Chokri Belhaj Amara,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4e2903aee80f,زغوان,TN-22,Zaghouan,North East,false,,,,,0.7970,0.7946,
TNP-00190,شكري الذويبي,Chokri Dhouibi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-fb9b69aef92c,توزر,TN-72,Tozeur,South West,false,,,,,0.3254,0.7589,
TNP-00191,آمنة بن حميد,Emna Ben Hmayed,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-34bb04969aea,بنزرت,TN-23,Bizerte,North East,true,,,أستاذ تعليم ثانوي,,0.8925,0.8482,
TNP-00192,عزالدين الفرجاني,Ezzedine Ferjani,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-91c675998d9c,المهدية,TN-53,Mahdia,Centre East,true,,,,,0.5463,0.6696,
TNP-00193,الفاضل الوج,Fadhel Ouej,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-91c675998d9c,المهدية,TN-53,Mahdia,Centre East,true,,,,,0.7224,0.6991,
TNP-00194,فائزة بوهلال,Faiza Bouhlel,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.9104,0.9018,
TNP-00195,فاكر الشويخي,Faker Chouikhi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-6480cc2b0175,مدنين,TN-82,Medenine,South East,true,,,,,0.4388,0.6786,
TNP-00196,فخر الدين شبشوب,Fakhereedine Chabchoub,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4e2903aee80f,زغوان,TN-22,Zaghouan,North East,false,,,,,0.7313,0.6786,
TNP-00197,فارس بلال,Fares Blel,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-94e024e97a0b,فرنسا 2,TN-99,Abroad,abroad,false,,,,,0.7731,0.7411,
TNP-00198,فرحات الراجحي,Farhat Rajhi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-34bb04969aea,بنزرت,TN-23,Bizerte,North East,true,,,,,0.2955,0.5133,
TNP-00199,فتحي العيادي,Fathi Ayadi,male,1964,day,,3,NCA-2011,ARP-2019,2011-11-22,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,أستاذ تعليم ثانوي,other,0.8090,0.8214,
TNP-00200,فتحي بلقاسم,Fathi Belgacem,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-91c675998d9c,المهدية,TN-53,Mahdia,Centre East,true,,,,,0.9254,0.8407,
TNP-00201,فيصل دربال,Faycel Derbel,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.7791,0.8761,
TNP-00202,فيصل الطاهري,Faycel Tahri,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-dd0a034cca93,سيدي بوزيد,TN-43,Sidi Bouzid,Centre West,false,,,,,0.8657,0.8761,
TNP-00203,فيصل تبيني,Faycel Tebini,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-505fecc15922,جندوبة,TN-32,Jendouba,North West,true,,,موظف بالقطاع الخاص,,0.3791,0.8214,
TNP-00204,فريدة عبيدي,Ferida Laabidi,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-4c5b0de0b4df,القيروان,TN-41,Kairouan,Centre West,false,,,محامي,,0.6716,0.7257,
TNP-00205,فؤاد ثامر,Foued Thameur,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-c14e9c41e9ce,قابس,TN-81,Gabes,South East,true,,,,,0.7343,0.9018,
TNP-00206,غازي القروي,Ghazi Karoui,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-34bb04969aea,بنزرت,TN-23,Bizerte,North East,true,,,,,0.6597,0.6607,
TNP-00207,حبيب بن سيدهم,Habib Ben Sid’hom,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-fce75049ff09,قبلي,TN-73,Kebili,South West,false,,,,,0.4657,0.7589,
TNP-00208,حافظ الزواري,Hafedh Zouari,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-d7e470a6f1cf,سوسة,TN-51,Sousse,Centre East,true,,,مدير مؤسسة,,0.5552,0.7411,
TNP-00209,هاجر النيفر,Hajer Naifer,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.6119,0.6991,
TNP-00210,حليمة همامي,Halima Hammami,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-65af9ff64cdc,بن عروس,TN-13,Ben Arous,Grand Tunis,true,,,,,0.6657,0.7965,
TNP-00211,حسان بن الحاج إبراهيم,Hassen Ben Hadj Ibrahim,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-e4ad8a676ffb,منوبة,TN-14,Manouba,Grand Tunis,false,,,,,0.6507,0.6161,
TNP-00212,حسونه ناصفي,Hassouna Nasfi,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-c14e9c41e9ce,قابس,TN-81,Gabes,South East,true,,,إطار سامي بالوظيفة العمومية,,0.8119,0.9735,
TNP-00213,حاتم البوبكري,Hatem Boubakri,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-c891423153f5,الكاف,TN-33,Kef,North West,false,,,,,0.4388,0.6161,
TNP-00214,حاتم القروي,Hatem Karoui,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.8448,0.7321,
TNP-00215,حاتم المانسي,Hatem Mansi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-7c20f132677c,سليانة,TN-34,Siliana,North West,false,,,,,0.6955,0.8839,
TNP-00216,حاتم المليكي,Hatem Mliki,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-c891423153f5,الكاف,TN-33,Kef,North West,false,,,,,0.4716,0.7143,
TNP-00217,حياة عمري,Hayet Omri,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-dd0a034cca93,سيدي بوزيد,TN-43,Sidi Bouzid,Centre West,false,,,باحث جامعي,,0.7791,0.8230,
TNP-00218,هيكل مكي,Haykel Mekki,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-5531b77d50b4,قفصة,TN-71,Gafsa,South West,false,,,,,0.4030,0.7699,
TNP-00219,هيثم براهم,Haythem Brahem,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-91c675998d9c,المهدية,TN-53,Mahdia,Centre East,true,,,,,0.7970,0.8125,
TNP-00220,الهادي الماكني,Hedi Makni,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-7f9ed563bc4e,باجة,TN-31,Beja,North West,true,,,,,0.2478,0.5804,
TNP-00221,هاجر بوزمي,Heger Bouzemmi,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-6480cc2b0175,مدنين,TN-82,Medenine,South East,true,,,طالب,,0.9821,0.7679,
TNP-00222,هاجر البوهلالي,Hejer Bouhleli,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-86fce3cae9b0,القصرين,TN-42,Kasserine,Centre West,false,,,,,0.9070,0.7317,
TNP-00223,هشام عجبوني,Hichem Ajbouni,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.7403,0.8142,
TNP-00224,هشام بن أحمد,Hichem Ben Ahmed,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.7910,0.7411,
TNP-00225,حسام موسى,Houssem Moussa,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-a65c89ca4d13,المنستير,TN-52,Monastir,Centre East,true,,,,,0.4090,0.6071,
TNP-00226,حسين جنيح,Hussein Jenayah,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-d7e470a6f1cf,سوسة,TN-51,Sousse,Centre East,true,,,,,0.6239,0.6991,
TNP-00227,ابتهاج بن هلال,Ibtihej Ben Helal,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-34bb04969aea,بنزرت,TN-23,Bizerte,North East,true,,,موظف عمومي,,0.5582,0.7946,
TNP-00228,عماد الخميري,Imed Khemiri,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-e4ad8a676ffb,منوبة,TN-14,Manouba,Grand Tunis,false,,,إطار سامي بالقطاع الخاص,,0.8328,0.9735,
TNP-00229,إيمان بالطيب,Imen Bettaieb,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.8239,0.8036,
TNP-00230,عصام برقوقي,Issam Bargougui,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-dd0a034cca93,سيدي بوزيد,TN-43,Sidi Bouzid,Centre West,false,,,,,0.6687,0.8125,
TNP-00231,عياض علاق,Iyadh Allag,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-a65c89ca4d13,المنستير,TN-52,Monastir,Centre East,true,,,,,0.7463,0.7080,
TNP-00232,عياض اللومي,Iyadh Elloumi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-bf84273551e0,أريانة,TN-12,Ariana,Grand Tunis,true,,,,,0.8000,0.8036,
TNP-00233,جلال الزياتي,Jalal Zayati,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-a65c89ca4d13,المنستير,TN-52,Monastir,Centre East,true,,,,,0.7881,0.8304,
TNP-00234,جمالي بوضوافي,Jamali Boudhouafi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-65af9ff64cdc,بن عروس,TN-13,Ben Arous,Grand Tunis,true,,,,,0.8299,0.8496,
TNP-00235,جميلة دبش,Jamila Debbech,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-bf84273551e0,أريانة,TN-12,Ariana,Grand Tunis,true,,,إطار بالوظيفة العمومية,,0.4119,0.7589,
TNP-00236,جميلة الجويني,Jamila Jouini,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-c3a024df701d,تطاوين,TN-83,Tataouine,South East,false,,,أستاذ تعليم ثانوي,,0.8507,0.8839,
TNP-00237,جوهر المغيربي,Jawher Mghirbi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.7493,0.8214,
TNP-00238,الجديدي السبوعي,Jedidi Sboui,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4e2903aee80f,زغوان,TN-22,Zaghouan,North East,false,,,,,0.6716,0.7522,
TNP-00239,كمال العوادي,Kamel Aouadi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-505fecc15922,جندوبة,TN-32,Jendouba,North West,true,,,,,0.5373,0.5625,
TNP-00240,كمال الحبيب فراج,Kamel Habib Faraj,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-c14e9c41e9ce,قابس,TN-81,Gabes,South East,true,,,,,0.6478,0.6964,
TNP-00241,كنزة عجالة,Kenza Ajela,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-c14e9c41e9ce,قابس,TN-81,Gabes,South East,true,,,,,0.8418,0.8036,
TNP-00242,خالد الكريشي,Khaled Krichi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4c5b0de0b4df,القيروان,TN-41,Kairouan,Centre West,false,,,,,0.6299,0.7257,
TNP-00243,خالد قسومة,Khaled Qsouma,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-65af9ff64cdc,بن عروس,TN-13,Ben Arous,Grand Tunis,true,,,,,0.1284,0.4107,
TNP-00244,خير الدين الزاهي,Kheireddine Zahi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-7c20f132677c,سليانة,TN-34,Siliana,North West,false,,,,,0.6806,0.8319,
TNP-00245,لمياء جعيدان,Lamia Jaidane,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-a65c89ca4d13,المنستير,TN-52,Monastir,Centre East,true,,,,,0.5313,0.6991,
TNP-00246,لسعد حجلاوي,Lassaad Hajlaoui,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-dd0a034cca93,سيدي بوزيد,TN-43,Sidi Bouzid,Centre West,false,,,,,0.7522,0.8230,
TNP-00247,لطيفة الحباشي,Latifa Habachi,female,1972,day,TN-11,3,NCA-2011,ARP-2019,2011-11-22,TNC-e4ad8a676ffb,منوبة,TN-14,Manouba,Grand Tunis,false,,,محامي,judiciary,0.7552,0.8407,
TNP-00248,لزهر الشملي,Lazher Chamli,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-a65c89ca4d13,المنستير,TN-52,Monastir,Centre East,true,,,,,0.7940,0.6429,
TNP-00249,ليلى حداد,Leila Haddad,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-6480cc2b0175,مدنين,TN-82,Medenine,South East,true,,,,,0.5672,0.9115,
TNP-00250,ليليا بالليل,Lilia Bellil,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-94e024e97a0b,فرنسا 2,TN-99,Abroad,abroad,false,,,,,0.8000,0.8214,
TNP-00251,لطفي علي,Lotfi Ali,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-5531b77d50b4,قفصة,TN-71,Gafsa,South West,false,,,مدير مؤسسة,,0.2925,0.3661,
TNP-00252,لطفي العيادي,Lotfi Ayadi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-505fecc15922,جندوبة,TN-32,Jendouba,North West,true,,,,,0.6836,0.7788,
TNP-00253,المبروك كرشيد,Mabrouk Korchid,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-6480cc2b0175,مدنين,TN-82,Medenine,South East,true,,,,,0.6299,0.9204,
