person_id,bloc_id,bloc_name_ar,assembly_id,role,start_date,end_date
TNP-00202,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00203,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00204,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00205,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00206,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00207,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00208,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00209,BLC-30ebf47cb8e2,كتلة الحزب الدستوري الحر (2019),ARP-2019,unknown,2019-11-13,
TNP-00210,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00211,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00212,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00213,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00214,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00215,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00216,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00217,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00218,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00219,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00220,BLC-4cf185ae72a6,كتلة تحيا تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00221,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00222,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00223,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00224,BLC-4cf185ae72a6,كتلة تحيا تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00225,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00226,BLC-4cf185ae72a6,كتلة تحيا تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00227,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00228,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00065,BLC-a7a13cef4e0d,الكتلة الوطنية (2020),ARP-2019,unknown,2020-01-01,
TNP-00229,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00230,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00231,BLC-30ebf47cb8e2,كتلة الحزب الدستوري الحر (2019),ARP-2019,unknown,2019-11-13,
TNP-00232,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00233,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00234,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00235,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00236,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00237,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00238,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00239,BLC-a7a13cef4e0d,الكتلة الوطنية (2020),ARP-2019,unknown,2020-01-01,
TNP-00240,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00241,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00242,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00243,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00244,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00245,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00246,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00247,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00248,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00249,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00250,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00251,BLC-4cf185ae72a6,كتلة تحيا تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00252,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00253,BLC-a7a13cef4e0d,الكتلة الوطنية (2020),ARP-2019,unknown,2020-01-01,
TNP-00254,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00255,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00256,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00257,BLC-30ebf47cb8e2,كتلة الحزب الدستوري الحر (2019),ARP-2019,unknown,2019-11-13,
TNP-00258,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00259,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00260,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00261,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00262,BLC-4cf185ae72a6,كتلة تحيا تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00263,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00264,BLC-4cf185ae72a6,كتلة تحيا تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00265,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00266,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00267,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00268,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00269,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00270,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00271,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00272,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00273,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00274,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00275,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00276,BLC-4cf185ae72a6,كتلة تحيا تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00277,BLC-30ebf47cb8e2,كتلة الحزب الدستوري الحر (2019),ARP-2019,unknown,2019-11-13,
TNP-00278,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00279,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00280,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00281,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00282,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00283,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00284,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00285,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00286,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00287,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00288,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00289,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00290,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00291,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00292,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00293,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00294,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00295,BLC-4cf185ae72a6,كتلة تحيا تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00296,BLC-30ebf47cb8e2,كتلة الحزب الدستوري الحر (2019),ARP-2019,unknown,2019-11-13,
TNP-00297,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00298,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00299,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00300,BLC-30ebf47cb8e2,كتلة الحزب الدستوري الحر (2019),ARP-2019,unknown,2019-11-13,
TNP-00301,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00302,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00303,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00304,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00305,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00306,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00307,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00308,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00309,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00310,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00311,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00312,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00313,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00314,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00315,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00316,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00317,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00318,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00319,BLC-a7a13cef4e0d,الكتلة الوطنية (2020),ARP-2019,unknown,2020-01-01,
TNP-00115,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00320,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00321,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00322,BLC-a7a13cef4e0d,الكتلة الوطنية (2020),ARP-2019,unknown,2020-01-01,
TNP-00323,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00324,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00325,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00326,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00327,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00328,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00329,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00330,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00331,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00105,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00332,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00333,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00334,BLC-a7a13cef4e0d,الكتلة الوطنية (2020),ARP-2019,unknown,2020-01-01,
TNP-00335,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00336,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00337,BLC-30ebf47cb8e2,كتلة الحزب الدستوري الحر (2019),ARP-2019,unknown,2019-11-13,
TNP-00338,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00339,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00340,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00341,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00342,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00343,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00344,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00345,BLC-96b9db640002,كتلة حزب قلب تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00346,BLC-4cf185ae72a6,كتلة تحيا تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00347,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00348,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00349,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00350,BLC-8b6a6f827cc8,كتلة الاصلاح (2019),ARP-2019,unknown,2019-11-13,
TNP-00351,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00352,BLC-30ebf47cb8e2,كتلة الحزب الدستوري الحر (2019),ARP-2019,unknown,2019-11-13,
TNP-00353,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00354,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00355,BLC-4cf185ae72a6,كتلة تحيا تونس (2019),ARP-2019,unknown,2019-11-13,
TNP-00356,BLC-30ebf47cb8e2,كتلة الحزب الدستوري الحر (2019),ARP-2019,unknown,2019-11-13,
TNP-00357,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00358,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00359,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00360,BLC-30ebf47cb8e2,كتلة الحزب الدستوري الحر (2019),ARP-2019,unknown,2019-11-13,
TNP-00361,BLC-0e7903100c2b,كتلة حركة النهضة (2019),ARP-2019,unknown,2019-11-13,
TNP-00362,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00363,BLC-ed7ba04997c5,كتلة ائتلاف الكرامة (2019),ARP-2019,unknown,2019-11-13,
TNP-00364,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00365,BLC-6814972dda22,الكتلة الديمقراطية (2019),ARP-2019,unknown,2019-11-13,
TNP-00366,BLC-761b155c0ff5,مستقل,ARP-2019,unknown,2019-11-13,
TNP-00367,BLC-f60fc63efcb3,كتلة الوفاء للثورة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00368,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00369,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00370,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00371,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00372,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00373,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00374,BLC-f60fc63efcb3,كتلة الوفاء للثورة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00375,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00376,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00377,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00378,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00379,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00380,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00381,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00382,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00383,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00384,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00385,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00386,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00324,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00387,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00388,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00389,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00267,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00390,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00264,BLC-56ac03f7fe82,التحالف الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00391,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00392,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00393,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00394,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00395,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00396,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00397,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00398,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00399,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00141,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00400,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00401,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00402,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00403,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00404,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00405,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00406,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00407,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00408,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00409,BLC-56ac03f7fe82,التحالف الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00410,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00411,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00412,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00413,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00414,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00415,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00416,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00417,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00418,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00419,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00420,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00421,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00422,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00423,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00424,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00425,BLC-f60fc63efcb3,كتلة الوفاء للثورة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00426,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00427,BLC-f60fc63efcb3,كتلة الوفاء للثورة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00428,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00429,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00430,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00364,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00431,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00432,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00433,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00434,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00435,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00436,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00437,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00438,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00439,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00440,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00441,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00442,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00443,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00444,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00445,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
